ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	53/678	53/12465	1.33404961938728e-68	1.49171002895123e-66	8.2213201424441e-67	9716/902/1022/9318/8533/51138/10987/10980/50813/64708/10920/8451/8450/1642/2033/2068/2071/2074/1161/2873/2965/2966/2967/2968/404672/3150/57461/4331/5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441/10450/27339/9978/6233/6917/7311/7314/7316/7874/57654/56949/7507/91603	53
REACTOME_DNA_DAMAGE_BYPASS	REACTOME_DNA_DAMAGE_BYPASS	46/678	48/12465	1.58648590204759e-56	1.62614804959878e-54	8.96225369226886e-55	8451/8450/1642/51514/9636/10459/55666/9768/5111/5424/5425/10714/57804/5426/5427/54107/5429/11201/51426/56852/9978/25898/51455/5980/5981/5982/5983/5984/5985/6117/6118/6119/6233/83932/7706/7311/7314/7316/7320/9246/7353/7398/9100/124739/7415/57599	46
KEGG_NUCLEOTIDE_EXCISION_REPAIR	KEGG_NUCLEOTIDE_EXCISION_REPAIR	43/678	44/12465	4.89670074548638e-54	4.63303224380634e-52	2.55342127942771e-52	902/1022/1069/8451/8450/1642/1643/2067/2068/2071/2072/2073/2074/1161/2965/2966/2967/2968/404672/3978/4331/5111/5424/5425/10714/57804/5426/5427/54107/5886/5887/9978/5981/5982/5983/5984/5985/6117/6118/6119/29935/7507/7508	43
DNA IR-Double Strand Breaks (DSBs) and cellular response via ATM%WikiPathways_20190910%WP3959%Homo sapiens	DNA IR-Double Strand Breaks (DSBs) and cellular response via ATM%WikiPathways_20190910%WP3959%Homo sapiens	47/678	55/12465	6.416200407987e-52	5.63709035844572e-50	3.10679177649897e-50	25/86/1386/472/545/578/581/637/641/672/675/836/842/995/1111/11200/64421/1869/9156/2177/3297/10524/9656/4193/4361/79035/4683/142/5111/5591/5884/10111/5888/5893/5883/55183/9025/8243/9126/7014/7157/7158/7161/7189/10155/5976/10413	47
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	41/678	42/12465	1.78052748215506e-51	1.46003253536715e-49	8.04673472637092e-50	472/545/84126/580/641/672/675/83990/1111/1763/9156/3364/10524/4361/4683/79728/5810/5884/10111/5888/10635/5890/5889/5892/5883/144715/5932/5982/5983/5984/5985/83695/80010/116028/6117/6118/6119/11073/7486/7516/7517	41
REACTOME_DUAL_INCISION_IN_GG_NER	REACTOME_DUAL_INCISION_IN_GG_NER	40/678	41/12465	3.38484293476867e-50	2.60209800610342e-48	1.43410450657304e-48	9557/8451/8450/1642/1643/2067/2068/2071/2072/2073/2965/2966/2967/2968/404672/142/10038/5111/5424/5425/10714/57804/5426/5427/54107/51426/9978/5981/5982/5983/5984/5985/6117/6118/6119/6233/7311/7314/7316/7507	40
REACTOME_G2_M_CHECKPOINTS	REACTOME_G2_M_CHECKPOINTS	74/678	168/12465	3.59198991626994e-49	2.59891035118354e-47	1.43234768178194e-47	84142/472/545/84126/29086/9577/580/641/672/79184/83990/891/995/8318/8317/983/1017/1111/11200/63967/1763/9156/51512/8924/3364/10524/55388/4171/4172/4173/4174/4175/4176/84515/9656/4361/4683/7468/51588/5716/10213/23198/5810/5884/10111/5883/144715/5932/5982/5983/5984/5985/83695/80010/116028/165918/9025/6117/6118/6119/6233/7979/2810/7341/11073/7157/7158/7311/7314/7316/7334/7336/51720/7486	74
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	43/678	49/12465	1.2044114502625e-48	8.23014491012709e-47	4.53591212847398e-47	1820/6790/581/7832/10498/891/995/983/1017/1026/1027/23019/25904/55571/4848/4849/4850/57472/246175/29883/9337/9125/1869/1874/144455/79733/2033/1647/4869/57060/5111/5325/10769/1263/3276/5934/28984/2810/7027/7029/85456/7157/25946	43
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	58/678	98/12465	2.78047161193977e-48	1.79998951720312e-46	9.92035300880451e-47	84142/472/545/84126/29086/9577/580/641/672/79184/83990/1017/1111/63967/1763/9156/8924/3364/10524/9656/4361/4683/7468/51588/5531/151987/5810/5884/10111/5883/144715/5932/5982/5983/5984/5985/83695/80010/116028/165918/9025/6117/6118/6119/6233/51548/7341/8914/54962/11073/7158/7311/7314/7316/7334/7336/51720/7486	58
REACTOME_FANCONI_ANEMIA_PATHWAY	REACTOME_FANCONI_ANEMIA_PATHWAY	38/678	39/12465	1.21561887708613e-47	7.47605609407973e-46	4.120308193913e-46	545/84126/378708/201254/9937/64858/146956/197342/2067/2072/80233/199990/91442/22909/2175/2187/2176/2177/2178/2188/2189/55215/55120/57697/80198/353497/6117/6118/6119/6233/548593/84464/7311/7314/7316/29089/7398/57599	38
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER	REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER	37/678	38/12465	2.29636834362082e-46	1.28387866484255e-44	7.07589097268809e-45	86/79913/93973/1069/9318/8533/51138/10987/10980/50813/64708/10920/8451/8450/1642/1643/2873/54617/83444/125476/54891/283899/10445/4798/142/10038/5886/5887/9978/6233/8607/29844/7311/7314/7316/7508/7528	37
REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES	REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES	37/678	38/12465	2.29636834362082e-46	1.28387866484255e-44	7.07589097268809e-45	54936/328/2237/3978/3980/8930/4350/4595/79661/252969/4913/4968/8505/142/10038/5111/11284/5423/5424/5425/10714/57804/5426/5427/54107/5981/5982/5983/5984/5985/6117/6118/6119/23583/6996/7374/7515	37
REACTOME_REGULATION_OF_TP53_ACTIVITY	REACTOME_REGULATION_OF_TP53_ACTIVITY	69/678	160/12465	4.15984125454508e-45	2.12965260526569e-43	1.17372381496885e-43	207/472/545/84126/6790/580/641/672/83990/983/1017/1111/11200/1763/8445/2033/9156/204851/28996/3364/3622/133746/10524/387893/5608/1432/4193/4194/4361/4683/9891/1263/5371/5810/5884/10111/5883/144715/5932/5982/5983/5984/5985/83695/80010/116028/6117/6118/6119/6233/6446/56950/6749/6794/11198/6872/6880/51616/11073/7157/8626/7161/91875/7311/7314/7316/7874/7486/25946	69
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE	REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE	37/678	39/12465	4.2530287777997e-45	2.12965260526569e-43	1.17372381496885e-43	9636/10459/55666/9768/5111/5424/5425/10714/57804/5426/5427/54107/5429/11201/51426/25898/51455/5980/5981/5982/5983/5984/5985/6117/6118/6119/6233/83932/7706/7311/7314/7316/9246/7353/9100/124739/7415	37
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	36/678	37/12465	4.32856220582458e-45	2.12965260526569e-43	1.17372381496885e-43	25/472/545/84126/580/641/672/83990/1763/2067/2072/9156/3364/10524/4361/4683/5810/5884/10111/5888/5893/5883/144715/5932/5982/5983/5984/5985/83695/80010/116028/6117/6118/6119/11073/7486	36
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	54/678	92/12465	1.00856831900935e-44	4.7713039706981e-43	2.62962752000819e-43	472/545/84126/6790/580/641/672/83990/1017/1111/11200/1763/8445/9156/204851/28996/3364/10524/1432/4193/4194/4361/4683/9891/1263/5810/5884/10111/5883/144715/5932/5982/5983/5984/5985/83695/80010/116028/6117/6118/6119/6233/6749/6794/11198/6872/6880/51616/11073/7157/7311/7314/7316/7486	54
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	38/678	43/12465	2.44192666517884e-43	1.11243325858147e-41	6.13099716325604e-42	902/1022/1069/9557/8451/8450/1642/1643/2067/2068/2071/2072/2073/2965/2966/2967/2968/404672/4331/142/10038/5886/5887/9978/54778/6117/6118/6119/6233/7341/7311/7314/7316/7334/7336/85015/7507/7508	38
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	53/678	95/12465	2.72252990736347e-42	1.19596849502038e-40	6.59138819677471e-41	84142/472/545/84126/29086/9577/580/641/672/79184/83990/891/995/983/1111/11200/1763/9156/8924/3364/10524/9656/4361/4683/7468/51588/5810/5884/10111/5883/144715/5932/5982/5983/5984/5985/83695/80010/116028/165918/9025/6117/6118/6119/2810/7341/11073/7157/7158/7334/7336/51720/7486	53
DNA Damage Response%WikiPathways_20190910%WP707%Homo sapiens	DNA Damage Response%WikiPathways_20190910%WP707%Homo sapiens	45/678	69/12465	2.06346645557844e-40	8.75194393228098e-39	4.82349327547193e-39	25/472/545/84126/581/637/672/836/842/891/595/995/983/1017/1026/1027/1111/11200/1643/1869/2177/1647/135458/4193/4361/4609/4683/55367/5366/5371/5591/5810/5884/10111/5888/5893/5883/5981/6118/50484/2810/8243/9874/11011/7157	45
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES	REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES	32/678	34/12465	8.62579822141547e-39	3.53657727078034e-37	1.94912773845318e-37	472/580/641/672/675/83990/1763/146956/197342/9156/348654/10524/4361/80198/4683/79728/10111/5888/10635/5890/5889/5892/5932/80010/116028/51750/548593/84464/23514/7486/7516/7517	32
REACTOME_CELL_CYCLE_CHECKPOINTS	REACTOME_CELL_CYCLE_CHECKPOINTS	83/678	291/12465	5.39744800172371e-38	2.14156807810328e-36	1.18029083637014e-36	84142/472/545/84126/29086/9577/580/641/672/79184/83990/891/995/8318/8317/983/1017/1026/1027/378708/1111/11200/63967/1763/9156/51512/8924/3364/10524/55388/4171/4172/4173/4174/4175/4176/84515/9656/4193/4194/4361/4683/7468/57060/51588/5347/5716/10213/23198/5810/5884/10111/5883/144715/5932/5982/5983/5984/5985/83695/80010/116028/165918/9025/6117/6118/6119/6233/7979/2810/7341/57551/11073/7157/7158/7311/7314/7316/7334/7336/51720/7486/25946	83
KEGG_BASE_EXCISION_REPAIR	KEGG_BASE_EXCISION_REPAIR	32/678	35/12465	9.55636585267003e-38	3.67322812462004e-36	2.02444066089457e-36	328/27301/2237/3146/3978/3980/8930/4350/4595/79661/252969/55247/4913/4968/142/10038/10039/143/5111/5423/5424/5425/10714/57804/5426/5427/54107/27343/23583/6996/7374/7515	32
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES	42/678	65/12465	1.59566033024321e-37	5.9474612309065e-36	3.2778476959382e-36	1386/472/545/672/902/8812/1022/1025/1111/1643/2068/2071/2176/2177/55215/2965/2966/2967/2968/404672/9656/4292/4331/4436/5395/5430/5431/5432/5433/5434/5435/5436/5437/5438/5439/5440/5441/5892/6749/11198/6917/7157	42
REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS	REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS	30/678	32/12465	2.81224771504708e-36	1.01737196750233e-34	5.60708213154898e-35	9636/9768/5111/5424/5425/10714/57804/5426/5427/54107/5429/11201/51426/51455/5981/5982/5983/5984/5985/6117/6118/6119/6233/7706/7311/7314/7316/9246/9100/124739	30
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX	REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX	29/678	30/12465	3.43237411770504e-36	1.20623433279349e-34	6.64796671218661e-35	8451/8450/1642/51514/5111/5424/5425/10714/57804/5426/5427/54107/56852/9978/5981/5982/5983/5984/5985/6117/6118/6119/6233/7311/7314/7316/7320/7398/57599	29
REACTOME_S_PHASE	REACTOME_S_PHASE	61/678	161/12465	5.51153329519199e-36	1.8831072091906e-34	1.03784428131685e-34	207/595/902/8318/113130/1017/1022/1026/1027/1763/1869/1874/157570/2237/51343/51659/84296/3978/4171/4172/4173/4174/4175/4176/84515/4331/4609/5111/23244/23047/5422/5424/5425/10714/57804/5426/5427/54107/5716/10213/23198/5885/5934/9978/5981/5982/5983/5984/5985/6117/6118/6119/6233/7979/8243/9126/7027/7029/7311/7314/7316	61
miRNA Regulation of DNA Damage Response%WikiPathways_20190910%WP1530%Homo sapiens	miRNA Regulation of DNA Damage Response%WikiPathways_20190910%WP1530%Homo sapiens	46/678	93/12465	1.1437626713777e-33	3.80223806971507e-32	2.09554241925246e-32	25/472/545/84126/581/637/672/836/842/891/595/995/983/1017/1026/1027/1111/11200/1643/1869/2177/1647/135458/4176/4193/4361/4609/4683/55367/5366/5371/5591/5810/5884/10111/5888/5893/5883/5981/6118/50484/2810/8243/9874/11011/7157	46
ATM Signaling Pathway%WikiPathways_20190910%WP2516%Homo sapiens	ATM Signaling Pathway%WikiPathways_20190910%WP2516%Homo sapiens	31/678	40/12465	5.62493358392851e-32	1.82070218637686e-30	1.00345075569251e-30	25/1386/472/637/672/835/891/995/983/1017/1026/1111/11200/8738/2177/1647/8517/9656/4193/4194/4361/4683/55367/10111/5888/5883/8243/9874/7157/7158/7161	31
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA	REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA	25/678	26/12465	3.95231909393417e-31	1.2465006373177e-29	6.86988797973982e-30	472/580/641/672/675/83990/1763/9156/10524/4361/4683/79728/10111/5888/10635/5890/5889/5892/5932/80010/116028/51750/7486/7516/7517	25
KEGG_DNA_REPLICATION	KEGG_DNA_REPLICATION	29/678	36/12465	7.00073861751701e-31	2.15272712488648e-29	1.18644096570551e-29	1763/2237/3978/4171/4172/4173/4174/4175/4176/5111/5422/5424/5425/10714/57804/5426/5427/54107/5981/5982/5983/5984/5985/10535/79621/6117/6118/6119/29935	29
REACTOME_DNA_STRAND_ELONGATION	REACTOME_DNA_STRAND_ELONGATION	27/678	32/12465	6.84659322508456e-30	2.05397796752537e-28	1.13201695428869e-28	8318/1763/2237/51659/84296/3978/4171/4172/4173/4174/4175/4176/84515/5111/5422/5424/5425/10714/57804/5981/5982/5983/5984/5985/6117/6118/6119	27
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER	REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER	24/678	25/12465	7.22935745184976e-30	2.06793248041284e-28	1.13970775985098e-28	3978/3980/5111/5424/5425/10714/57804/5426/5427/54107/51426/5981/5982/5983/5984/5985/6117/6118/6119/6233/7311/7314/7316/7515	24
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	24/678	25/12465	7.22935745184976e-30	2.06793248041284e-28	1.13970775985098e-28	54936/328/2237/3978/8505/142/10038/5111/5423/5424/5425/10714/57804/5426/5427/54107/5981/5982/5983/5984/5985/6117/6118/6119	24
KEGG_HOMOLOGOUS_RECOMBINATION	KEGG_HOMOLOGOUS_RECOMBINATION	25/678	28/12465	4.48990608703218e-29	1.25513283796581e-27	6.91746296662375e-28	641/675/146956/4361/80198/4683/5424/5425/10714/57804/10111/5888/5890/5889/5892/5893/25788/8438/6117/6118/6119/29935/7979/7516/7517	25
Retinoblastoma Gene in Cancer%WikiPathways_20190910%WP2446%Homo sapiens	Retinoblastoma Gene in Cancer%WikiPathways_20190910%WP2446%Homo sapiens	41/678	88/12465	8.54170892608619e-29	2.33473377313022e-27	1.28675100547357e-27	25/580/891/595/8318/8317/983/1017/1026/1027/1111/1869/2189/3146/3148/4172/4173/4175/4176/4193/2956/4609/5111/5422/10714/5426/5427/5591/5983/5984/5985/6117/6118/6119/8243/9126/6839/7027/7029/7153/7157	41
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	28/678	37/12465	1.79966899027353e-28	4.81215838703574e-27	2.65214377513994e-27	545/84126/995/8318/8317/1017/1111/63967/3364/55388/4171/4172/4173/4174/4175/4176/84515/5810/5884/5883/144715/5982/5983/5984/5985/6117/6118/6119	28
REACTOME_BASE_EXCISION_REPAIR	REACTOME_BASE_EXCISION_REPAIR	41/678	91/12465	4.53688649548623e-28	1.18731284881874e-26	6.54368399348966e-27	65057/54936/328/2237/3978/3980/8930/4350/4595/79661/252969/55247/4913/4968/8505/142/10038/5111/11284/5423/5424/5425/10714/57804/5426/5427/54107/5981/5982/5983/5984/5985/6117/6118/6119/23583/6996/7014/54386/7374/7515	41
DNA Replication%WikiPathways_20190910%WP466%Homo sapiens	DNA Replication%WikiPathways_20190910%WP466%Homo sapiens	29/678	42/12465	1.56865505808584e-27	4.01967858634497e-26	2.21538126624404e-26	8318/8317/1017/55388/4171/4172/4173/4174/4175/4176/5111/5422/5424/5425/10714/57804/5426/5427/5981/5982/5983/5984/5985/6117/6118/6119/29935/7311/7316	29
KEGG_MISMATCH_REPAIR	KEGG_MISMATCH_REPAIR	22/678	23/12465	2.39648486862167e-27	6.01566609878502e-26	3.31543771298036e-26	9156/3978/4292/27030/4436/4437/2956/5111/5395/5424/5425/10714/57804/5981/5982/5983/5984/5985/6117/6118/6119/29935	22
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	35/678	69/12465	2.30830607744959e-26	5.67843295052598e-25	3.12957708184744e-25	84142/472/29086/9577/580/672/79184/64421/8924/10524/3981/9656/4361/4683/79840/7468/22976/51588/27343/27434/5591/10111/55183/165918/9025/7341/55775/51567/7158/7334/7336/51720/7518/7520/2547	35
