pathway	entrezgene	hgnc_symbol
KEGG_PURINE_METABOLISM	112	ADCY6
KEGG_PURINE_METABOLISM	122481	AK7
KEGG_PURINE_METABOLISM	113	ADCY7
KEGG_PURINE_METABOLISM	111	ADCY5
KEGG_PURINE_METABOLISM	8833	GMPS
KEGG_PURINE_METABOLISM	55811	ADCY10
KEGG_PURINE_METABOLISM	51728	POLR3K
KEGG_PURINE_METABOLISM	84172	POLR1B
KEGG_PURINE_METABOLISM	4860	PNP
KEGG_PURINE_METABOLISM	50484	RRM2B
KEGG_PURINE_METABOLISM	5136	PDE1A
KEGG_PURINE_METABOLISM	246721	POLR2J2
KEGG_PURINE_METABOLISM	3251	HPRT1
KEGG_PURINE_METABOLISM	2618	GART
KEGG_PURINE_METABOLISM	9061	PAPSS1
KEGG_PURINE_METABOLISM	9060	PAPSS2
KEGG_PURINE_METABOLISM	56953	NT5M
KEGG_PURINE_METABOLISM	196883	ADCY4
KEGG_PURINE_METABOLISM	3614	IMPDH1
KEGG_PURINE_METABOLISM	3615	IMPDH2
KEGG_PURINE_METABOLISM	171568	POLR3H
KEGG_PURINE_METABOLISM	548644	POLR2J3
KEGG_PURINE_METABOLISM	25885	POLR1A
KEGG_PURINE_METABOLISM	55703	POLR3B
KEGG_PURINE_METABOLISM	2983	GUCY1B1
KEGG_PURINE_METABOLISM	5313	PKLR
KEGG_PURINE_METABOLISM	2984	GUCY2C
KEGG_PURINE_METABOLISM	9583	ENTPD4
KEGG_PURINE_METABOLISM	5315	PKM
KEGG_PURINE_METABOLISM	2982	GUCY1A1
KEGG_PURINE_METABOLISM	2987	GUK1
KEGG_PURINE_METABOLISM	2986	GUCY2F
KEGG_PURINE_METABOLISM	132	ADK
KEGG_PURINE_METABOLISM	3704	ITPA
KEGG_PURINE_METABOLISM	9533	POLR1C
KEGG_PURINE_METABOLISM	646625	URAD
KEGG_PURINE_METABOLISM	56655	POLE4
KEGG_PURINE_METABOLISM	6240	RRM1
KEGG_PURINE_METABOLISM	661	POLR3D
KEGG_PURINE_METABOLISM	6241	RRM2
KEGG_PURINE_METABOLISM	51251	NT5C3A
KEGG_PURINE_METABOLISM	8622	PDE8B
KEGG_PURINE_METABOLISM	84265	POLR3GL
KEGG_PURINE_METABOLISM	4907	NT5E
KEGG_PURINE_METABOLISM	4882	NPR2
KEGG_PURINE_METABOLISM	4881	NPR1
KEGG_PURINE_METABOLISM	10846	PDE10A
KEGG_PURINE_METABOLISM	955	ENTPD6
KEGG_PURINE_METABOLISM	954	ENTPD2
KEGG_PURINE_METABOLISM	957	ENTPD5
KEGG_PURINE_METABOLISM	956	ENTPD3
KEGG_PURINE_METABOLISM	11164	NUDT5
KEGG_PURINE_METABOLISM	953	ENTPD1
KEGG_PURINE_METABOLISM	5198	PFAS
KEGG_PURINE_METABOLISM	93034	NT5C1B
KEGG_PURINE_METABOLISM	353	APRT
KEGG_PURINE_METABOLISM	221823	PRPS1L1
KEGG_PURINE_METABOLISM	5471	PPAT
KEGG_PURINE_METABOLISM	29922	NME7
KEGG_PURINE_METABOLISM	30833	NT5C
KEGG_PURINE_METABOLISM	55821	ALLC
KEGG_PURINE_METABOLISM	30834	ZNRD1
KEGG_PYRIMIDINE_METABOLISM	22978	NT5C2
KEGG_PYRIMIDINE_METABOLISM	5436	POLR2G
KEGG_PYRIMIDINE_METABOLISM	5437	POLR2H
KEGG_PYRIMIDINE_METABOLISM	5434	POLR2E
KEGG_PYRIMIDINE_METABOLISM	5435	POLR2F
KEGG_PYRIMIDINE_METABOLISM	5438	POLR2I
KEGG_PYRIMIDINE_METABOLISM	5439	POLR2J
KEGG_PYRIMIDINE_METABOLISM	54107	POLE3
KEGG_PYRIMIDINE_METABOLISM	7298	TYMS
KEGG_PYRIMIDINE_METABOLISM	7296	TXNRD1
KEGG_PYRIMIDINE_METABOLISM	10201	NME6
KEGG_PYRIMIDINE_METABOLISM	51082	POLR1D
KEGG_PYRIMIDINE_METABOLISM	87178	PNPT1
KEGG_PYRIMIDINE_METABOLISM	5440	POLR2K
KEGG_PYRIMIDINE_METABOLISM	1723	DHODH
KEGG_PYRIMIDINE_METABOLISM	10714	POLD3
KEGG_PYRIMIDINE_METABOLISM	5441	POLR2L
KEGG_PYRIMIDINE_METABOLISM	654364	NME1-NME2
KEGG_PYRIMIDINE_METABOLISM	23649	POLA2
KEGG_PYRIMIDINE_METABOLISM	139596	UPRT
KEGG_PYRIMIDINE_METABOLISM	124583	CANT1
KEGG_PYRIMIDINE_METABOLISM	4833	NME4
KEGG_PYRIMIDINE_METABOLISM	4830	NME1
KEGG_PYRIMIDINE_METABOLISM	4831	NME2
KEGG_PYRIMIDINE_METABOLISM	4832	NME3
KEGG_PYRIMIDINE_METABOLISM	10623	POLR3C
KEGG_PYRIMIDINE_METABOLISM	10622	POLR3G
KEGG_PYRIMIDINE_METABOLISM	10621	POLR3F
KEGG_PYRIMIDINE_METABOLISM	318	NUDT2
KEGG_PYRIMIDINE_METABOLISM	5557	PRIM1
KEGG_PYRIMIDINE_METABOLISM	5558	PRIM2
KEGG_PYRIMIDINE_METABOLISM	8382	NME5
KEGG_PYRIMIDINE_METABOLISM	57804	POLD4
KEGG_PYRIMIDINE_METABOLISM	1841	DTYMK
KEGG_PYRIMIDINE_METABOLISM	1503	CTPS1
KEGG_PYRIMIDINE_METABOLISM	5422	POLA1
KEGG_PYRIMIDINE_METABOLISM	377841	ENTPD8
KEGG_PYRIMIDINE_METABOLISM	5427	POLE2
KEGG_PYRIMIDINE_METABOLISM	5424	POLD1
KEGG_PYRIMIDINE_METABOLISM	5425	POLD2
KEGG_PYRIMIDINE_METABOLISM	5426	POLE
KEGG_PYRIMIDINE_METABOLISM	790	CAD
KEGG_PYRIMIDINE_METABOLISM	129607	CMPK2
KEGG_PYRIMIDINE_METABOLISM	64425	POLR1E
KEGG_PYRIMIDINE_METABOLISM	84618	NT5C1A
KEGG_PYRIMIDINE_METABOLISM	11128	POLR3A
KEGG_PYRIMIDINE_METABOLISM	1635	DCTD
KEGG_PYRIMIDINE_METABOLISM	5431	POLR2B
KEGG_PYRIMIDINE_METABOLISM	5430	POLR2A
KEGG_PYRIMIDINE_METABOLISM	1633	DCK
KEGG_PYRIMIDINE_METABOLISM	5433	POLR2D
KEGG_PYRIMIDINE_METABOLISM	5432	POLR2C
KEGG_PYRIMIDINE_METABOLISM	83549	UCK1
KEGG_PYRIMIDINE_METABOLISM	51733	UPB1
KEGG_PYRIMIDINE_METABOLISM	10587	TXNRD2
KEGG_PYRIMIDINE_METABOLISM	51727	CMPK1
KEGG_PYRIMIDINE_METABOLISM	51728	POLR3K
KEGG_PYRIMIDINE_METABOLISM	50484	RRM2B
KEGG_PYRIMIDINE_METABOLISM	4860	PNP
KEGG_PYRIMIDINE_METABOLISM	84172	POLR1B
KEGG_PYRIMIDINE_METABOLISM	151531	UPP2
KEGG_PYRIMIDINE_METABOLISM	56474	CTPS2
KEGG_PYRIMIDINE_METABOLISM	246721	POLR2J2
KEGG_PYRIMIDINE_METABOLISM	978	CDA
KEGG_PYRIMIDINE_METABOLISM	56953	NT5M
KEGG_PYRIMIDINE_METABOLISM	1854	DUT
KEGG_PYRIMIDINE_METABOLISM	171568	POLR3H
KEGG_PYRIMIDINE_METABOLISM	54963	UCKL1
KEGG_PYRIMIDINE_METABOLISM	548644	POLR2J3
KEGG_PYRIMIDINE_METABOLISM	25885	POLR1A
KEGG_PYRIMIDINE_METABOLISM	55703	POLR3B
KEGG_PYRIMIDINE_METABOLISM	9583	ENTPD4
KEGG_PYRIMIDINE_METABOLISM	3704	ITPA
KEGG_PYRIMIDINE_METABOLISM	9533	POLR1C
KEGG_PYRIMIDINE_METABOLISM	56655	POLE4
KEGG_PYRIMIDINE_METABOLISM	6240	RRM1
KEGG_PYRIMIDINE_METABOLISM	6241	RRM2
KEGG_PYRIMIDINE_METABOLISM	661	POLR3D
KEGG_PYRIMIDINE_METABOLISM	51251	NT5C3A
KEGG_PYRIMIDINE_METABOLISM	1807	DPYS
KEGG_PYRIMIDINE_METABOLISM	1806	DPYD
KEGG_PYRIMIDINE_METABOLISM	1890	TYMP
KEGG_PYRIMIDINE_METABOLISM	7372	UMPS
KEGG_PYRIMIDINE_METABOLISM	7371	UCK2
KEGG_PYRIMIDINE_METABOLISM	84265	POLR3GL
KEGG_PYRIMIDINE_METABOLISM	7083	TK1
KEGG_PYRIMIDINE_METABOLISM	4907	NT5E
KEGG_PYRIMIDINE_METABOLISM	7084	TK2
KEGG_PYRIMIDINE_METABOLISM	7378	UPP1
KEGG_PYRIMIDINE_METABOLISM	955	ENTPD6
KEGG_PYRIMIDINE_METABOLISM	957	ENTPD5
KEGG_PYRIMIDINE_METABOLISM	956	ENTPD3
KEGG_PYRIMIDINE_METABOLISM	953	ENTPD1
KEGG_PYRIMIDINE_METABOLISM	93034	NT5C1B
KEGG_PYRIMIDINE_METABOLISM	30833	NT5C
KEGG_PYRIMIDINE_METABOLISM	29922	NME7
KEGG_PYRIMIDINE_METABOLISM	50808	AK3
KEGG_PYRIMIDINE_METABOLISM	30834	ZNRD1
KEGG_LYSINE_DEGRADATION	79723	SUV39H2
KEGG_LYSINE_DEGRADATION	60496	AASDHPPT
KEGG_LYSINE_DEGRADATION	1743	DLST
KEGG_LYSINE_DEGRADATION	219	ALDH1B1
KEGG_LYSINE_DEGRADATION	132949	AASDH
KEGG_LYSINE_DEGRADATION	217	ALDH2
KEGG_LYSINE_DEGRADATION	39	ACAT2
KEGG_LYSINE_DEGRADATION	5352	PLOD2
KEGG_LYSINE_DEGRADATION	5351	PLOD1
KEGG_LYSINE_DEGRADATION	55217	TMLHE
KEGG_LYSINE_DEGRADATION	10919	EHMT2
KEGG_LYSINE_DEGRADATION	38	ACAT1
KEGG_LYSINE_DEGRADATION	387893	KMT5A
KEGG_LYSINE_DEGRADATION	3033	HADH
KEGG_LYSINE_DEGRADATION	6419	SETMAR
KEGG_LYSINE_DEGRADATION	4967	OGDH
KEGG_LYSINE_DEGRADATION	3030	HADHA
KEGG_LYSINE_DEGRADATION	8424	BBOX1
KEGG_LYSINE_DEGRADATION	10157	AASS
KEGG_LYSINE_DEGRADATION	1892	ECHS1
KEGG_LYSINE_DEGRADATION	223	ALDH9A1
KEGG_LYSINE_DEGRADATION	224	ALDH3A2
KEGG_LYSINE_DEGRADATION	51111	KMT5B
KEGG_LYSINE_DEGRADATION	6839	SUV39H1
KEGG_LYSINE_DEGRADATION	55870	ASH1L
KEGG_LYSINE_DEGRADATION	23067	SETD1B
KEGG_LYSINE_DEGRADATION	84444	DOT1L
KEGG_LYSINE_DEGRADATION	7468	NSD2
KEGG_LYSINE_DEGRADATION	1962	EHHADH
KEGG_LYSINE_DEGRADATION	55753	OGDHL
KEGG_LYSINE_DEGRADATION	9739	SETD1A
KEGG_LYSINE_DEGRADATION	2639	GCDH
KEGG_LYSINE_DEGRADATION	84787	KMT5C
KEGG_LYSINE_DEGRADATION	80854	SETD7
KEGG_LYSINE_DEGRADATION	501	ALDH7A1
KEGG_LYSINE_DEGRADATION	54904	NSD3
KEGG_LYSINE_DEGRADATION	79813	EHMT1
KEGG_LYSINE_DEGRADATION	9869	SETDB1
KEGG_LYSINE_DEGRADATION	51166	AADAT
KEGG_LYSINE_DEGRADATION	29072	SETD2
KEGG_LYSINE_DEGRADATION	83852	SETDB2
KEGG_LYSINE_DEGRADATION	8985	PLOD3
KEGG_LYSINE_DEGRADATION	64324	NSD1
KEGG_LYSINE_DEGRADATION	51268	PIPOX
KEGG_RNA_DEGRADATION	23658	LSM5
KEGG_RNA_DEGRADATION	10200	MPHOSPH6
KEGG_RNA_DEGRADATION	23517	MTREX
KEGG_RNA_DEGRADATION	219988	PATL1
KEGG_RNA_DEGRADATION	54512	EXOSC4
KEGG_RNA_DEGRADATION	87178	PNPT1
KEGG_RNA_DEGRADATION	23404	EXOSC2
KEGG_RNA_DEGRADATION	6499	SKIV2L
KEGG_RNA_DEGRADATION	22803	XRN2
KEGG_RNA_DEGRADATION	56915	EXOSC5
KEGG_RNA_DEGRADATION	9652	TTC37
KEGG_RNA_DEGRADATION	11157	LSM6
KEGG_RNA_DEGRADATION	51010	EXOSC3
KEGG_RNA_DEGRADATION	51013	EXOSC1
KEGG_RNA_DEGRADATION	23644	EDC4
KEGG_RNA_DEGRADATION	4849	CNOT3
KEGG_RNA_DEGRADATION	4848	CNOT2
KEGG_RNA_DEGRADATION	54464	XRN1
KEGG_RNA_DEGRADATION	5073	PARN
KEGG_RNA_DEGRADATION	10438	C1D
KEGG_RNA_DEGRADATION	10914	PAPOLA
KEGG_RNA_DEGRADATION	1656	DDX6
KEGG_RNA_DEGRADATION	55802	DCP1A
KEGG_RNA_DEGRADATION	84186	ZCCHC7
KEGG_RNA_DEGRADATION	2023	ENO1
KEGG_RNA_DEGRADATION	4850	CNOT4
KEGG_RNA_DEGRADATION	29883	CNOT7
KEGG_RNA_DEGRADATION	11044	TENT4A
KEGG_RNA_DEGRADATION	11340	EXOSC8
KEGG_RNA_DEGRADATION	3313	HSPA9
KEGG_RNA_DEGRADATION	27257	LSM1
KEGG_RNA_DEGRADATION	246175	CNOT6L
KEGG_RNA_DEGRADATION	118460	EXOSC6
KEGG_RNA_DEGRADATION	51690	LSM7
KEGG_RNA_DEGRADATION	51691	LSM8
KEGG_RNA_DEGRADATION	9125	CNOT9
KEGG_RNA_DEGRADATION	23019	CNOT1
KEGG_RNA_DEGRADATION	25904	CNOT10
KEGG_RNA_DEGRADATION	23016	EXOSC7
KEGG_RNA_DEGRADATION	27258	LSM3
KEGG_RNA_DEGRADATION	22894	DIS3
KEGG_RNA_DEGRADATION	2027	ENO3
KEGG_RNA_DEGRADATION	2026	ENO2
KEGG_RNA_DEGRADATION	57472	CNOT6
KEGG_RNA_DEGRADATION	57819	LSM2
KEGG_RNA_DEGRADATION	167227	DCP2
KEGG_RNA_DEGRADATION	3329	HSPD1
KEGG_RNA_DEGRADATION	5393	EXOSC9
KEGG_RNA_DEGRADATION	5394	EXOSC10
KEGG_RNA_DEGRADATION	80153	EDC3
KEGG_RNA_DEGRADATION	28960	DCPS
KEGG_RNA_DEGRADATION	56903	PAPOLB
KEGG_RNA_DEGRADATION	196513	DCP1B
KEGG_RNA_DEGRADATION	80349	WDR61
KEGG_RNA_DEGRADATION	9337	CNOT8
KEGG_RNA_DEGRADATION	64895	PAPOLG
KEGG_RNA_POLYMERASE	5436	POLR2G
KEGG_RNA_POLYMERASE	5437	POLR2H
KEGG_RNA_POLYMERASE	5434	POLR2E
KEGG_RNA_POLYMERASE	5435	POLR2F
KEGG_RNA_POLYMERASE	9533	POLR1C
KEGG_RNA_POLYMERASE	5438	POLR2I
KEGG_RNA_POLYMERASE	5439	POLR2J
KEGG_RNA_POLYMERASE	661	POLR3D
KEGG_RNA_POLYMERASE	51082	POLR1D
KEGG_RNA_POLYMERASE	51728	POLR3K
KEGG_RNA_POLYMERASE	84265	POLR3GL
KEGG_RNA_POLYMERASE	84172	POLR1B
KEGG_RNA_POLYMERASE	5440	POLR2K
KEGG_RNA_POLYMERASE	246721	POLR2J2
KEGG_RNA_POLYMERASE	5441	POLR2L
KEGG_RNA_POLYMERASE	171568	POLR3H
KEGG_RNA_POLYMERASE	64425	POLR1E
KEGG_RNA_POLYMERASE	548644	POLR2J3
KEGG_RNA_POLYMERASE	25885	POLR1A
KEGG_RNA_POLYMERASE	10623	POLR3C
KEGG_RNA_POLYMERASE	5431	POLR2B
KEGG_RNA_POLYMERASE	11128	POLR3A
KEGG_RNA_POLYMERASE	10622	POLR3G
KEGG_RNA_POLYMERASE	55703	POLR3B
KEGG_RNA_POLYMERASE	5430	POLR2A
KEGG_RNA_POLYMERASE	10621	POLR3F
KEGG_RNA_POLYMERASE	5433	POLR2D
KEGG_RNA_POLYMERASE	5432	POLR2C
KEGG_RNA_POLYMERASE	30834	ZNRD1
KEGG_BASAL_TRANSCRIPTION_FACTORS	387332	TBPL2
KEGG_BASAL_TRANSCRIPTION_FACTORS	138474	TAF1L
KEGG_BASAL_TRANSCRIPTION_FACTORS	6873	TAF2
KEGG_BASAL_TRANSCRIPTION_FACTORS	6874	TAF4
KEGG_BASAL_TRANSCRIPTION_FACTORS	54457	TAF7L
KEGG_BASAL_TRANSCRIPTION_FACTORS	6872	TAF1
KEGG_BASAL_TRANSCRIPTION_FACTORS	51616	TAF9B
KEGG_BASAL_TRANSCRIPTION_FACTORS	11036	GTF2A1L
KEGG_BASAL_TRANSCRIPTION_FACTORS	11037	STON1
KEGG_BASAL_TRANSCRIPTION_FACTORS	6908	TBP
KEGG_BASAL_TRANSCRIPTION_FACTORS	2957	GTF2A1
KEGG_BASAL_TRANSCRIPTION_FACTORS	2959	GTF2B
KEGG_BASAL_TRANSCRIPTION_FACTORS	2958	GTF2A2
KEGG_BASAL_TRANSCRIPTION_FACTORS	6882	TAF11
KEGG_BASAL_TRANSCRIPTION_FACTORS	6883	TAF12
KEGG_BASAL_TRANSCRIPTION_FACTORS	27097	TAF5L
KEGG_BASAL_TRANSCRIPTION_FACTORS	6884	TAF13
KEGG_BASAL_TRANSCRIPTION_FACTORS	9569	GTF2IRD1
KEGG_BASAL_TRANSCRIPTION_FACTORS	6880	TAF9
KEGG_BASAL_TRANSCRIPTION_FACTORS	6881	TAF10
KEGG_BASAL_TRANSCRIPTION_FACTORS	2966	GTF2H2
KEGG_BASAL_TRANSCRIPTION_FACTORS	6879	TAF7
KEGG_BASAL_TRANSCRIPTION_FACTORS	2965	GTF2H1
KEGG_BASAL_TRANSCRIPTION_FACTORS	10629	TAF6L
KEGG_BASAL_TRANSCRIPTION_FACTORS	2963	GTF2F2
KEGG_BASAL_TRANSCRIPTION_FACTORS	2962	GTF2F1
KEGG_BASAL_TRANSCRIPTION_FACTORS	2961	GTF2E2
KEGG_BASAL_TRANSCRIPTION_FACTORS	6875	TAF4B
KEGG_BASAL_TRANSCRIPTION_FACTORS	6878	TAF6
KEGG_BASAL_TRANSCRIPTION_FACTORS	2960	GTF2E1
KEGG_BASAL_TRANSCRIPTION_FACTORS	6877	TAF5
KEGG_BASAL_TRANSCRIPTION_FACTORS	2969	GTF2I
KEGG_BASAL_TRANSCRIPTION_FACTORS	2968	GTF2H4
KEGG_BASAL_TRANSCRIPTION_FACTORS	9519	TBPL1
KEGG_BASAL_TRANSCRIPTION_FACTORS	2967	GTF2H3
KEGG_DNA_REPLICATION	1763	DNA2
KEGG_DNA_REPLICATION	56655	POLE4
KEGG_DNA_REPLICATION	54107	POLE3
KEGG_DNA_REPLICATION	5557	PRIM1
KEGG_DNA_REPLICATION	5558	PRIM2
KEGG_DNA_REPLICATION	57804	POLD4
KEGG_DNA_REPLICATION	5984	RFC4
KEGG_DNA_REPLICATION	5985	RFC5
KEGG_DNA_REPLICATION	6117	RPA1
KEGG_DNA_REPLICATION	5422	POLA1
KEGG_DNA_REPLICATION	6119	RPA3
KEGG_DNA_REPLICATION	10714	POLD3
KEGG_DNA_REPLICATION	79621	RNASEH2B
KEGG_DNA_REPLICATION	6118	RPA2
KEGG_DNA_REPLICATION	5111	PCNA
KEGG_DNA_REPLICATION	29935	RPA4
KEGG_DNA_REPLICATION	246243	RNASEH1
KEGG_DNA_REPLICATION	84153	RNASEH2C
KEGG_DNA_REPLICATION	4173	MCM4
KEGG_DNA_REPLICATION	5427	POLE2
KEGG_DNA_REPLICATION	4172	MCM3
KEGG_DNA_REPLICATION	4175	MCM6
KEGG_DNA_REPLICATION	4174	MCM5
KEGG_DNA_REPLICATION	23649	POLA2
KEGG_DNA_REPLICATION	4176	MCM7
KEGG_DNA_REPLICATION	5424	POLD1
KEGG_DNA_REPLICATION	5425	POLD2
KEGG_DNA_REPLICATION	10535	RNASEH2A
KEGG_DNA_REPLICATION	5426	POLE
KEGG_DNA_REPLICATION	5981	RFC1
KEGG_DNA_REPLICATION	5983	RFC3
KEGG_DNA_REPLICATION	5982	RFC2
KEGG_DNA_REPLICATION	4171	MCM2
KEGG_DNA_REPLICATION	2237	FEN1
KEGG_DNA_REPLICATION	3978	LIG1
KEGG_DNA_REPLICATION	6742	SSBP1
KEGG_SPLICEOSOME	9343	EFTUD2
KEGG_SPLICEOSOME	23658	LSM5
KEGG_SPLICEOSOME	10291	SF3A1
KEGG_SPLICEOSOME	144983	HNRNPA1L2
KEGG_SPLICEOSOME	10992	SF3B2
KEGG_SPLICEOSOME	27339	PRPF19
KEGG_SPLICEOSOME	11017	SNRNP27
KEGG_SPLICEOSOME	220988	HNRNPA3
KEGG_SPLICEOSOME	11157	LSM6
KEGG_SPLICEOSOME	10713	USP39
KEGG_SPLICEOSOME	11325	DDX42
KEGG_SPLICEOSOME	4686	NCBP1
KEGG_SPLICEOSOME	23451	SF3B1
KEGG_SPLICEOSOME	4116	MAGOH
KEGG_SPLICEOSOME	51362	CDC40
KEGG_SPLICEOSOME	23450	SF3B3
KEGG_SPLICEOSOME	8683	SRSF9
KEGG_SPLICEOSOME	22985	ACIN1
KEGG_SPLICEOSOME	10907	TXNL4A
KEGG_SPLICEOSOME	10915	TCERG1
KEGG_SPLICEOSOME	11338	U2AF2
KEGG_SPLICEOSOME	84991	RBM17
KEGG_SPLICEOSOME	55119	PRPF38B
KEGG_SPLICEOSOME	9984	THOC1
KEGG_SPLICEOSOME	5356	PLRG1
KEGG_SPLICEOSOME	151903	CCDC12
KEGG_SPLICEOSOME	55110	MAGOHB
KEGG_SPLICEOSOME	3312	HSPA8
KEGG_SPLICEOSOME	51690	LSM7
KEGG_SPLICEOSOME	10523	CHERP
KEGG_SPLICEOSOME	51691	LSM8
KEGG_SPLICEOSOME	10084	PQBP1
KEGG_SPLICEOSOME	27316	RBMX
KEGG_SPLICEOSOME	9775	EIF4A3
KEGG_SPLICEOSOME	10946	SF3A3
KEGG_SPLICEOSOME	9879	DDX46
KEGG_SPLICEOSOME	58517	RBM25
KEGG_SPLICEOSOME	55660	PRPF40A
KEGG_SPLICEOSOME	84321	THOC3
KEGG_SPLICEOSOME	4809	SNU13
KEGG_SPLICEOSOME	25766	PRPF40B
KEGG_SPLICEOSOME	57819	LSM2
KEGG_SPLICEOSOME	10929	SRSF8
KEGG_SPLICEOSOME	8175	SF3A2
KEGG_SPLICEOSOME	10285	SMNDC1
KEGG_SPLICEOSOME	10286	BCAS2
KEGG_SPLICEOSOME	22916	NCBP2
KEGG_SPLICEOSOME	10594	PRPF8
KEGG_SPLICEOSOME	10189	ALYREF
KEGG_SPLICEOSOME	7919	DDX39B
KEGG_SPLICEOSOME	51503	CWC15
KEGG_SPLICEOSOME	9416	DDX23
KEGG_SPLICEOSOME	8559	PRPF18
KEGG_SPLICEOSOME	988	CDC5L
KEGG_SPLICEOSOME	83443	SF3B5
KEGG_SPLICEOSOME	9410	SNRNP40
KEGG_SPLICEOSOME	26121	PRPF31
