pathway	entrezgene	hgnc_symbol
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7132	TNFRSF1A
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3452	IFNA21
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8784	TNFRSF18
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3443	IFNA6
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1232	CCR3
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	51330	TNFRSF12A
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3444	IFNA7
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1233	CCR4
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3445	IFNA8
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1234	CCR5
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3446	IFNA10
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1235	CCR6
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3447	IFNA13
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1236	CCR7
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3448	IFNA14
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1237	CCR8
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3449	IFNA16
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	55801	IL26
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	58191	CXCL16
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3586	IL10
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	60401	EDA2R
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3587	IL10RA
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3588	IL10RB
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2057	EPOR
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3589	IL11
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3563	IL3RA
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3562	IL3
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3561	IL2RG
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1956	EGFR
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3560	IL2RB
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1230	CCR1
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	6846	XCL2
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3460	IFNGR2
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1950	EGF
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	6346	CCL1
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8797	TNFRSF10A
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3458	IFNG
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3459	IFNGR1
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8793	TNFRSF10D
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3456	IFNB1
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8792	TNFRSF11A
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8795	TNFRSF10B
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3454	IFNAR1
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8794	TNFRSF10C
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3455	IFNAR2
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3556	IL1RAP
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3553	IL1B
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	269	AMHR2
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3554	IL1R1
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	268	AMH
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3559	IL2RA
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	53833	IL20RB
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	59067	IL21
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8995	TNFSF18
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3558	IL2
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	53832	IL20RA
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	659	BMPR2
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	657	BMPR1A
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3570	IL6R
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	658	BMPR1B
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	64109	CRLF2
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3572	IL6ST
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	56832	IFNK
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3574	IL7
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5196	PF4
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2920	CXCL2
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2921	CXCL3
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	650	BMP2
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5197	PF4V1
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	655	BMP7
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	282617	IFNL3
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	282618	IFNL1
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	27242	TNFRSF21
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	355	FAS
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	282616	IFNL2
