pathway	entrezgene	hgnc_symbol
KEGG PYRIMIDINE METABOLISM	5439	POLR2J
KEGG PYRIMIDINE METABOLISM	54107	POLE3
KEGG PYRIMIDINE METABOLISM	7298	TYMS
KEGG PYRIMIDINE METABOLISM	7296	TXNRD1
KEGG PYRIMIDINE METABOLISM	10201	NME6
KEGG PYRIMIDINE METABOLISM	51082	POLR1D
KEGG PYRIMIDINE METABOLISM	87178	PNPT1
KEGG PYRIMIDINE METABOLISM	5440	POLR2K
KEGG PYRIMIDINE METABOLISM	1723	DHODH
KEGG PYRIMIDINE METABOLISM	10714	POLD3
KEGG PYRIMIDINE METABOLISM	5441	POLR2L
KEGG PYRIMIDINE METABOLISM	654364	NME1-NME2
KEGG PYRIMIDINE METABOLISM	23649	POLA2
KEGG PYRIMIDINE METABOLISM	139596	UPRT
KEGG PYRIMIDINE METABOLISM	124583	CANT1
KEGG PYRIMIDINE METABOLISM	4833	NME4
KEGG PYRIMIDINE METABOLISM	4830	NME1
KEGG PYRIMIDINE METABOLISM	4831	NME2
KEGG PYRIMIDINE METABOLISM	4832	NME3
KEGG PYRIMIDINE METABOLISM	10623	POLR3C
KEGG PYRIMIDINE METABOLISM	10622	POLR3G
KEGG PYRIMIDINE METABOLISM	10621	POLR3F
KEGG PYRIMIDINE METABOLISM	318	NUDT2
KEGG PYRIMIDINE METABOLISM	5557	PRIM1
KEGG PYRIMIDINE METABOLISM	5558	PRIM2
KEGG PYRIMIDINE METABOLISM	8382	NME5
KEGG PYRIMIDINE METABOLISM	57804	POLD4
KEGG PYRIMIDINE METABOLISM	1841	DTYMK
KEGG PYRIMIDINE METABOLISM	1503	CTPS1
KEGG PYRIMIDINE METABOLISM	5422	POLA1
KEGG PYRIMIDINE METABOLISM	377841	ENTPD8
KEGG PYRIMIDINE METABOLISM	5427	POLE2
KEGG PYRIMIDINE METABOLISM	5424	POLD1
KEGG PYRIMIDINE METABOLISM	5425	POLD2
KEGG PYRIMIDINE METABOLISM	5426	POLE
KEGG PYRIMIDINE METABOLISM	790	CAD
KEGG PYRIMIDINE METABOLISM	129607	CMPK2
KEGG PYRIMIDINE METABOLISM	64425	POLR1E
KEGG PYRIMIDINE METABOLISM	84618	NT5C1A
KEGG PYRIMIDINE METABOLISM	11128	POLR3A
KEGG PYRIMIDINE METABOLISM	1635	DCTD
KEGG PYRIMIDINE METABOLISM	5431	POLR2B
KEGG PYRIMIDINE METABOLISM	5430	POLR2A
KEGG PYRIMIDINE METABOLISM	1633	DCK
KEGG PYRIMIDINE METABOLISM	5433	POLR2D
KEGG PYRIMIDINE METABOLISM	5432	POLR2C
KEGG PYRIMIDINE METABOLISM	83549	UCK1
KEGG PYRIMIDINE METABOLISM	51733	UPB1
KEGG PYRIMIDINE METABOLISM	10587	TXNRD2
KEGG PYRIMIDINE METABOLISM	51727	CMPK1
KEGG PYRIMIDINE METABOLISM	51728	POLR3K
KEGG PYRIMIDINE METABOLISM	50484	RRM2B
KEGG PYRIMIDINE METABOLISM	4860	PNP
KEGG PYRIMIDINE METABOLISM	84172	POLR1B
KEGG PYRIMIDINE METABOLISM	151531	UPP2
KEGG PYRIMIDINE METABOLISM	56474	CTPS2
KEGG PYRIMIDINE METABOLISM	246721	POLR2J2
KEGG PYRIMIDINE METABOLISM	978	CDA
KEGG PYRIMIDINE METABOLISM	56953	NT5M
KEGG PYRIMIDINE METABOLISM	1854	DUT
KEGG PYRIMIDINE METABOLISM	171568	POLR3H
KEGG PYRIMIDINE METABOLISM	54963	UCKL1
KEGG PYRIMIDINE METABOLISM	548644	POLR2J3
KEGG PYRIMIDINE METABOLISM	25885	POLR1A
KEGG PYRIMIDINE METABOLISM	55703	POLR3B
KEGG PYRIMIDINE METABOLISM	9583	ENTPD4
KEGG PYRIMIDINE METABOLISM	3704	ITPA
KEGG PYRIMIDINE METABOLISM	9533	POLR1C
KEGG PYRIMIDINE METABOLISM	56655	POLE4
KEGG PYRIMIDINE METABOLISM	6240	RRM1
KEGG PYRIMIDINE METABOLISM	6241	RRM2
KEGG PYRIMIDINE METABOLISM	661	POLR3D
KEGG PYRIMIDINE METABOLISM	51251	NT5C3A
KEGG PYRIMIDINE METABOLISM	1807	DPYS
KEGG PYRIMIDINE METABOLISM	1806	DPYD
KEGG PYRIMIDINE METABOLISM	1890	TYMP
KEGG PYRIMIDINE METABOLISM	7372	UMPS
KEGG PYRIMIDINE METABOLISM	7371	UCK2
KEGG PYRIMIDINE METABOLISM	84265	POLR3GL
KEGG PYRIMIDINE METABOLISM	7083	TK1
KEGG PYRIMIDINE METABOLISM	4907	NT5E
KEGG PYRIMIDINE METABOLISM	7084	TK2
KEGG PYRIMIDINE METABOLISM	7378	UPP1
KEGG PYRIMIDINE METABOLISM	955	ENTPD6
KEGG PYRIMIDINE METABOLISM	957	ENTPD5
KEGG PYRIMIDINE METABOLISM	956	ENTPD3
KEGG PYRIMIDINE METABOLISM	953	ENTPD1
KEGG PYRIMIDINE METABOLISM	93034	NT5C1B
KEGG PYRIMIDINE METABOLISM	30833	NT5C
KEGG PYRIMIDINE METABOLISM	29922	NME7
KEGG PYRIMIDINE METABOLISM	50808	AK3
KEGG PYRIMIDINE METABOLISM	30834	ZNRD1
KEGG GLUTATHIONE METABOLISM	6723	SRM
KEGG GLUTATHIONE METABOLISM	2678	GGT1
KEGG GLUTATHIONE METABOLISM	2950	GSTP1
KEGG GLUTATHIONE METABOLISM	2953	GSTT2
KEGG GLUTATHIONE METABOLISM	2952	GSTT1
KEGG GLUTATHIONE METABOLISM	2954	GSTZ1
KEGG GLUTATHIONE METABOLISM	50484	RRM2B
KEGG GLUTATHIONE METABOLISM	6611	SMS
KEGG GLUTATHIONE METABOLISM	5226	PGD
KEGG GLUTATHIONE METABOLISM	9446	GSTO1
KEGG GLUTATHIONE METABOLISM	221357	GSTA5
KEGG GLUTATHIONE METABOLISM	4258	MGST2
KEGG GLUTATHIONE METABOLISM	51056	LAP3
KEGG GLUTATHIONE METABOLISM	4257	MGST1
KEGG GLUTATHIONE METABOLISM	4259	MGST3
KEGG GLUTATHIONE METABOLISM	2940	GSTA3
KEGG GLUTATHIONE METABOLISM	2944	GSTM1
KEGG GLUTATHIONE METABOLISM	2882	GPX7
KEGG GLUTATHIONE METABOLISM	2941	GSTA4
KEGG GLUTATHIONE METABOLISM	257202	GPX6
KEGG GLUTATHIONE METABOLISM	2948	GSTM4
KEGG GLUTATHIONE METABOLISM	79017	GGCT
KEGG GLUTATHIONE METABOLISM	2947	GSTM3
KEGG GLUTATHIONE METABOLISM	2946	GSTM2
KEGG GLUTATHIONE METABOLISM	2949	GSTM5
KEGG GLUTATHIONE METABOLISM	2938	GSTA1
KEGG GLUTATHIONE METABOLISM	2939	GSTA2
KEGG GLUTATHIONE METABOLISM	2936	GSR
KEGG GLUTATHIONE METABOLISM	2937	GSS
KEGG GLUTATHIONE METABOLISM	6240	RRM1
KEGG GLUTATHIONE METABOLISM	6241	RRM2
KEGG GLUTATHIONE METABOLISM	2729	GCLC
KEGG GLUTATHIONE METABOLISM	373156	GSTK1
KEGG GLUTATHIONE METABOLISM	2880	GPX5
KEGG GLUTATHIONE METABOLISM	51060	TXNDC12
KEGG GLUTATHIONE METABOLISM	2876	GPX1
KEGG GLUTATHIONE METABOLISM	2877	GPX2
KEGG GLUTATHIONE METABOLISM	2878	GPX3
KEGG GLUTATHIONE METABOLISM	3418	IDH2
KEGG GLUTATHIONE METABOLISM	2879	GPX4
KEGG GLUTATHIONE METABOLISM	3417	IDH1
KEGG GLUTATHIONE METABOLISM	26873	OPLAH
KEGG GLUTATHIONE METABOLISM	2730	GCLM
KEGG GLUTATHIONE METABOLISM	124975	GGT6
KEGG GLUTATHIONE METABOLISM	290	ANPEP
KEGG GLUTATHIONE METABOLISM	2686	GGT7
KEGG GLUTATHIONE METABOLISM	119391	GSTO2
KEGG GLUTATHIONE METABOLISM	2687	GGT5
KEGG GLUTATHIONE METABOLISM	2539	G6PD
KEGG GLUTATHIONE METABOLISM	4953	ODC1
KEGG ARACHIDONIC ACID METABOLISM	2053	EPHX2
KEGG ARACHIDONIC ACID METABOLISM	1571	CYP2E1
KEGG ARACHIDONIC ACID METABOLISM	240	ALOX5
KEGG ARACHIDONIC ACID METABOLISM	1579	CYP4A11
KEGG ARACHIDONIC ACID METABOLISM	1573	CYP2J2
KEGG ARACHIDONIC ACID METABOLISM	2678	GGT1
KEGG ARACHIDONIC ACID METABOLISM	50487	PLA2G3
KEGG ARACHIDONIC ACID METABOLISM	8644	AKR1C3
KEGG ARACHIDONIC ACID METABOLISM	5740	PTGIS
KEGG ARACHIDONIC ACID METABOLISM	242	ALOX12B
KEGG ARACHIDONIC ACID METABOLISM	8529	CYP4F2
KEGG ARACHIDONIC ACID METABOLISM	1562	CYP2C18
KEGG ARACHIDONIC ACID METABOLISM	80142	PTGES2
KEGG ARACHIDONIC ACID METABOLISM	247	ALOX15B
KEGG ARACHIDONIC ACID METABOLISM	246	ALOX15
KEGG ARACHIDONIC ACID METABOLISM	8681	JMJD7-PLA2G4B
KEGG ARACHIDONIC ACID METABOLISM	8398	PLA2G6
KEGG ARACHIDONIC ACID METABOLISM	30814	PLA2G2E
KEGG ARACHIDONIC ACID METABOLISM	8399	PLA2G10
KEGG ARACHIDONIC ACID METABOLISM	5320	PLA2G2A
KEGG ARACHIDONIC ACID METABOLISM	5321	PLA2G4A
KEGG ARACHIDONIC ACID METABOLISM	5322	PLA2G5
KEGG ARACHIDONIC ACID METABOLISM	5743	PTGS2
KEGG ARACHIDONIC ACID METABOLISM	84647	PLA2G12B
KEGG ARACHIDONIC ACID METABOLISM	5742	PTGS1
KEGG ARACHIDONIC ACID METABOLISM	100137049	PLA2G4B
KEGG ARACHIDONIC ACID METABOLISM	64600	PLA2G2F
KEGG ARACHIDONIC ACID METABOLISM	239	ALOX12
KEGG ARACHIDONIC ACID METABOLISM	1559	CYP2C9
KEGG ARACHIDONIC ACID METABOLISM	2882	GPX7
KEGG ARACHIDONIC ACID METABOLISM	257202	GPX6
KEGG ARACHIDONIC ACID METABOLISM	1557	CYP2C19
KEGG ARACHIDONIC ACID METABOLISM	1558	CYP2C8
KEGG ARACHIDONIC ACID METABOLISM	873	CBR1
KEGG ARACHIDONIC ACID METABOLISM	1555	CYP2B6
KEGG ARACHIDONIC ACID METABOLISM	874	CBR3
KEGG ARACHIDONIC ACID METABOLISM	113612	CYP2U1
KEGG ARACHIDONIC ACID METABOLISM	5319	PLA2G1B
KEGG ARACHIDONIC ACID METABOLISM	4048	LTA4H
KEGG ARACHIDONIC ACID METABOLISM	9536	PTGES
KEGG ARACHIDONIC ACID METABOLISM	2880	GPX5
KEGG ARACHIDONIC ACID METABOLISM	2876	GPX1
KEGG ARACHIDONIC ACID METABOLISM	284541	CYP4A22
KEGG ARACHIDONIC ACID METABOLISM	2877	GPX2
KEGG ARACHIDONIC ACID METABOLISM	2878	GPX3
KEGG ARACHIDONIC ACID METABOLISM	2879	GPX4
KEGG ARACHIDONIC ACID METABOLISM	4051	CYP4F3
KEGG ARACHIDONIC ACID METABOLISM	123745	PLA2G4E
KEGG ARACHIDONIC ACID METABOLISM	4056	LTC4S
KEGG ARACHIDONIC ACID METABOLISM	124975	GGT6
KEGG ARACHIDONIC ACID METABOLISM	2686	GGT7
KEGG ARACHIDONIC ACID METABOLISM	2687	GGT5
KEGG ARACHIDONIC ACID METABOLISM	27306	HPGDS
KEGG ARACHIDONIC ACID METABOLISM	391013	PLA2G2C
KEGG ARACHIDONIC ACID METABOLISM	5730	PTGDS
KEGG ARACHIDONIC ACID METABOLISM	26279	PLA2G2D
KEGG ARACHIDONIC ACID METABOLISM	81579	PLA2G12A
KEGG ARACHIDONIC ACID METABOLISM	6916	TBXAS1
KEGG RNA DEGRADATION	23658	LSM5
KEGG RNA DEGRADATION	10200	MPHOSPH6
KEGG RNA DEGRADATION	23517	MTREX
KEGG RNA DEGRADATION	219988	PATL1
KEGG RNA DEGRADATION	54512	EXOSC4
KEGG RNA DEGRADATION	87178	PNPT1
KEGG RNA DEGRADATION	23404	EXOSC2
KEGG RNA DEGRADATION	6499	SKIV2L
KEGG RNA DEGRADATION	22803	XRN2
KEGG RNA DEGRADATION	56915	EXOSC5
KEGG RNA DEGRADATION	9652	TTC37
KEGG RNA DEGRADATION	11157	LSM6
KEGG RNA DEGRADATION	51010	EXOSC3
KEGG RNA DEGRADATION	51013	EXOSC1
KEGG RNA DEGRADATION	23644	EDC4
KEGG RNA DEGRADATION	4849	CNOT3
KEGG RNA DEGRADATION	4848	CNOT2
KEGG RNA DEGRADATION	54464	XRN1
KEGG RNA DEGRADATION	5073	PARN
KEGG RNA DEGRADATION	10438	C1D
KEGG RNA DEGRADATION	10914	PAPOLA
KEGG RNA DEGRADATION	1656	DDX6
KEGG RNA DEGRADATION	55802	DCP1A
KEGG RNA DEGRADATION	84186	ZCCHC7
KEGG RNA DEGRADATION	2023	ENO1
KEGG RNA DEGRADATION	4850	CNOT4
KEGG RNA DEGRADATION	29883	CNOT7
KEGG RNA DEGRADATION	11044	TENT4A
KEGG RNA DEGRADATION	11340	EXOSC8
KEGG RNA DEGRADATION	3313	HSPA9
KEGG RNA DEGRADATION	27257	LSM1
KEGG RNA DEGRADATION	246175	CNOT6L
KEGG RNA DEGRADATION	118460	EXOSC6
KEGG RNA DEGRADATION	51690	LSM7
KEGG RNA DEGRADATION	51691	LSM8
KEGG RNA DEGRADATION	9125	CNOT9
KEGG RNA DEGRADATION	25804	
KEGG RNA DEGRADATION	23019	CNOT1
KEGG RNA DEGRADATION	25904	CNOT10
KEGG RNA DEGRADATION	23016	EXOSC7
KEGG RNA DEGRADATION	27258	LSM3
KEGG RNA DEGRADATION	22894	DIS3
KEGG RNA DEGRADATION	2027	ENO3
KEGG RNA DEGRADATION	2026	ENO2
KEGG RNA DEGRADATION	57472	CNOT6
KEGG RNA DEGRADATION	57819	LSM2
KEGG RNA DEGRADATION	167227	DCP2
KEGG RNA DEGRADATION	3329	HSPD1
KEGG RNA DEGRADATION	5393	EXOSC9
KEGG RNA DEGRADATION	5394	EXOSC10
KEGG RNA DEGRADATION	80153	EDC3
KEGG RNA DEGRADATION	28960	DCPS
KEGG RNA DEGRADATION	56903	PAPOLB
KEGG RNA DEGRADATION	196513	DCP1B
KEGG RNA DEGRADATION	80349	WDR61
KEGG RNA DEGRADATION	9337	CNOT8
KEGG RNA DEGRADATION	64895	PAPOLG
KEGG RNA POLYMERASE	5436	POLR2G
KEGG RNA POLYMERASE	5437	POLR2H
KEGG RNA POLYMERASE	5434	POLR2E
KEGG RNA POLYMERASE	5435	POLR2F
KEGG RNA POLYMERASE	9533	POLR1C
KEGG RNA POLYMERASE	5438	POLR2I
KEGG RNA POLYMERASE	5439	POLR2J
KEGG RNA POLYMERASE	661	POLR3D
KEGG RNA POLYMERASE	51082	POLR1D
KEGG RNA POLYMERASE	51728	POLR3K
KEGG RNA POLYMERASE	84265	POLR3GL
KEGG RNA POLYMERASE	84172	POLR1B
KEGG RNA POLYMERASE	5440	POLR2K
KEGG RNA POLYMERASE	246721	POLR2J2
KEGG RNA POLYMERASE	5441	POLR2L
KEGG RNA POLYMERASE	171568	POLR3H
KEGG RNA POLYMERASE	64425	POLR1E
KEGG RNA POLYMERASE	548644	POLR2J3
KEGG RNA POLYMERASE	25885	POLR1A
KEGG RNA POLYMERASE	10623	POLR3C
KEGG RNA POLYMERASE	5431	POLR2B
KEGG RNA POLYMERASE	11128	POLR3A
KEGG RNA POLYMERASE	10622	POLR3G
KEGG RNA POLYMERASE	55703	POLR3B
KEGG RNA POLYMERASE	5430	POLR2A
KEGG RNA POLYMERASE	10621	POLR3F
KEGG RNA POLYMERASE	5433	POLR2D
KEGG RNA POLYMERASE	5432	POLR2C
KEGG RNA POLYMERASE	30834	ZNRD1
KEGG BASAL TRANSCRIPTION FACTORS	387332	TBPL2
KEGG BASAL TRANSCRIPTION FACTORS	138474	TAF1L
KEGG BASAL TRANSCRIPTION FACTORS	6873	TAF2
KEGG BASAL TRANSCRIPTION FACTORS	6874	TAF4
KEGG BASAL TRANSCRIPTION FACTORS	54457	TAF7L
KEGG BASAL TRANSCRIPTION FACTORS	6872	TAF1
KEGG BASAL TRANSCRIPTION FACTORS	51616	TAF9B
KEGG BASAL TRANSCRIPTION FACTORS	11036	GTF2A1L
KEGG BASAL TRANSCRIPTION FACTORS	11037	STON1
KEGG BASAL TRANSCRIPTION FACTORS	6908	TBP
KEGG BASAL TRANSCRIPTION FACTORS	2957	GTF2A1
KEGG BASAL TRANSCRIPTION FACTORS	2959	GTF2B
KEGG BASAL TRANSCRIPTION FACTORS	2958	GTF2A2
KEGG BASAL TRANSCRIPTION FACTORS	6882	TAF11
KEGG BASAL TRANSCRIPTION FACTORS	6883	TAF12
KEGG BASAL TRANSCRIPTION FACTORS	27097	TAF5L
KEGG BASAL TRANSCRIPTION FACTORS	6884	TAF13
KEGG BASAL TRANSCRIPTION FACTORS	9569	GTF2IRD1
KEGG BASAL TRANSCRIPTION FACTORS	6880	TAF9
KEGG BASAL TRANSCRIPTION FACTORS	6881	TAF10
KEGG BASAL TRANSCRIPTION FACTORS	2966	GTF2H2
KEGG BASAL TRANSCRIPTION FACTORS	6879	TAF7
KEGG BASAL TRANSCRIPTION FACTORS	2965	GTF2H1
KEGG BASAL TRANSCRIPTION FACTORS	10629	TAF6L
KEGG BASAL TRANSCRIPTION FACTORS	2963	GTF2F2
KEGG BASAL TRANSCRIPTION FACTORS	2962	GTF2F1
KEGG BASAL TRANSCRIPTION FACTORS	2961	GTF2E2
KEGG BASAL TRANSCRIPTION FACTORS	6875	TAF4B
KEGG BASAL TRANSCRIPTION FACTORS	6878	TAF6
KEGG BASAL TRANSCRIPTION FACTORS	2960	GTF2E1
KEGG BASAL TRANSCRIPTION FACTORS	6877	TAF5
KEGG BASAL TRANSCRIPTION FACTORS	2969	GTF2I
KEGG BASAL TRANSCRIPTION FACTORS	2968	GTF2H4
KEGG BASAL TRANSCRIPTION FACTORS	9519	TBPL1
KEGG BASAL TRANSCRIPTION FACTORS	2967	GTF2H3
KEGG DNA REPLICATION	1763	DNA2
KEGG DNA REPLICATION	56655	POLE4
KEGG DNA REPLICATION	54107	POLE3
KEGG DNA REPLICATION	5557	PRIM1
KEGG DNA REPLICATION	5558	PRIM2
KEGG DNA REPLICATION	57804	POLD4
KEGG DNA REPLICATION	5984	RFC4
KEGG DNA REPLICATION	5985	RFC5
KEGG DNA REPLICATION	6117	RPA1
KEGG DNA REPLICATION	5422	POLA1
KEGG DNA REPLICATION	6119	RPA3
KEGG DNA REPLICATION	10714	POLD3
KEGG DNA REPLICATION	79621	RNASEH2B
KEGG DNA REPLICATION	6118	RPA2
KEGG DNA REPLICATION	5111	PCNA
KEGG DNA REPLICATION	29935	RPA4
KEGG DNA REPLICATION	246243	RNASEH1
KEGG DNA REPLICATION	84153	RNASEH2C
KEGG DNA REPLICATION	4173	MCM4
KEGG DNA REPLICATION	5427	POLE2
KEGG DNA REPLICATION	4172	MCM3
KEGG DNA REPLICATION	4175	MCM6
KEGG DNA REPLICATION	4174	MCM5
KEGG DNA REPLICATION	23649	POLA2
KEGG DNA REPLICATION	4176	MCM7
KEGG DNA REPLICATION	5424	POLD1
KEGG DNA REPLICATION	5425	POLD2
KEGG DNA REPLICATION	10535	RNASEH2A
KEGG DNA REPLICATION	5426	POLE
KEGG DNA REPLICATION	5981	RFC1
KEGG DNA REPLICATION	5983	RFC3
KEGG DNA REPLICATION	5982	RFC2
KEGG DNA REPLICATION	4171	MCM2
KEGG DNA REPLICATION	2237	FEN1
KEGG DNA REPLICATION	3978	LIG1
KEGG DNA REPLICATION	6742	SSBP1
KEGG PPAR SIGNALING PATHWAY	10998	SLC27A5
KEGG PPAR SIGNALING PATHWAY	10999	SLC27A4
KEGG PPAR SIGNALING PATHWAY	10580	SORBS1
KEGG PPAR SIGNALING PATHWAY	33	ACADL
