ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	GOterm
Toll-like Receptor Signaling Pathway%WikiPathways_20190910%WP75%Homo sapiens	Toll-like Receptor Signaling Pathway%WikiPathways_20190910%WP75%Homo sapiens	48/627	104/12465	6.93752961141645e-35	8.57100249264996e-33	5.86868533635611e-33	207/6348/6351/6352/929/958/1147/3627/6373/3576/4283/2353/3440/3551/8517/3593/3553/3569/3661/3725/3929/23643/5606/5603/1432/4615/4790/4792/5293/5294/5879/5970/6696/29110/148022/353376/114609/7096/7097/7098/7099/7100/10333/51284/51311/54106/7124/54472	48	ann_GO0006954.txt.txt
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	36/627	62/12465	4.17259616766379e-31	4.72546515987924e-29	3.23559211597788e-29	329/330/59082/6356/6357/6347/6352/6354/6355/1147/2919/2920/3576/3551/8517/3606/3553/3569/5603/1432/4210/4671/4790/4792/58484/22861/114548/10392/64127/9051/29108/5970/8767/7124/7128/331	36	ann_GO0006954.txt.txt
Chemokine signaling pathway%WikiPathways_20190910%WP3929%Homo sapiens	Chemokine signaling pathway%WikiPathways_20190910%WP3929%Homo sapiens	55/627	165/12465	6.13091406429419e-31	6.40916324105831e-29	4.38844375128426e-29	107/113/114/207/6346/6356/6359/6361/6363/6364/6366/6367/6369/6370/10344/6348/6351/6352/6354/1230/729230/1232/1233/1235/1236/1147/6376/3627/6373/10563/2921/6374/4283/3579/2833/7852/10663/3055/3551/8517/3717/4067/4790/4792/5196/5293/5294/5473/5580/5590/5879/5970/6774/6375/2829	55	ann_GO0006954.txt.txt
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	53/627	153/12465	8.4539276451507e-31	8.20634833554272e-29	5.61900153256633e-29	177/351/329/330/695/929/4064/948/1147/2353/3146/3551/8517/3656/3661/3684/3689/3725/3929/9450/23643/5606/1432/5598/9261/4615/4790/4792/10392/64127/5970/8767/9252/6283/6279/6280/6288/59307/29110/148022/353376/114609/7096/81793/7097/7098/7099/7100/10333/51284/51311/54106/79155	53	ann_GO0006954.txt.txt
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	47/627	139/12465	6.98194037082999e-27	6.32563797597197e-25	4.33125283355348e-25	177/240/351/1147/3146/3551/8517/3596/3606/8809/8807/3552/3553/84639/3554/7850/3556/9173/8808/3557/90865/27179/27177/56300/26525/27178/3565/3656/4615/4790/4792/10392/64127/5682/5687/5692/5771/5970/8767/6283/6288/59307/4088/6774/29110/79155/54472	47	ann_GO0006954.txt.txt
REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	45/627	127/12465	8.95525958407381e-27	7.60637360922269e-25	5.20819044231661e-25	177/351/329/330/695/929/4064/948/1147/2353/3146/3551/8517/3656/3661/3684/3689/3725/3929/9450/23643/5606/1432/5598/9261/4615/4790/4792/10392/64127/5970/8767/9252/6283/6288/59307/29110/148022/353376/114609/7096/7097/7099/10333/79155	45	ann_GO0006954.txt.txt
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	78/627	403/12465	9.08824186293106e-26	7.26524746571959e-24	4.974616598657e-24	107/113/114/134/140/183/186/301/335/336/348/351/623/624/718/719/727/728/814/6346/6357/6360/6363/6364/6366/6368/6370/6351/6352/1230/729230/1232/1233/1234/1235/1236/1268/1269/6376/2919/3627/6373/10563/2920/2921/6374/6372/3576/4283/3579/2833/7852/10663/2357/2358/2359/51083/2852/2840/63940/59340/3339/3827/3949/4023/4035/222236/4889/4988/5196/5473/5580/5588/5733/1903/6288/6382/56670	78	ann_GO0006954.txt.txt
Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20190910%WP4136%Homo sapiens	Fibrin Complement Receptor 3 Signaling Pathway%WikiPathways_20190910%WP4136%Homo sapiens	27/627	42/12465	2.4661014876e-25	1.861906623138e-23	1.27487351756632e-23	207/6347/929/1147/3627/2921/3551/8517/3593/3569/3656/3661/3684/3689/3929/23643/4615/4790/4843/6850/148022/353376/114609/7098/7099/7124/7305	27	ann_GO0006954.txt.txt
Toll-like Receptor Signaling%WikiPathways_20190910%WP3858%Homo sapiens	Toll-like Receptor Signaling%WikiPathways_20190910%WP3858%Homo sapiens	23/627	32/12465	1.69585839110849e-23	1.21298502816655e-21	8.30547821462552e-22	1147/3551/8517/3661/4615/4790/5966/5970/5971/29110/148022/353376/114609/7096/7097/7098/7099/7100/10333/51284/51311/54106/54472	23	ann_GO0006954.txt.txt
REACTOME_DISEASES_OF_IMMUNE_SYSTEM	REACTOME_DISEASES_OF_IMMUNE_SYSTEM	20/627	24/12465	7.06126531731359e-23	4.79812978311459e-21	3.2853466002659e-21	695/929/948/1147/3551/8517/23643/4615/4790/4792/5970/148022/114609/7096/81793/7097/7098/7099/7100/10333	20	ann_GO0006954.txt.txt
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190910%WP3617%Homo sapiens	Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190910%WP3617%Homo sapiens	23/627	35/12465	4.37334583247431e-22	2.83017951730123e-20	1.93786351674551e-20	329/330/959/1147/2920/3576/3383/3551/3552/3553/3558/3569/4314/4318/4790/5743/5966/5970/5971/6401/7124/7132/7412	23	ann_GO0006954.txt.txt
Selective expression of chemokine receptors during T-cell polarization%WikiPathways_20190910%WP4494%Homo sapiens	Selective expression of chemokine receptors during T-cell polarization%WikiPathways_20190910%WP4494%Homo sapiens	21/627	29/12465	1.14985427171851e-21	7.1029634330248e-20	4.8634984507137e-20	6348/6351/1230/729230/1232/1233/1234/1236/940/959/2833/7852/3458/3459/3593/8809/3558/3565/3566/3567/7040	21	ann_GO0006954.txt.txt
Allograft Rejection%WikiPathways_20190910%WP2328%Homo sapiens	Allograft Rejection%WikiPathways_20190910%WP2328%Homo sapiens	34/627	90/12465	1.48656106915378e-21	8.78363692599997e-20	6.01427910815535e-20	185/712/718/720/721/727/6363/6366/940/958/959/6373/10563/3576/4283/50943/3133/3458/3586/3593/3596/3605/3552/3553/3558/59067/50616/3559/3565/3567/120892/5590/7040/7124	34	ann_GO0006954.txt.txt
Nucleotide-binding Oligomerization Domain (NOD) pathway%WikiPathways_20190910%WP1433%Homo sapiens	Nucleotide-binding Oligomerization Domain (NOD) pathway%WikiPathways_20190910%WP1433%Homo sapiens	24/627	41/12465	3.03880670643838e-21	1.72072429752073e-19	1.17820400372435e-19	9447/1147/3551/8517/3606/3553/4210/4671/4792/58484/22861/338322/91662/55655/114548/147945/199713/10392/64127/29108/5879/5970/8767/331	24	ann_GO0006954.txt.txt
GPCRs, Class A Rhodopsin-like%WikiPathways_20190910%WP455%Homo sapiens	GPCRs, Class A Rhodopsin-like%WikiPathways_20190910%WP455%Homo sapiens	55/627	258/12465	2.0255629735756e-20	1.1010960324357e-18	7.53935860480351e-19	1238/134/135/136/140/185/186/623/624/719/27202/1230/729230/1232/1233/1234/1235/1236/9034/1240/1268/1269/3579/2833/7852/10800/1910/2149/2150/2867/2865/2357/2358/2359/2693/2852/2840/2854/8111/3269/1241/4142/4889/4988/5724/5729/5731/5732/5733/5734/5737/5739/56670/6915/2829	55	ann_GO0006954.txt.txt
REACTOME_TOLL_LIKE_RECEPTOR_TLR1:TLR2_CASCADE	REACTOME_TOLL_LIKE_RECEPTOR_TLR1:TLR2_CASCADE	34/627	97/12465	2.4743995334577e-20	1.29334960229578e-18	8.85574569869073e-19	177/351/695/929/948/1147/2353/3146/3551/8517/3656/3725/23643/5606/1432/5598/9261/4615/4790/4792/10392/64127/5970/8767/9252/6283/6288/59307/114609/7096/7097/7099/10333/79155	34	ann_GO0006954.txt.txt
Lung fibrosis%WikiPathways_20190910%WP3624%Homo sapiens	Lung fibrosis%WikiPathways_20190910%WP3624%Homo sapiens	28/627	63/12465	2.9267615617201e-20	1.47313665273245e-18	1.00867727897098e-18	6356/6347/6348/6351/6352/729230/1232/1051/1215/2920/3576/3082/3162/3479/3593/3596/3553/3565/3567/3569/4318/4780/5806/5265/6696/7040/7076/7124	28	ann_GO0006954.txt.txt
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	26/627	54/12465	5.22631758490657e-20	2.5366305706743e-18	1.7368664455103e-18	9447/351/329/330/837/1147/1540/3551/8517/3656/83737/5603/1432/4210/4790/58484/22861/114548/10392/64127/5027/9051/29108/5970/8767/7128	26	ann_GO0006954.txt.txt
Spinal Cord Injury%WikiPathways_20190910%WP2431%Homo sapiens	Spinal Cord Injury%WikiPathways_20190910%WP2431%Homo sapiens	36/627	120/12465	6.8752976131041e-19	3.2219067090374e-17	2.2060846061648e-17	199/301/727/6347/729230/961/2919/3627/2920/3576/1956/2353/2697/3383/3458/3552/3553/3554/3558/3565/3569/3952/1241/4282/4318/4843/50507/5320/5743/5879/5925/6403/6869/7040/7099/7124	36	ann_GO0006954.txt.txt
IL1 and megakaryocytes in obesity%WikiPathways_20190910%WP2865%Homo sapiens	IL1 and megakaryocytes in obesity%WikiPathways_20190910%WP2865%Homo sapiens	18/627	25/12465	1.15965315558439e-18	5.2532287947973e-17	3.59695926153194e-17	6347/1232/2147/2149/3383/3458/3606/3553/3554/4318/4615/4790/114548/7941/6280/7076/7096/7097	18	ann_GO0006954.txt.txt
REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	32/627	95/12465	1.29889030574577e-18	5.69416750164033e-17	3.89887616393637e-17	177/351/929/1147/2353/3146/3551/8517/3656/3725/23643/5606/1432/5598/9261/4615/4790/4792/10392/64127/5970/8767/9252/6283/6288/148022/353376/7099/51284/51311/54106/79155	32	ann_GO0006954.txt.txt
REACTOME_NEUTROPHIL_DEGRANULATION	REACTOME_NEUTROPHIL_DEGRANULATION	74/627	478/12465	1.63386991343034e-18	6.93884128859948e-17	4.75112172194876e-17	101/197/240/196527/566/2683/683/718/719/728/929/948/960/961/968/1116/1075/2919/3579/1535/1536/1991/2207/2357/2358/2896/79792/2950/3146/3240/3683/3684/3689/3848/4069/1432/4282/64386/4317/4318/150372/4790/4973/5004/5005/5023/8993/5473/5547/5580/5663/5724/5788/5806/29108/5879/6283/6279/6280/5265/12/140885/6556/8773/10312/353376/7097/7130/7133/54472/7305/201294/8673/8876	74	ann_GO0006954.txt.txt
REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	32/627	97/12465	2.64345281687674e-18	1.08862193276833e-16	7.4539466989443e-17	177/351/329/330/929/1147/2353/3146/3551/8517/3656/3661/3725/23643/5606/1432/5598/9261/4790/4792/10392/64127/5970/8767/9252/6283/6288/29110/148022/353376/7099/79155	32	ann_GO0006954.txt.txt
Development and heterogeneity of the ILC family%WikiPathways_20190910%WP3893%Homo sapiens	Development and heterogeneity of the ILC family%WikiPathways_20190910%WP3893%Homo sapiens	19/627	32/12465	3.0821281731918e-17	1.23194476099049e-15	8.43529815820914e-16	2625/3458/3593/3596/3600/3605/3606/3553/50616/51561/64806/90865/3565/3567/3569/3578/6095/7124/85480	19	ann_GO0006954.txt.txt
Peptide GPCRs%WikiPathways_20190910%WP24%Homo sapiens	Peptide GPCRs%WikiPathways_20190910%WP24%Homo sapiens	27/627	75/12465	9.51967393792901e-17	3.69635339475587e-15	2.53094489056519e-15	2532/185/186/623/624/719/728/1230/729230/1232/1233/1234/1235/1236/3579/2833/7852/10663/1910/2357/2358/2359/2693/4889/4988/255061/6869	27	ann_GO0006954.txt.txt
KEGG_JAK_STAT_SIGNALING_PATHWAY	KEGG_JAK_STAT_SIGNALING_PATHWAY	38/627	155/12465	1.38583231261678e-16	5.23151698012835e-15	3.58209287822583e-15	207/1270/2056/3440/3458/3459/3586/3588/3593/3596/3600/3558/50604/53833/59067/50616/116379/51561/149233/3559/3565/3566/3567/3568/3569/3570/3572/3578/3717/3952/5008/9180/5293/5294/9021/9655/6774/85480	38	ann_GO0006954.txt.txt
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	45/627	217/12465	2.04903218610316e-16	7.52603984030865e-15	5.15318478667197e-15	26090/183/185/301/351/623/624/695/6368/10800/1910/1956/2147/2149/2150/2867/2865/338557/2358/51738/2693/2840/8111/3269/3827/1241/56413/5598/11343/4314/8620/5580/5588/60675/5724/5731/5737/10125/6288/6863/6869/6915/6375/6846/2829	45	ann_GO0006954.txt.txt
Signal transduction through IL1R%WikiPathways_20190910%WP4496%Homo sapiens	Signal transduction through IL1R%WikiPathways_20190910%WP4496%Homo sapiens	19/627	35/12465	3.12394408913371e-16	1.11722105714019e-14	7.64976890524708e-15	1147/3551/3552/3553/3554/3556/3557/3569/3656/3725/5606/1432/4615/4790/4792/5970/7040/7124/54472	19	ann_GO0006954.txt.txt
KEGG_LEISHMANIA_INFECTION	KEGG_LEISHMANIA_INFECTION	26/627	72/12465	3.25777179486036e-16	1.13520817159365e-14	7.77292919475454e-15	718/1535/2353/3458/3459/3586/3593/3552/3553/3565/3684/3689/3717/3725/5603/1432/4615/4790/4792/4843/5743/5970/7040/7097/7099/7124	26	ann_GO0006954.txt.txt
Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190910%WP4462%Homo sapiens	Platelet-mediated interactions with vascular and circulating cells%WikiPathways_20190910%WP4462%Homo sapiens	14/627	17/12465	3.41166563886922e-16	1.15911340080582e-14	7.93661164410629e-15	6347/6352/958/959/3383/3553/5196/6401/6403/7040/7097/7099/51284/7412	14	ann_GO0006954.txt.txt
Selenium Micronutrient Network%WikiPathways_20190910%WP15%Homo sapiens	Selenium Micronutrient Network%WikiPathways_20190910%WP15%Homo sapiens	29/627	92/12465	4.18907078052335e-16	1.3885237050564e-14	9.50741609751641e-15	240/335/6347/1401/2147/2678/728441/2876/2879/3383/3458/3553/3569/3630/3949/4790/7001/25824/5742/5743/5970/6288/6289/6291/55829/12/5054/6647/7124	29	ann_GO0006954.txt.txt
Folate Metabolism%WikiPathways_20190910%WP176%Homo sapiens	Folate Metabolism%WikiPathways_20190910%WP176%Homo sapiens	26/627	73/12465	4.82447268277879e-16	1.56106151807056e-14	1.0688806645555e-14	191/335/6347/1401/1435/2147/2350/2876/2879/3383/3458/3553/3558/3565/3569/3630/3949/4790/5970/6288/6289/6291/12/5054/6647/7124	26	ann_GO0006954.txt.txt
IL17 signaling pathway%WikiPathways_20190910%WP2112%Homo sapiens	IL17 signaling pathway%WikiPathways_20190910%WP2112%Homo sapiens	18/627	32/12465	8.15987639209691e-16	2.57890046903714e-14	1.76580923638034e-14	207/1051/3551/8517/3605/27190/27189/53342/112744/23765/55540/84818/132014/64806/3717/4790/5970/6774	18	ann_GO0006954.txt.txt
Cytokines and Inflammatory Response%WikiPathways_20190910%WP530%Homo sapiens	Cytokines and Inflammatory Response%WikiPathways_20190910%WP530%Homo sapiens	16/627	27/12465	1.08381950033509e-14	3.34752432035317e-13	2.29209674233546e-13	1435/2919/2920/3458/3586/3593/3596/3600/3552/3553/3558/3565/3567/3569/7040/7124	16	ann_GO0006954.txt.txt
miRNAs involvement in the immune response in sepsis%WikiPathways_20190910%WP4329%Homo sapiens	miRNAs involvement in the immune response in sepsis%WikiPathways_20190910%WP4329%Homo sapiens	23/627	64/12465	1.93246416975896e-14	5.83604179267206e-13	3.99601947617993e-13	6348/6351/1147/3576/1991/3383/3551/8517/3586/3552/3569/1432/4615/4790/4792/5966/5970/5971/7099/51284/51311/7124/7412	23	ann_GO0006954.txt.txt
REACTOME_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	REACTOME_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	26/627	84/12465	2.33002763671309e-14	6.88371208324585e-13	4.71337398364845e-13	177/351/1147/2353/3146/3551/8517/3656/3725/5606/1432/5598/9261/4615/4790/4792/10392/64127/5970/8767/9252/6283/6288/81793/7100/79155	26	ann_GO0006954.txt.txt
Non-genomic actions of 1,25 dihydroxyvitamin D3%WikiPathways_20190910%WP4341%Homo sapiens	Non-genomic actions of 1,25 dihydroxyvitamin D3%WikiPathways_20190910%WP4341%Homo sapiens	24/627	71/12465	2.54491697942348e-14	7.20529619799274e-13	4.9335671267771e-13	6347/958/959/3576/2113/3440/3458/3551/3569/3725/5603/1432/5598/4790/64127/5580/5588/5590/5971/7097/7099/51311/7124/7132	24	ann_GO0006954.txt.txt
REACTOME_INTERLEUKIN_17_SIGNALING	REACTOME_INTERLEUKIN_17_SIGNALING	24/627	71/12465	2.54491697942348e-14	7.20529619799274e-13	4.9335671267771e-13	1147/2353/3551/8517/3605/27189/112744/23765/55540/84818/132014/64806/3656/3725/5606/1432/5598/9261/4790/10392/64127/8767/9252/79155	24	ann_GO0006954.txt.txt
Vitamin B12 Metabolism%WikiPathways_20190910%WP1533%Homo sapiens	Vitamin B12 Metabolism%WikiPathways_20190910%WP1533%Homo sapiens	21/627	53/12465	2.71974387280611e-14	7.54312637376224e-13	5.16488417521074e-13	335/348/6347/6352/1401/2147/3383/3458/3553/3569/3630/3949/4790/5970/6288/6289/6291/12/5054/6647/7124	21	ann_GO0006954.txt.txt
AGE/RAGE pathway%WikiPathways_20190910%WP2324%Homo sapiens	AGE/RAGE pathway%WikiPathways_20190910%WP2324%Homo sapiens	23/627	66/12465	4.17348023359916e-14	1.13435192749225e-12	7.76706637158244e-13	177/207/1147/1956/3091/3551/3630/3717/3725/1432/4318/4615/4790/4792/4843/5580/5590/5879/5970/4088/6647/6774/114609	23	ann_GO0006954.txt.txt
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS	12/627	15/12465	9.38512058803065e-14	2.5008586037517e-12	1.71237287921963e-12	10800/2840/1241/56413/5729/5731/5732/5733/5734/5737/5739/6915	12	ann_GO0006954.txt.txt
IL-1 signaling pathway%WikiPathways_20190910%WP195%Homo sapiens	IL-1 signaling pathway%WikiPathways_20190910%WP195%Homo sapiens	21/627	57/12465	1.50794086330169e-13	3.94094544851346e-12	2.69842049222408e-12	207/6347/1147/3551/8517/3552/3553/3554/3556/3656/3725/5606/1432/9261/4615/4790/4792/5590/5966/5970/54472	21	ann_GO0006954.txt.txt
Hepatitis B infection%WikiPathways_20190910%WP4666%Homo sapiens	Hepatitis B infection%WikiPathways_20190910%WP4666%Homo sapiens	34/627	154/12465	1.56295897702254e-13	4.00766273542194e-12	2.74410275211107e-12	207/1147/84699/3576/2353/3339/3440/3551/8517/3569/3661/3717/3725/5606/5603/1432/4318/4615/4775/4776/4790/5293/5970/4088/6774/29110/7040/148022/353376/114609/7097/7098/7099/7124	34	ann_GO0006954.txt.txt
T-Cell antigen Receptor (TCR)  Signaling Pathway%WikiPathways_20190910%WP69%Homo sapiens	T-Cell antigen Receptor (TCR)  Signaling Pathway%WikiPathways_20190910%WP69%Homo sapiens	26/627	91/12465	1.94059005839421e-13	4.88381831362543e-12	3.3440187361023e-12	207/1234/940/1147/2353/2625/3551/8517/3605/3552/3553/3569/3578/3725/27040/1432/4790/4792/4988/5580/5588/9051/5966/5970/8767/7040	26	ann_GO0006954.txt.txt
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	45/627	260/12465	2.16382869279162e-13	5.34662398818875e-12	3.66090825727807e-12	26090/197/207/335/351/948/66005/1191/1893/2147/2149/2157/2207/2335/3082/3479/3700/3827/27040/4067/1432/11343/5004/5005/5196/5294/5473/5580/5588/5590/5879/5919/10125/6403/5265/12/5054/5345/6647/6850/6915/7040/7057/7076/7114	45	ann_GO0006954.txt.txt
Human Complement System%WikiPathways_20190910%WP2806%Homo sapiens	Human Complement System%WikiPathways_20190910%WP2806%Homo sapiens	27/627	99/12465	2.31309950429158e-13	5.61339683273618e-12	3.84357135675519e-12	9370/133/325/335/718/719/720/727/728/27202/958/1401/1991/2161/2357/3383/3673/3689/3818/4153/5806/6223/6401/6403/6696/7057/7097	27	ann_GO0006954.txt.txt
Simplified Depiction of MYD88 Distinct Input-Output Pathway%WikiPathways_20190910%WP3877%Homo sapiens	Simplified Depiction of MYD88 Distinct Input-Output Pathway%WikiPathways_20190910%WP3877%Homo sapiens	13/627	19/12465	2.40001764547822e-13	5.72214733369282e-12	3.91803434645014e-12	3552/3725/4615/4790/7096/81793/7097/7099/7100/10333/51284/51311/54106	13	ann_GO0006954.txt.txt
