ENSG_ID	hgnc_symbol	entrezgene_id	THP1_L_logFC	THP1_L_FC	THP1_L_pval	THP1_H_logFC	THP1_H_FC	THP1_H_pval
ENSG00000003137	CYP26B1	56603	0.00313091995002335	1.00217254489904	0.976582331478737	0.0765704535553398	1.05450830217381	0.479323886736238
ENSG00000003147	ICA1	3382	-0.0812267929723354	-1.05791725610209	0.361446865720295	-0.245328388789667	-1.18536255455138	0.0176049457440038
ENSG00000003249	DBNDD1	79007	0.0513876608385178	1.03626117576618	0.640615158310217	0.189060997797907	1.14002147229723	0.109481317884707
ENSG00000003400	CASP10	843	-0.00904617378180994	-1.0062900295229	0.890881133016496	0.00890122025299345	1.00618892848695	0.892617071444974
ENSG00000003402	CFLAR	8837	-0.0894273213168493	-1.06394776390048	0.639423567866465	0.317228011864957	1.24593431467177	0.11981648121192
ENSG00000003436	TFPI	7035	0.164401220266457	1.12070084302724	0.0991183407104215	0.38393185720911	1.30489331222923	0.00203660070671606
ENSG00000003509	NDUFAF7	55471	-0.201731061021736	-1.15007748248405	0.204250172052346	0.0376962684512101	1.02647341883692	0.803788666970516
ENSG00000003756	RBM5	10181	-0.0942843062758092	-1.06753569240099	0.174066858740059	0.0192956122138872	1.0134645405796	0.769363184857025
ENSG00000003987	MTMR7	9108	0.0200752981313133	1.01401240244129	0.856770202484357	-0.15722857284283	-1.11514288197303	0.179921956286069
ENSG00000003989	SLC7A2	6542	0.131368728032683	1.09533238313496	0.199126674721556	-0.0040775020158661	-1.00283030680281	0.966610517767167
ENSG00000004059	ARF5	381	-0.0929348298566639	-1.06653760157259	0.486223097617862	0.00389660842536088	1.00270457392278	0.976373729881935
ENSG00000004139	SARM1	23098	0.0888132949959535	1.06349503279078	0.261626331381548	0.0780751991409336	1.05560873883044	0.319804927516316
ENSG00000004142	POLDIP2	26073	-0.117119568570311	-1.08456729255597	0.274086952656349	-0.169143920750195	-1.12439108548474	0.126963044667508
ENSG00000004399	PLXND1	23129	0.0247019368759513	1.01726950086969	0.813804065611279	0.161545952767622	1.11848503428345	0.147378533929888
ENSG00000004455	AK2	204	0.0264053427566386	1.01847131149848	0.682935415666517	9.14072425599599e-05	1.00006336067967	0.99886627278421
ENSG00000004468	CD38	952	0.0166640313063837	1.01161759238592	0.845679821000335	-0.116965813681273	-1.0844517112077	0.193454385821095
ENSG00000004478	FKBP4	2288	0.0779705362150671	1.05553216055954	0.326555552968492	0.10812221112379	1.0778244440042	0.184160869413547
ENSG00000004487	KDM1A	23028	-0.175016849266729	-1.12897759008294	0.18755715914426	-0.209134248489169	-1.15599427139678	0.122592712608254
ENSG00000004534	RBM6	10180	0.105940770927621	1.07619594122874	0.155052211783255	-0.132469652683813	-1.09616855336447	0.0842779922955885
ENSG00000004700	RECQL	5965	0.133359235989699	1.09684467265453	0.463475558933179	-0.0985905301764642	-1.07072688330139	0.585169190772594
ENSG00000004766	VPS50	55610	0.000604781768926532	1.00041929065575	0.995662279058146	0.0694948069077435	1.04934916535822	0.53675455410542
ENSG00000004776	HSPB6	126393	0.186869344680957	1.138290936948	0.138834617501645	0.102977264133137	1.07398754619266	0.393956042300357
ENSG00000004777	ARHGAP33	115703	0.0575221275439932	1.04067683101358	0.397533844756029	0.0977622448084832	1.0701123300879	0.165553496437236
ENSG00000004779	NDUFAB1	4706	-0.0958543669297995	-1.0686981058731	0.206282744975942	-0.133296005959567	-1.09679660150993	0.0908352460104796
ENSG00000004799	PDK4	5166	-0.0715155546166	-1.05081999294157	0.470996217709942	-0.163563995450947	-1.12005066656465	0.119539352298629
ENSG00000004838	ZMYND10	51364	-0.0533822469086402	-1.0376948408876	0.395398813003244	-0.024936887948257	-1.01743518246995	0.686484292152206
ENSG00000004864	SLC25A13	10165	0.0843982216019983	1.06024539849862	0.427447349505094	0.706914483421079	1.63230933335887	6.87629120884763e-05
ENSG00000004866	ST7	7982	-0.0909093114784869	-1.06504125227097	0.353202899356363	-0.0395756773810771	-1.02781148431023	0.679952434427003
ENSG00000004897	CDC27	996	0.079694371349504	1.0567941396179	0.615365417912445	0.0830674994153213	1.05926789352261	0.60072116133595
ENSG00000004939	SLC4A1	6521	-0.0194592465744279	-1.01357949697895	0.862911956707426	0.00212971918635541	1.00147729898205	0.984909651878359
ENSG00000004948	CALCR	799	-0.0216647278148001	-1.01513016434178	0.740746328377364	-0.0283377054118465	-1.01983637790488	0.665889551899948
ENSG00000004961	HCCS	3052	0.0932455699451511	1.06676734637206	0.232236400731094	0.174807298525423	1.12881361855492	0.0399376786234766
ENSG00000004975	DVL2	1856	0.0368732593580789	1.02588801719951	0.585795612038846	0.0501868080507828	1.03539898428971	0.461526346544218
ENSG00000005001	PRSS22	64063	-0.00436836031938004	-1.00303250540894	0.964418768226804	-0.0689740865740167	-1.04897048598861	0.48739701044755
ENSG00000005007	UPF1	5976	-0.0995739016520574	-1.07145696219813	0.387448998890862	0.42255024145968	1.34029469109614	0.00393676047392154
ENSG00000005020	SKAP2	8935	-0.0991821232508947	-1.07116603674824	0.161993939411176	-0.451456229654811	-1.36741980861971	7.06048306541189e-05
ENSG00000005022	SLC25A5	292	-0.226289230591533	-1.16982216575448	0.389492928432481	-0.1863368444683	-1.13787087012924	0.475541680143146
ENSG00000005059	MCUB	55013	-0.331109095787468	-1.25798009598659	0.262073693611526	-1.68234061789672	-3.20948232939824	0.000189721945370138
ENSG00000005073	HOXA11	3207	0.0018337795079697	1.00127188725913	0.976174747323026	0.0797315391196567	1.05682136587607	0.214823719765889
ENSG00000005075	POLR2J	5439	-0.176117844722375	-1.12983950031361	0.336611069209604	-0.145317994091101	-1.10597440169258	0.423957773651336
ENSG00000005102	MEOX1	4222	-0.118132258654523	-1.08532886453395	0.280663772894504	0.0789429030230031	1.05624382197629	0.462654175655658
ENSG00000005108	THSD7A	221981	-0.406272883626808	-1.32525766386088	0.382257242638494	-2.00757682235453	-4.02106267282941	0.00143507805509973
ENSG00000005156	LIG3	3980	0.0449249030703509	1.03162947826231	0.681702116511411	0.0301770284826626	1.02113741851839	0.782358644260538
ENSG00000005175	RPAP3	79657	0.249069433356507	1.18844030038309	0.408939700333567	0.0382167658771628	1.02684381808784	0.897185748516291
ENSG00000005187	ACSM3	6296	0.0745150303379067	1.05300700251142	0.281802219237469	0.0160590964741898	1.01119350107182	0.810595040841583
ENSG00000005189	REXO5	81691	0.0517591055408939	1.03652801197787	0.528327862755917	-0.00349045916700641	-1.00242233104508	0.965684437310072
ENSG00000005194	CIAPIN1	57019	0.106420720776548	1.07655402522514	0.252119009253418	0.437289897507926	1.35405833842106	0.000727142009178153
ENSG00000005206	SPPL2B	56928	0.100729424575993	1.07231548669769	0.257588000958792	0.113107982751093	1.08155571267065	0.207811132981434
ENSG00000005238	FAM214B	80256	-0.0826552162993011	-1.0589652267356	0.613056907652203	-0.0351862759343513	-1.02468911890657	0.828512681590969
ENSG00000005243	COPZ2	51226	-0.161293653620342	-1.11828945022803	0.115435880855764	-0.294314492446813	-1.2263021519764	0.011270036547554
ENSG00000005249	PRKAR2B	5577	-0.217885798739693	-1.16302797460805	0.194264248290717	-0.42867488746608	-1.34599671361234	0.0222335065648578
ENSG00000005302	MSL3	10943	-0.0477425379589702	-1.03364625621935	0.685033753454689	-0.118361658520374	-1.08550145408639	0.326104776875202
ENSG00000005339	CREBBP	1387	0.0474022727631409	1.03340249550586	0.655397298374668	0.150959944611437	1.11030800629871	0.175892430115511
ENSG00000005379	TSPOAP1	9256	0.024764086988009	1.01731332494443	0.859335322990184	0.12827660910288	1.09298727835963	0.369597644029178
ENSG00000005381	MPO	4353	-0.0162390473566703	-1.01131963757792	0.847330356494538	0.00460265984481723	1.00319541518382	0.956439191869643
ENSG00000005421	PON1	5444	-0.0114900519661967	-1.00799609650304	0.888093510017537	0.0220419736611936	1.01539564228426	0.787524747361934
ENSG00000005436	GCFC2	6936	0.183851693752881	1.13591248918777	0.389797046301036	0.29506796233037	1.22694277458712	0.181093891885038
ENSG00000005469	CROT	54677	-0.0333598312356167	-1.02339268842267	0.737156042426277	-0.118668024332616	-1.08573199196062	0.249501285389711
ENSG00000005471	ABCB4	5244	-0.0877103577594962	-1.06268230384418	0.526575647627579	-0.0221370844264115	-1.01546258521902	0.871622477202922
ENSG00000005700	IBTK	25998	0.304794620746824	1.23524277785625	0.123564440203225	0.0412887427438555	1.02903263913182	0.823018319539152
ENSG00000005801	ZNF195	7748	0.16655653124669	1.12237636276459	0.147485836592544	-0.206599094512558	-1.15396470173595	0.0809659543677973
ENSG00000005810	MYCBP2	23077	-0.266951454690713	-1.20326253668394	0.0144969882613072	-0.719924076890095	-1.64709535239618	1.99364141242264e-05
ENSG00000005844	ITGAL	3683	-0.0176402268939757	-1.01230233225425	0.945159262086933	-0.564716190705321	-1.47909651037644	0.0500297159439112
ENSG00000005882	PDK2	5164	-0.00124886461430762	-1.0008660217668	0.985096333227462	0.0278656069476537	1.01950270765081	0.678356889011979
ENSG00000005884	ITGA3	3675	-0.225996511131126	-1.16958483564196	0.152583068528317	-0.654393710383408	-1.57395436305609	0.00146188752705236
ENSG00000005889	ZFX	7543	-0.00520326855877729	-1.00361314265065	0.953421769540281	0.0501963931758032	1.03540586340234	0.576572260109024
ENSG00000005893	LAMP2	3920	0.0246579770061306	1.01723850446903	0.682733171960437	-0.191021844658234	-1.14157199218045	0.00976195555612657
ENSG00000005961	ITGA2B	3674	0.0417912433940675	1.02939112073672	0.623995468189432	0.00268239371344325	1.0018610231978	0.974722714987059
ENSG00000005981	ASB4	51666	-0.0330581921670035	-1.02317873957012	0.69949389847275	-0.00157460947949017	-1.00109203195435	0.985266776278498
ENSG00000006007	GDE1	51573	-0.527261267069709	-1.44119071984912	0.004158994768195	-0.953652465691874	-1.93676976908624	7.30706999599706e-05
ENSG00000006015	REX1BD	55049	-0.0354786935759055	-1.02489683261981	0.660092794210495	-0.467622050450085	-1.38282831556996	0.000211072671504993
ENSG00000006016	CRLF1	9244	-0.224546093661244	-1.16840958114781	0.151815849268303	-0.032481579288556	-1.02276987966787	0.825768216710386
ENSG00000006025	OSBPL7	114881	-0.0449701510326923	-1.03166183427829	0.64448515600652	-0.0331709490833161	-1.02325871141786	0.732852824414836
ENSG00000006047	YBX2	51087	0.0830988757002684	1.05929093113745	0.452365909352433	0.0181558333733194	1.0126641848343	0.867521196476743
ENSG00000006062	MAP3K14	9020	0.100759360196489	1.07233773725071	0.658294642139425	-0.134440145325456	-1.09766676870609	0.556862159273279
ENSG00000006071	ABCC8	6833	0.225095227423463	1.16885439814322	0.00968654935206675	0.24809706182517	1.18763956555526	0.00572379433463194
ENSG00000006116	CACNG3	10368	-0.0048113106780332	-1.00334051355209	0.958909412400774	-0.0839355666903001	-1.0599054450902	0.379606806139351
ENSG00000006118	TMEM132A	54972	0.0616753442541458	1.04367703795079	0.531842447497588	0.153895866509267	1.1125698125805	0.139369583108662
ENSG00000006128	TAC1	6863	0.0656337413413635	1.04654456076846	0.580935136781656	0.167155021481074	1.12284206800635	0.178919615063245
ENSG00000006194	ZNF263	10127	-0.00370251655400811	-1.00256968490541	0.971708135081979	0.169410937792041	1.1245992094184	0.129787220153514
ENSG00000006210	CX3CL1	6376	-0.053057300343804	-1.03746114118465	0.439102400381018	-0.0706160932447533	-1.05016505382498	0.309385744174012
ENSG00000006282	SPATA20	64847	-0.0263939294624445	-1.01846325430941	0.886983575701237	-0.143810452807739	-1.10481931956986	0.446251879055123
ENSG00000006283	CACNA1G	8913	0.0903602708640463	1.06463601094626	0.261310942130085	0.0471447529353037	1.03321805050857	0.547182376029633
ENSG00000006327	TNFRSF12A	51330	-0.261962989407777	-1.19910915170498	0.098947085494274	0.00937263294428359	1.0065177628708	0.948917707311478
ENSG00000006377	DLX6	1750	0.0437451370982531	1.0307862065934	0.650933125718332	0.13997038820248	1.10188249913822	0.168706730077374
ENSG00000006432	MAP3K9	4293	0.0787828378453097	1.05612663956998	0.325414966531069	0.0990918568320798	1.07109901822072	0.223270688131276
ENSG00000006451	RALA	5898	0.196724589092707	1.14609337528139	0.0959367590457594	1.07176407160119	2.1020020431472	3.40917550639e-06
ENSG00000006459	KDM7A	80853	0.0153395290564209	1.010689277761	0.931743634896151	0.303545469312849	1.23417371098211	0.115539448923156
ENSG00000006468	ETV1	2115	0.0194674195165463	1.01358523897555	0.73321106622254	-0.00176866789013963	-1.0012266989418	0.975211484092635
ENSG00000006530	AGK	55750	0.00621876984165937	1.00431982644871	0.962345236430105	-0.141315107682333	-1.10291002996221	0.298761458568827
ENSG00000006534	ALDH3B1	221	-0.111143992482311	-1.0800843554945	0.168719243262008	-0.232764533009187	-1.17508452336736	0.0121213290318646
ENSG00000006555	TTC22	55001	0.044392840341273	1.03124908574865	0.533342837811552	0.113637432173687	1.08195270172082	0.131868426088406
ENSG00000006576	PHTF2	57157	0.00199408071760354	1.00138314709404	0.975505271473934	-0.00429508025472991	-1.00298155879995	0.94727588856806
ENSG00000006607	FARP2	9855	-0.070172342005107	-1.04984208856242	0.348679446979308	-0.0346003871243732	-1.02427306978742	0.637520952083007
ENSG00000006611	USH1C	10083	0.0898266536489434	1.06424230123246	0.339875512572299	-0.00881880296879034	-1.00613144926378	0.923334533608595
ENSG00000006625	GGCT	79017	0.0599947149474662	1.04246194196321	0.524335205986528	0.146793747320809	1.10710629741966	0.139716736670467
ENSG00000006634	DBF4	10926	0.336097780317232	1.26233758559591	0.00113666871660857	0.544529092054775	1.45854418529233	3.40194484166296e-05
ENSG00000006638	TBXA2R	6915	-0.177541699860449	-1.13095513587981	0.034609131201317	-0.533105009709729	-1.44704020801964	3.96182937681019e-05
ENSG00000006652	IFRD1	3475	0.363561087294695	1.28659776469509	0.0208943418392073	1.22857794988735	2.34335893417441	6.02746152852428e-06
ENSG00000006659	LGALS14	56891	-0.23115513818163	-1.17377439167308	0.0581969895632595	0.0443308369935598	1.03120476624949	0.686871550855873
ENSG00000006695	COX10	1352	-0.17941326986894	-1.13242324604285	0.161230669169759	-0.0535531087984698	-1.03781774489445	0.659284451569693
ENSG00000006704	GTF2IRD1	9569	0.0332901678825213	1.02334327309721	0.768957771902656	0.291777690101782	1.2241477446809	0.0264850790134032
ENSG00000006712	PAF1	54623	-0.00829973910102133	-1.00576952070016	0.919733017161051	-0.154933692483194	-1.11337044558028	0.0852697047446343
ENSG00000006715	VPS41	27072	0.0228609029774955	1.01597218360901	0.701988078760667	0.0464857532113996	1.03274620101541	0.44252405530516
ENSG00000006740	ARHGAP44	9912	0.144232452573816	1.10514253527127	0.0959363128694181	-0.0377237987866605	-1.0264930067792	0.638157834405232
ENSG00000006744	ELAC2	60528	-0.27140098062399	-1.20697933924006	0.0445922478232184	-0.355039974205337	-1.27902101991076	0.0138183372513443
ENSG00000006747	SCIN	85477	-0.0123090791648091	-1.00856850479622	0.958926908686002	-0.357411720621106	-1.28112542056523	0.158746164868535
ENSG00000006756	ARSD	414	-0.149700516361754	-1.10933916461886	0.0268926740842512	-0.36894325335511	-1.29140655340605	0.000113500632631309
ENSG00000006757	PNPLA4	8228	-0.16316159296773	-1.1197383009534	0.239690344758383	-0.110890658748874	-1.07989471196472	0.414279693218987
ENSG00000006788	MYH13	8735	-0.0565143923106335	-1.03995016287355	0.675472017885525	-0.0403045904963766	-1.02833091117614	0.764693148835298
ENSG00000006831	ADIPOR2	79602	-0.0108325632823307	-1.00753682062544	0.892319568975352	0.124268665674879	1.08995507003978	0.144842656659631
ENSG00000007038	PRSS21	10942	0.18864241439149	1.13969075455168	0.0511243535996843	0.191142616305034	1.14166756005613	0.0486982121285519
ENSG00000007047	MARK4	57787	-0.0456334538642933	-1.03213626687196	0.576323689179539	0.0101454026655867	1.00705704163699	0.900274033213401
ENSG00000007062	PROM1	8842	-0.251473410534533	-1.19042226116563	0.00418838860807447	-0.0404904432519904	-1.02846339270472	0.554378905223471
ENSG00000007129	CEACAM21	90273	-0.0331299153848974	-1.02322960790599	0.69841534042279	-0.25379551848375	-1.19233986312535	0.0135812336993019
ENSG00000007168	PAFAH1B1	5048	0.0241229966905081	1.01686136191803	0.82956343248943	0.141516235866018	1.10306379894879	0.226050920121427
ENSG00000007171	NOS2	4843	0.0397405274374267	1.02792893426115	0.661569543776805	0.10487707485761	1.07540275662957	0.262995309977275
ENSG00000007174	DNAH9	1770	0.0659340523055141	1.04676243184347	0.269317709187896	-0.0071062846827763	-1.00493785240112	0.901796896405942
ENSG00000007202	KIAA0100	9703	-0.0599824562695672	-1.04245308413081	0.444811485181696	-0.17907227417188	-1.1321556178807	0.0410165431647992
ENSG00000007216	SLC13A2	9058	-0.11486954867767	-1.08287712522002	0.15173996428708	0.00247926642380758	1.0017199739929	0.973756212678984
ENSG00000007255	TRAPPC6A	79090	-0.161064032912879	-1.11811147638488	0.442159670970267	-0.272883194501254	-1.20822001782669	0.206413782752835
ENSG00000007264	MATK	4145	0.0261834373553684	1.01831466931262	0.780671917760591	0.325232343205516	1.25286619401974	0.0061593222057773
ENSG00000007306	CEACAM7	1087	-0.0501555406618999	-1.03537654443169	0.417639218593232	0.0133939329162533	1.00932719653509	0.825580231658934
ENSG00000007314	SCN4A	6329	0.0741744797769699	1.05275846779395	0.402618120189265	0.114272347514387	1.08242896283659	0.209132206022201
ENSG00000007341	ST7L	54879	0.0716522381105964	1.05091955421281	0.392823335883783	-0.0207195340418371	-1.01446531110459	0.801029684385306
ENSG00000007350	TKTL1	8277	0.00751276849569726	1.00522103665741	0.910653681732294	0.0879243228728399	1.06283992121656	0.209953614675257
ENSG00000007372	PAX6	5080	-0.0190079866843602	-1.01326250951186	0.784922030727692	0.04057081351886	1.02852068837526	0.563221012646825
ENSG00000007384	RHBDF1	64285	-0.160668066912732	-1.1178046385813	0.21695846504018	-0.471137132123226	-1.38620164165901	0.00370362253458214
ENSG00000007392	LUC7L	55692	0.121290228292861	1.08770718390479	0.2880601297452	0.342681669115845	1.2681115594417	0.0110984727099696
ENSG00000007402	CACNA2D2	9254	0.062069426730035	1.04396216474382	0.523996929605082	0.0901015909468037	1.0644451353566	0.361089616033163
ENSG00000007516	BAIAP3	8938	0.0397717907679396	1.0279512098144	0.54649513993447	-0.0824993467567268	-1.05885082174734	0.226124491672326
ENSG00000007520	TSR3	115939	0.00330791631666472	1.00229550351161	0.974749528902485	-0.159527248505393	-1.1169210782903	0.151208616209732
ENSG00000007541	PIGQ	9091	-0.160844060252667	-1.11794100709016	0.162190686801204	-0.0923390741223562	-1.06609726962452	0.404620678611169
ENSG00000007866	TEAD3	7005	0.197159346017056	1.14643880317956	0.13809292227753	0.507596839760353	1.42168006745294	0.00237482357799346
ENSG00000007908	SELE	6401	-0.118973757617527	-1.08596210267289	0.193606169944309	-0.0216683337213799	-1.01513270158562	0.803713615894925
ENSG00000007923	DNAJC11	55735	-0.0486822720522539	-1.03431976588388	0.705665909583018	0.213993722658548	1.15989460765206	0.120887972688322
ENSG00000007933	FMO3	2328	-0.075929279736507	-1.05403975346862	0.253967105596494	-0.0272053310900897	-1.01903622028613	0.672573726420359
ENSG00000007944	MYLIP	29116	-0.297132143178723	-1.22869951762068	0.0905735780367611	-0.702495061805961	-1.62731671532684	0.00155393579664948
ENSG00000007952	NOX1	27035	0.0591502961332899	1.04185196072187	0.387204573040982	0.13375151548866	1.09714295341969	0.0702461172807182
ENSG00000007968	E2F2	1870	-0.11740273329396	-1.08478018670896	0.296609891892813	-0.112373629103399	-1.0810053245059	0.316536642899666
ENSG00000008018	PSMB1	5689	-0.0176355685160363	-1.01229906359448	0.774217069773997	-0.0166839932655698	-1.01163158980618	0.786042385928243
ENSG00000008056	SYN1	6853	-0.0755339289340764	-1.05375094789422	0.435316984702785	-0.0405973117856293	-1.02853957959281	0.671101142524699
ENSG00000008083	JARID2	3720	0.0645529953493833	1.04576087102823	0.579112702637774	0.472692820595856	1.38769721831945	0.00230112408454224
ENSG00000008086	CDKL5	6792	-0.0806305888094463	-1.05748015446638	0.484923867298044	-0.0754267390506302	-1.05367265882957	0.512802254493332
ENSG00000008118	CAMK1G	57172	0.0124979170727966	1.00870052745262	0.901722265532739	-0.00664157436496327	-1.0046142013387	0.947661799029636
ENSG00000008130	NADK	65220	0.0125073072878896	1.00870709290511	0.870593783268957	0.210796560909984	1.15732700706166	0.0200322355649434
ENSG00000008196	TFAP2B	7021	0.0369099100474273	1.02591407952007	0.711689784097106	0.127281954462966	1.09223398666499	0.221008996679007
ENSG00000008226	DLEC1	9940	-0.0316959199823836	-1.02221305380121	0.59858636902099	-0.00177936274516011	-1.00123412117157	0.976231001188581
ENSG00000008256	CYTH3	9265	-0.143025432840326	-1.10421831292662	0.19994099515131	-0.0759877661152331	-1.05408248475698	0.480977825593193
ENSG00000008277	ADAM22	53616	-0.00211740589660736	-1.00146875148782	0.96865586495859	0.00559907167609652	1.00388852150384	0.917266458952467
ENSG00000008282	SYPL1	6856	0.0878744321800049	1.06280316715441	0.387608599995495	0.197139633431584	1.14642313866428	0.0723134963992577
ENSG00000008283	CYB561	1534	-0.112234866923747	-1.08090135558856	0.171827266443774	-0.262009166367103	-1.19914753272045	0.00716318993880999
ENSG00000008294	SPAG9	9043	0.0818552161699433	1.0583781744122	0.30256131492794	0.696885460923589	1.62100153939775	6.84533985140693e-06
ENSG00000008300	CELSR3	1951	0.0977892365384734	1.07013235126525	0.174005768971544	0.189941475028006	1.1407174401078	0.0186566633734959
ENSG00000008311	AASS	10157	-0.0457013866834	-1.03218486867285	0.698229878108992	-0.0158488794691467	-1.01104616946181	0.892629143249368
ENSG00000008323	PLEKHG6	55200	0.156365765414967	1.11447616732954	0.195986178126235	0.0662249554599734	1.04697352094198	0.568575285187482
ENSG00000008324	SS18L2	51188	-0.0413470096072359	-1.02907420003922	0.610127500341644	0.0621863902561071	1.04404680525499	0.447420480862205
ENSG00000008405	CRY1	1407	0.349132202924581	1.27379419549098	0.00823061905353648	1.31286224243668	2.48433933195506	5.11804603339668e-07
ENSG00000008438	PGLYRP1	8993	0.0146314481338568	1.01019334883446	0.835152756088733	-0.000516177032219289	-1.00035785066783	0.994135027208369
ENSG00000008441	NFIX	4784	-0.0690962747197266	-1.04905933164401	0.361412595481473	-0.10073249187265	-1.07231776653723	0.194618041506211
ENSG00000008513	ST3GAL1	6482	-0.443605929573337	-1.35999931947721	0.252507873759702	-0.69627111652304	-1.6203114134957	0.0873130372850763
ENSG00000008516	MMP25	64386	0.0637761920783655	1.04519794415806	0.463269765655848	0.0609944453258002	1.04318457704582	0.482424205544195
ENSG00000008517	IL32	9235	-0.063116379274077	-1.0447200349051	0.694429834016112	0.462706108296927	1.37812438637731	0.0157211752928258
ENSG00000008710	PKD1	5310	-0.0274537149429874	-1.01921167935782	0.672610023380226	0.0174268883409399	1.0121526490976	0.787872566944105
ENSG00000008735	MAPK8IP2	23542	-0.0135117732876338	-1.00940964247548	0.816933173699812	0.0168061183442836	1.01171722870649	0.773587782395285
ENSG00000008838	MED24	9862	-0.0473727851320724	-1.03338137373081	0.711103444014099	0.148813617272354	1.10865740616637	0.26055621968573
ENSG00000008853	RHOBTB2	23221	-0.0800307495235968	-1.05704057002647	0.525655748525101	-0.181834224502469	-1.13432513575435	0.168003938455224
ENSG00000008952	SEC62	7095	-0.0148089120580011	-1.01031761896589	0.849167407925269	0.134651714596899	1.09782775185296	0.109041852710496
ENSG00000008988	RPS20	6224	-0.0949075860420505	-1.0679969937346	0.246766153482565	-0.198666068173862	-1.1476367466285	0.029193218860868
ENSG00000009307	CSDE1	7812	0.0099363307135647	1.00691111188729	0.864482269054117	-0.0466781493468655	-1.03288393603349	0.430764588650709
ENSG00000009335	UBE3C	9690	-0.0486336315963314	-1.03428489438611	0.50180213803542	0.0267472227617382	1.01871269046423	0.709288721638075
ENSG00000009413	REV3L	5980	0.389775869512422	1.31018984295914	0.188117219174823	0.505967437198025	1.42007530592557	0.0976240010449625
