ENSG_ID	hgnc_symbol	entrezgene_id	TiO2_24hrs_10_Caco2-logFC	TiO2_24hrs_10_Caco2-P.Value	TiO2_24hrs_100_Caco2-logFC	TiO2_24hrs_100_Caco2-P.Value	TiO2_24hrs_10_SAE-logFC	TiO2_24hrs_10_SAE-P.Value	TiO2_24hrs_100_SAE-logFC	TiO2_24hrs_100_SAE-P.Value	TiO2_24hrs_10_THP1-logFC	TiO2_24hrs_10_THP1-P.Value	TiO2_24hrs_100_THP1-logFC	TiO2_24hrs_100_THP1-P.Value
ENSG00000001617	SEMA3F	6405	-0.0137723399789897	0.722334995717517	0.0221440785725036	0.569990933833705	-0.03637610810227	0.657184812941388	-0.171454881143137	0.0579254788860841	0.0394025202540029	0.631281238045321	0.0268322570075066	0.742910943128304
ENSG00000001626	CFTR	1080	-0.000763816067086864	0.989372487786663	0.0220716088080164	0.701528812466222	-0.0313664623183336	0.550680328048258	-0.0403342861385303	0.445762861164462	-0.027034917205514	0.653611038420411	-0.0307980973555435	0.609822228673603
ENSG00000002016	RAD52	5893	0.0118595477289234	0.828274422233958	0.0307329178737299	0.576985749922233	-0.109661211408347	0.142143328303711	-0.0437208731395069	0.538114285406567	-0.0389778504687208	0.490769659116843	-0.128311011978314	0.0424462941995129
ENSG00000002330	BAD	572	0.0319859500901538	0.55500912217767	0.0207002085042971	0.700789890561259	-0.202307140878003	0.0501421838202159	-0.34246818839152	0.00390425813978436	-0.068469533364846	0.300814470270029	-0.119981168562927	0.0866969736663568
ENSG00000002549	LAP3	51056	0.0316534270437998	0.553136857803348	0.0388543270518653	0.468883634035299	0.0481718430170304	0.486135768475707	0.0921137853100955	0.197742526405905	0.102112743012732	0.36341015649647	-0.307513804120333	0.0182103156695892
ENSG00000002586	CD99	4267	-0.0177138350179327	0.643911921442208	0.0196464782107633	0.608691662624274	0.0854872422384716	0.230785653711495	-0.0415439908786635	0.54823784616685	-0.0988147075299981	0.153240751813485	-0.144086334965365	0.0491082238555876
ENSG00000002587	HS3ST1	9957	-0.0787247488079368	0.237316920486024	0.0856526069418182	0.201691989774993	-0.00776467185712404	0.881739449070103	-0.0349853868775534	0.507650404704476	-0.0278985715689779	0.79296255958948	-0.296991322568197	0.0183659867157724
ENSG00000002726	AOC1	26	0.0126565766692321	0.901797123054176	0.178734857090189	0.106731645875993	-0.0212484274993596	0.745750208045766	-0.0390427032070866	0.554046855036523	0.099258866644687	0.484482353847353	0.07412146559916	0.599337164466953
ENSG00000002745	WNT16	51384	-0.112705284430257	0.434964922549608	-0.0522808028916213	0.713444278039409	0.30722180426531	0.00079265649365406	0.224990184524997	0.00570855214927543	0.0834191094286454	0.487382585564819	0.0370889739292934	0.754814807249448
ENSG00000002746	HECW1	23072	-0.0811429875571541	0.0789228616289123	-0.0708153611387377	0.117869429325186	0.17119763290356	0.0203564941119767	0.0936505232686002	0.160192296079262	0.0315108572941867	0.656886895563992	0.0642893443262538	0.373221894509871
ENSG00000002822	MAD1L1	8379	-0.0381737446185615	0.630889573395925	0.00705090939821629	0.928822865211189	-0.218426322233743	0.254423099302987	-0.415161842190399	0.0453609830747685	-0.10158095602806	0.680856630775086	0.0452538440785748	0.854044685783918
ENSG00000002834	LASP1	3927	-0.014240718348864	0.75932207907298	0.0574656292249305	0.234432574656828	0.0275795447297984	0.820515178072664	0.0215522540764645	0.85919559341391	0.0402637373223342	0.547592618807292	0.0578910521127654	0.39242744704848
ENSG00000002919	SNX11	29916	-0.0470817442448688	0.27870505333723	0.0160382962563563	0.703672227491545	-0.0907587553351812	0.202955648579629	-0.0829843856668511	0.241046356957524	0.15759580560364	0.037877579037702	0.396664548683932	0.000179333199841764
ENSG00000002933	TMEM176A	55365	0.0349751777753582	0.591349739679667	0.140420707970355	0.0523278264749786	-0.00918937892887639	0.921158752972443	0.143693950615543	0.145039535528864	0.135389158260381	0.621306815556287	0.716958181498569	0.0241998467968295
ENSG00000003056	M6PR	4074	-0.206877801918406	0.0607122253197221	-0.422940579313584	0.00177268476412491	0.311855328003832	0.325045534625339	0.257881371696172	0.411846963388909	-0.529526542980015	0.00390009447444578	-0.498535588538511	0.00551614234238186
ENSG00000003137	CYP26B1	56603	-0.0567070872134796	0.393127883610029	-0.0158630601372565	0.807519852239592	-0.168022342824586	0.14940120187362	-0.0333413814908625	0.76210163357544	0.00313091995002335	0.976582331478737	0.0765704535553398	0.479323886736238
ENSG00000003147	ICA1	3382	-0.0597944281262297	0.357908311227758	0.0139036218800968	0.826775466117636	0.0713111536963305	0.253066167306826	0.0707993686961164	0.256251536705688	-0.0812267929723354	0.361446865720295	-0.245328388789667	0.0176049457440038
ENSG00000003249	DBNDD1	79007	-0.0773954142784161	0.320631673029832	0.168736269350903	0.047690653922353	0.0096304346536864	0.887838568710017	-0.0603668158055299	0.386428541530708	0.0513876608385178	0.640615158310217	0.189060997797907	0.109481317884707
ENSG00000003400	CASP10	843	-0.0374352403065066	0.354591368004122	0.00781055388982921	0.843169762781266	0.0629478783064505	0.271509454282022	0.0495889130463372	0.380415596993408	-0.00904617378180994	0.890881133016496	0.00890122025299345	0.892617071444974
ENSG00000003402	CFLAR	8837	-0.00141622914429362	0.984608445826176	-0.104310251131447	0.178111979887209	-0.0066966364404264	0.892372417735845	-0.029026929306053	0.561072163491196	-0.0894273213168493	0.639423567866465	0.317228011864957	0.11981648121192
ENSG00000003436	TFPI	7035	0.0278747586775712	0.549335590173721	0.151628495321454	0.00809785857582087	0.0878154721027355	0.492342646924954	0.57264521661005	0.00107019441205649	0.164401220266457	0.0991183407104215	0.38393185720911	0.00203660070671606
ENSG00000003509	NDUFAF7	55471	0.0730472015015389	0.363850464291477	0.129007597627043	0.125498736835031	-0.111299642223094	0.308289739065557	-0.0915708465815932	0.397594387711465	-0.201731061021736	0.204250172052346	0.0376962684512101	0.803788666970516
ENSG00000003756	RBM5	10181	-0.122876853703917	0.115704412942924	-0.0827311004650841	0.271228392795533	0.000289766555690463	0.996910806592701	-0.102150041335686	0.193280861611327	-0.0942843062758092	0.174066858740059	0.0192956122138872	0.769363184857025
ENSG00000003987	MTMR7	9108	0.02491727435988	0.773134849097872	-0.0270119785753999	0.754752363860214	0.175373577707906	0.078000904551564	0.13341076335861	0.165229922766496	0.0200752981313133	0.856770202484357	-0.15722857284283	0.179921956286069
ENSG00000003989	SLC7A2	6542	-0.00152999370583995	0.985624055344527	0.0408953056739931	0.632354307193358	-0.00145168177680377	0.982950301380759	-0.0441861230885108	0.520238375011038	0.131368728032683	0.199126674721556	-0.0040775020158661	0.966610517767167
ENSG00000004059	ARF5	381	-0.106531202923103	0.155811163160413	-0.0379515865187647	0.594481733550844	-0.074420396599125	0.593598899912513	-0.138839055565448	0.328623163857148	-0.0929348298566639	0.486223097617862	0.00389660842536088	0.976373729881935
ENSG00000004139	SARM1	23098	-0.127932366889769	0.0915185563559816	-0.15564357381618	0.0471762906435436	0.0200190168459473	0.823088465994145	-0.0419539663945558	0.640962167015652	0.0888132949959535	0.261626331381548	0.0780751991409336	0.319804927516316
ENSG00000004142	POLDIP2	26073	0.0294267316250263	0.567700962559251	0.0229500313217716	0.654642605437564	-0.190810498982472	0.078932508349762	-0.247722450840831	0.0298269309943064	-0.117119568570311	0.274086952656349	-0.169143920750195	0.126963044667508
ENSG00000004399	PLXND1	23129	0.0233649734014758	0.541343900992324	0.0406552692173996	0.29800805227615	-0.0164989983311674	0.76983918349064	0.000669255192918605	0.990508082471245	0.0247019368759513	0.813804065611279	0.161545952767622	0.147378533929888
ENSG00000004455	AK2	204	-0.142212868682394	0.046621542665252	-0.0884105986715031	0.185628975318784	-0.212411512510297	0.00601862674833572	-0.161643651780367	0.0240797748311004	0.0264053427566386	0.682935415666517	9.14072425599599e-05	0.99886627278421
ENSG00000004468	CD38	952	0.0319899064609199	0.60834168426126	-0.0337230435885436	0.589369084784998	-0.0518013621227933	0.331718673678646	-0.01383553625395	0.790471144559371	0.0166640313063837	0.845679821000335	-0.116965813681273	0.193454385821095
ENSG00000004478	FKBP4	2288	0.154445272738156	0.0252162955382575	0.142041102316889	0.0358848412569628	0.0382688399673725	0.564433419042664	-0.194120865299002	0.013640245145227	0.0779705362150671	0.326555552968492	0.10812221112379	0.184160869413547
ENSG00000004487	KDM1A	23028	0.0749474141987028	0.325899386217163	-0.0662007427958837	0.382670098824821	-0.0234087439874315	0.70660790881152	-0.129513972595496	0.0591661292606354	-0.175016849266729	0.18755715914426	-0.209134248489169	0.122592712608254
ENSG00000004534	RBM6	10180	0.0287516571174828	0.727228212706106	0.202360641161053	0.0321152619133481	-0.27330971964198	0.108476356681402	-0.316401192267651	0.0689674711156288	0.105940770927621	0.155052211783255	-0.132469652683813	0.0842779922955885
ENSG00000004700	RECQL	5965	0.189546520693839	0.0240926186499219	0.0364872402224226	0.614696291190672	0.222124414627888	0.0986600029942905	0.315513041218017	0.0276707966152832	0.133359235989699	0.463475558933179	-0.0985905301764642	0.585169190772594
ENSG00000004766	VPS50	55610	-0.0485115661938003	0.563916726850482	0.107692494817236	0.216319502866827	-0.155054584954013	0.0608466966210178	-0.144702168394113	0.0768267442181577	0.000604781768926532	0.995662279058146	0.0694948069077435	0.53675455410542
ENSG00000004776	HSPB6	126393	-0.13509284254607	0.151201433591189	0.0244717807818067	0.782708668674721	0.157473310096696	0.0323984356812922	0.119345668726867	0.0883260249342176	0.186869344680957	0.138834617501645	0.102977264133137	0.393956042300357
ENSG00000004777	ARHGAP33	115703	-0.0937569031961001	0.0696766640009699	-0.0564809891101206	0.246299466654485	0.0302229047633631	0.620708752127646	-0.0440730828938638	0.473868698749908	0.0575221275439932	0.397533844756029	0.0977622448084832	0.165553496437236
ENSG00000004779	NDUFAB1	4706	-0.00255894582433314	0.951748186873595	-0.0377238303359313	0.382963527861957	-0.075854553281264	0.212152875884423	-0.022789806965628	0.696475874354397	-0.0958543669297995	0.206282744975942	-0.133296005959567	0.0908352460104796
ENSG00000004799	PDK4	5166	-0.000128596584879848	0.998993123857926	0.0464748798085526	0.650307277996288	0.0554586331085902	0.607017070371847	0.107254445565174	0.329269385780663	-0.0715155546166	0.470996217709942	-0.163563995450947	0.119539352298629
ENSG00000004838	ZMYND10	51364	-0.04109770898964	0.493094856809303	-0.0292791793853637	0.623021497166889	0.11562333096483	0.115688506834857	-0.0435825001010168	0.529118190475889	-0.0533822469086402	0.395398813003244	-0.024936887948257	0.686484292152206
ENSG00000004864	SLC25A13	10165	0.0346563209796944	0.389459056483295	0.108040169062953	0.0201156944980851	-0.216350633819594	0.174507447530537	-0.0950440664377599	0.534072737681106	0.0843982216019983	0.427447349505094	0.706914483421079	6.87629120884763e-05
ENSG00000004866	ST7	7982	0.0570515129264804	0.249807286056095	0.103312538723423	0.0529231430783086	0.0653346439256102	0.325158968238586	0.0477365790547037	0.466695125464093	-0.0909093114784869	0.353202899356363	-0.0395756773810771	0.679952434427003
ENSG00000004897	CDC27	996	0.0979850175645689	0.057853317343552	0.0689188007645578	0.160765783462275	0.0446917442110166	0.523788855100981	0.0205852940401368	0.767015785980503	0.079694371349504	0.615365417912445	0.0830674994153213	0.60072116133595
ENSG00000004939	SLC4A1	6521	-0.0593957228424404	0.395750692728149	-0.0630293785062666	0.368716471181114	0.202436010024076	0.0148151225394398	0.250735313898836	0.00466893782844507	-0.0194592465744279	0.862911956707426	0.00212971918635541	0.984909651878359
ENSG00000004948	CALCR	799	0.0215027310380695	0.673503487368444	0.171567917840086	0.00701965616912621	0.0667735709224906	0.354404085113041	0.116549759441701	0.121941402256784	-0.0216647278148001	0.740746328377364	-0.0283377054118465	0.665889551899948
ENSG00000004961	HCCS	3052	0.00121678848404816	0.986863715924815	0.0331096610981625	0.65600861925235	-0.192978873886393	0.0251100304115966	-0.282109201476231	0.00340089064277654	0.0932455699451511	0.232236400731094	0.174807298525423	0.0399376786234766
ENSG00000004975	DVL2	1856	0.157499128845333	0.0114357088882605	0.0985576804361887	0.0788367693846987	-0.00762373469422428	0.936518571266327	-0.178223741365709	0.0868648615274783	0.0368732593580789	0.585795612038846	0.0501868080507828	0.461526346544218
ENSG00000005001	PRSS22	64063	0.00835365185980486	0.931327857843259	-0.0482072464199286	0.621396542469216	0.0284537169745307	0.754860110179517	-0.0570543101061092	0.534569937881758	-0.00436836031938004	0.964418768226804	-0.0689740865740167	0.48739701044755
ENSG00000005007	UPF1	5976	0.119538084718743	0.245073808860736	0.0378834038504232	0.702657146165367	0.0221142846346374	0.636835219045483	0.0105214575157695	0.821425639337928	-0.0995739016520574	0.387448998890862	0.42255024145968	0.00393676047392154
ENSG00000005020	SKAP2	8935	0.0376973629167221	0.517531850996554	-0.0739315311526427	0.219155566634469	-0.00931741935307606	0.859556214617147	-0.0700131372928325	0.203669122511282	-0.0991821232508947	0.161993939411176	-0.451456229654811	7.06048306541189e-05
ENSG00000005022	SLC25A5	292	-0.052436777193634	0.434518971109617	-0.0955210279043701	0.170449098320248	-0.101571310381331	0.430090474646946	-0.255200905125566	0.0669807142452326	-0.226289230591533	0.389492928432481	-0.1863368444683	0.475541680143146
ENSG00000005059	MCUB	55013	0.011064627989616	0.912753826611293	0.243644609890103	0.0349552536543775	-0.00254076696499972	0.97282372133694	0.0678855496754984	0.373367208549363	-0.331109095787468	0.262073693611526	-1.68234061789672	0.000189721945370138
ENSG00000005073	HOXA11	3207	0.0122559516993936	0.81649767188463	0.0108695901711102	0.836891176097082	-0.026815913703317	0.637168968861431	0.0375350977265829	0.511601598178205	0.0018337795079697	0.976174747323026	0.0797315391196567	0.214823719765889
ENSG00000005075	POLR2J	5439	-0.0511082623564629	0.448528739587949	-0.0458290291274057	0.495378481914475	0.0136513632076962	0.901873970541226	-0.107490411483179	0.343633141184939	-0.176117844722375	0.336611069209604	-0.145317994091101	0.423957773651336
ENSG00000005102	MEOX1	4222	-0.031132373139807	0.798396686068918	-0.0550831513120471	0.652627493440027	-0.0627669552264498	0.340785797648155	-0.00293652291330648	0.963534660212526	-0.118132258654523	0.280663772894504	0.0789429030230031	0.462654175655658
ENSG00000005108	THSD7A	221981	-0.0260606937603798	0.585188962612792	-0.020798078562007	0.6621362283416	0.0135756478094435	0.855137559079993	-0.0336611517670802	0.652324350204685	-0.406272883626808	0.382257242638494	-2.00757682235453	0.00143507805509973
ENSG00000005156	LIG3	3980	-0.00247036240317033	0.954661257658918	0.0271766266110238	0.536207470593237	-0.0904660838708256	0.154067277880212	-0.0994601953510497	0.121094203733038	0.0449249030703509	0.681702116511411	0.0301770284826626	0.782358644260538
ENSG00000005175	RPAP3	79657	0.10975767073699	0.0438761801331721	0.0873257083452046	0.0952793230510296	0.100719216635044	0.435628830002796	0.147764250409878	0.261551696261381	0.249069433356507	0.408939700333567	0.0382167658771628	0.897185748516291
ENSG00000005187	ACSM3	6296	0.0388796067338966	0.718136916717269	0.149783573409278	0.185128895102852	-0.0320207678880333	0.747777254902891	-0.00433013280515659	0.965215794594388	0.0745150303379067	0.281802219237469	0.0160590964741898	0.810595040841583
ENSG00000005189	REXO5	81691	0.0810683368412168	0.324092929580268	0.00972370862541316	0.903174159877952	-0.191851061427998	0.0973596638315643	-0.438975404263378	0.00207251485358341	0.0517591055408939	0.528327862755917	-0.00349045916700641	0.965684437310072
ENSG00000005194	CIAPIN1	57019	0.0599867529261484	0.171898397040551	0.0568568776899454	0.193060326052191	-0.21904636661211	0.0385541005087958	-0.20578123659325	0.0491158497692655	0.106420720776548	0.252119009253418	0.437289897507926	0.000727142009178153
ENSG00000005206	SPPL2B	56928	-0.0109556957276333	0.84381339310299	9.86619916401033e-05	0.998582747915101	-0.0338381400766892	0.540696718486575	-0.0626580857034225	0.268777615748317	0.100729424575993	0.257588000958792	0.113107982751093	0.207811132981434
ENSG00000005238	FAM214B	80256	0.023303500327041	0.700703686076385	0.0580346415620139	0.348812613376527	0.0132518203019139	0.893820028263462	-0.0793586855109694	0.431900970369144	-0.0826552162993011	0.613056907652203	-0.0351862759343513	0.828512681590969
ENSG00000005243	COPZ2	51226	0.0151399842579436	0.773812899058045	0.0410392197385465	0.44276395422285	-0.305624702755476	0.0248910452074942	-0.443523812459427	0.0035130129271481	-0.161293653620342	0.115435880855764	-0.294314492446813	0.011270036547554
ENSG00000005249	PRKAR2B	5577	-0.0180823421024865	0.867556003327078	0.0174574862168035	0.872085669695166	-0.170188313779806	0.0570126144514908	-0.200012575950913	0.0303032065595873	-0.217885798739693	0.194264248290717	-0.42867488746608	0.0222335065648578
ENSG00000005302	MSL3	10943	0.0343738929430568	0.617754400197917	0.180788979970121	0.0237145799515199	-0.0606564584469336	0.40340507858061	-0.0172369336217102	0.808972010621608	-0.0477425379589702	0.685033753454689	-0.118361658520374	0.326104776875202
ENSG00000005339	CREBBP	1387	0.0263544716243258	0.523304829593392	0.0234165171723619	0.569689238624089	-0.0283378227281421	0.574692735396047	-0.0776772185721919	0.144178104992704	0.0474022727631409	0.655397298374668	0.150959944611437	0.175892430115511
ENSG00000005379	TSPOAP1	9256	0.0347509179783536	0.686226683245318	0.0403300473633834	0.639732324300384	0.00926203805346404	0.894522116179544	0.0181098434163842	0.795727059466161	0.024764086988009	0.859335322990184	0.12827660910288	0.369597644029178
ENSG00000005381	MPO	4353	-0.02855753646578	0.618764920949961	0.048206122033627	0.407003344711839	0.100478896717127	0.15910904833551	0.0684039208364564	0.323777898422144	-0.0162390473566703	0.847330356494538	0.00460265984481723	0.956439191869643
ENSG00000005421	PON1	5444	-0.0581626796972567	0.403857597019086	0.0685807842584096	0.328664499983015	-0.0266415623548963	0.752220101249272	-0.00697546192589638	0.93394948548617	-0.0114900519661967	0.888093510017537	0.0220419736611936	0.787524747361934
ENSG00000005436	GCFC2	6936	0.0103570088774161	0.916769907888652	-0.0154940152389145	0.875816414115627	0.160799444952835	0.214805350347803	0.295189037818622	0.0362345739885653	0.183851693752881	0.389797046301036	0.29506796233037	0.181093891885038
ENSG00000005469	CROT	54677	0.0354173436885397	0.599792577099556	-0.0283935207300265	0.673139903478004	-0.0583633593550443	0.627042131900261	-0.116356127904059	0.341794201920308	-0.0333598312356167	0.737156042426277	-0.118668024332616	0.249501285389711
ENSG00000005471	ABCB4	5244	0.0318064574050598	0.700629935415619	0.0638389091204297	0.446096373794	0.26124160037743	0.0245754120440309	0.18857553199731	0.0842488913031037	-0.0877103577594962	0.526575647627579	-0.0221370844264115	0.871622477202922
ENSG00000005700	IBTK	25998	0.0650166369757912	0.483258737870881	0.108664826607818	0.252738903258422	0.0467412199610511	0.681274982443803	0.123193554548749	0.29184461085176	0.304794620746824	0.123564440203225	0.0412887427438555	0.823018319539152
ENSG00000005801	ZNF195	7748	0.105409407023254	0.0768375229425738	0.127044565396218	0.0394074906613964	-0.195901522034353	0.0379981865693596	-0.147439638902783	0.101316422634962	0.16655653124669	0.147485836592544	-0.206599094512558	0.0809659543677973
ENSG00000005810	MYCBP2	23077	0.0186764069295871	0.91139519099625	-0.513319338242227	0.0118460597175339	0.148614003754529	0.316308608704157	0.171766889446156	0.251017462155306	-0.266951454690713	0.0144969882613072	-0.719924076890095	1.99364141242264e-05
ENSG00000005844	ITGAL	3683	0.0640985275168742	0.138948572273331	0.0588622304532702	0.170198147167428	0.134279243643857	0.109973855466034	0.131007096320353	0.117754431151405	-0.0176402268939757	0.945159262086933	-0.564716190705321	0.0500297159439112
ENSG00000005882	PDK2	5164	-0.066356204505813	0.336529130501145	0.0444330907926567	0.513731427449791	-0.0311727954486036	0.637465448504006	-0.0846378243177472	0.217498701320398	-0.00124886461430762	0.985096333227462	0.0278656069476537	0.678356889011979
ENSG00000005884	ITGA3	3675	0.078135160278042	0.41546877146727	0.225589610936336	0.0359289681677256	0.0662928587612637	0.553409380154825	0.028715555117671	0.795811394719647	-0.225996511131126	0.152583068528317	-0.654393710383408	0.00146188752705236
ENSG00000005889	ZFX	7543	-0.115799332323969	0.048320516283553	-0.0330344295801597	0.531043009180662	0.0648174477823931	0.536581223488885	0.0144132300278033	0.889588752298469	-0.00520326855877729	0.953421769540281	0.0501963931758032	0.576572260109024
ENSG00000005893	LAMP2	3920	-0.00784431954513209	0.841421029481549	-0.018000066726735	0.647777958012083	0.0946451762566962	0.179370358370973	0.0812187141762823	0.243245764469026	0.0246579770061306	0.682733171960437	-0.191021844658234	0.00976195555612657
ENSG00000005961	ITGA2B	3674	-0.0286634887922901	0.590050008746772	0.0272475878755167	0.60825678866406	0.0167433725379778	0.791486710114543	-0.0374293173832121	0.557545534684569	0.0417912433940675	0.623995468189432	0.00268239371344325	0.974722714987059
ENSG00000005981	ASB4	51666	-0.0504566746285129	0.277832014919754	-0.0468322177121401	0.311602409372997	0.133379029115817	0.129062535033468	0.0302317941839967	0.714360661712955	-0.0330581921670035	0.69949389847275	-0.00157460947949017	0.985266776278498
ENSG00000006007	GDE1	51573	-0.0542146239267094	0.673389778672656	-0.128353729987568	0.329347346989621	0.141734051288102	0.319153323552758	0.0937129607549387	0.503552816897461	-0.527261267069709	0.004158994768195	-0.953652465691874	7.30706999599706e-05
ENSG00000006015	REX1BD	55049	0.0175660325348952	0.676447332105836	0.0296307209316726	0.48547756673606	-0.0978131607258526	0.175253423188789	-0.109063460856192	0.135116043081963	-0.0354786935759055	0.660092794210495	-0.467622050450085	0.000211072671504993
ENSG00000006016	CRLF1	9244	0.198053672379547	0.033497895317652	0.10471528901272	0.217649461633148	-0.223505006750433	0.0185550802753647	-0.11351041476741	0.181211802421177	-0.224546093661244	0.151815849268303	-0.032481579288556	0.825768216710386
ENSG00000006025	OSBPL7	114881	-0.0359721225509637	0.45894187312973	-0.0639538834955236	0.202249444336294	0.0445628089703876	0.378818379325744	0.0152312261360876	0.75913205243866	-0.0449701510326923	0.64448515600652	-0.0331709490833161	0.732852824414836
ENSG00000006047	YBX2	51087	0.0151391535821608	0.769991683659612	0.00454788640076309	0.929849923285646	0.271452270602844	0.017152314632593	0.20201686118465	0.0587040661106421	0.0830988757002684	0.452365909352433	0.0181558333733194	0.867521196476743
ENSG00000006062	MAP3K14	9020	0.0835783041689195	0.199060312993419	0.177748248010606	0.0162930027727908	-0.0520888348853434	0.667848802219479	-0.236599438982506	0.0738814372735827	0.100759360196489	0.658294642139425	-0.134440145325456	0.556862159273279
ENSG00000006071	ABCC8	6833	-0.178568817891406	0.0284474888641779	-0.0164483691665933	0.815604897706841	0.293029824673143	0.0544045169453972	0.24319965649159	0.100138966010079	0.225095227423463	0.00968654935206675	0.24809706182517	0.00572379433463194
ENSG00000006116	CACNG3	10368	0.063320331067386	0.507778847894851	0.0377935672736895	0.69022020499377	0.101158955672653	0.0836946892782623	0.0733253286509337	0.192935929109786	-0.0048113106780332	0.958909412400774	-0.0839355666903001	0.379606806139351
ENSG00000006118	TMEM132A	54972	0.00137811878639393	0.985470881161668	-0.0636565882784828	0.409616871642678	0.0049203053353879	0.934842083725523	0.0414898833302546	0.496117278951241	0.0616753442541458	0.531842447497588	0.153895866509267	0.139369583108662
ENSG00000006128	TAC1	6863	0.141895109856064	0.0261625320187834	-0.0503291737007696	0.370415455563011	-0.279395418902113	0.0108696489593275	-0.189471317582033	0.0590607663322433	0.0656337413413635	0.580935136781656	0.167155021481074	0.178919615063245
ENSG00000006194	ZNF263	10127	0.0206232985343728	0.801767375445936	-0.0729769285678872	0.384049218081247	-0.349967506564395	0.0165571254682804	-0.457009188850588	0.00390677765386454	-0.00370251655400811	0.971708135081979	0.169410937792041	0.129787220153514
ENSG00000006210	CX3CL1	6376	-0.050763970546746	0.293618542772925	-0.0307680252364033	0.516029912311179	0.0406095431902069	0.547697481076194	0.0793492878785735	0.252770920703737	-0.053057300343804	0.439102400381018	-0.0706160932447533	0.309385744174012
ENSG00000006282	SPATA20	64847	-0.0795562939209518	0.339640276496892	-0.0280875502373714	0.730038169521439	-0.227652186493973	0.033545667860047	-0.0568015327036067	0.5493862160538	-0.0263939294624445	0.886983575701237	-0.143810452807739	0.446251879055123
ENSG00000006283	CACNA1G	8913	-0.0123613417976136	0.730941662590445	0.0158539595167229	0.659892444509682	0.0468253444343896	0.363685947552821	0.0121087794707999	0.810307967770507	0.0903602708640463	0.261310942130085	0.0471447529353037	0.547182376029633
