ENSG_ID	hgnc_symbol	entrezgene_id	caco2_L_logFC	caco2_L_FC	caco2_L_pval	caco2_H_logFC	caco2_H_FC	caco2_H_pval
ENSG00000004139	SARM1	23098	-0.127932366889769	-1.09272651120952	0.0915185563559816	-0.15564357381618	-1.11391841681116	0.0471762906435436
ENSG00000004142	POLDIP2	26073	0.0294267316250263	1.02060649758	0.567700962559251	0.0229500313217716	1.01603495135489	0.654642605437564
ENSG00000004399	PLXND1	23129	0.0233649734014758	1.01632722122375	0.541343900992324	0.0406552692173996	1.02858089997461	0.29800805227615
ENSG00000004455	AK2	204	-0.142212868682394	-1.10359656295964	0.046621542665252	-0.0884105986715031	-1.0631982231645	0.185628975318784
ENSG00000004468	CD38	952	0.0319899064609199	1.02242137740988	0.60834168426126	-0.0337230435885436	-1.02365036981088	0.589369084784998
ENSG00000004478	FKBP4	2288	0.154445272738156	1.11299358140968	0.0252162955382575	0.142041102316889	1.10346517726745	0.0358848412569628
ENSG00000004487	KDM1A	23028	0.0749474141987028	1.05332264196091	0.325899386217163	-0.0662007427958837	-1.04695594979581	0.382670098824821
ENSG00000004534	RBM6	10180	0.0287516571174828	1.0201290409885	0.727228212706106	0.202360641161053	1.15057947627504	0.0321152619133481
ENSG00000004700	RECQL	5965	0.189546520693839	1.14040519835134	0.0240926186499219	0.0364872402224226	1.0256135590368	0.614696291190672
ENSG00000004766	VPS50	55610	-0.0485115661938003	-1.03419738797793	0.563916726850482	0.107692494817236	1.07750345463676	0.216319502866827
ENSG00000004776	HSPB6	126393	-0.13509284254607	-1.09816348223066	0.151201433591189	0.0244717807818067	1.01710722672742	0.782708668674721
ENSG00000004777	ARHGAP33	115703	-0.0937569031961001	-1.06714550688213	0.0696766640009699	-0.0564809891101206	-1.03992608483856	0.246299466654485
ENSG00000004779	NDUFAB1	4706	-0.00255894582433314	-1.00177530006592	0.951748186873595	-0.0377238303359313	-1.02649302922684	0.382963527861957
ENSG00000004799	PDK4	5166	-0.000128596584879848	-1.000089140333	0.998993123857926	0.0464748798085526	1.0327384173724	0.650307277996288
ENSG00000004838	ZMYND10	51364	-0.04109770898964	-1.02889638930199	0.493094856809303	-0.0292791793853637	-1.02050211996065	0.623021497166889
ENSG00000004864	SLC25A13	10165	0.0346563209796944	1.02431278202784	0.389459056483295	0.108040169062953	1.07776315286377	0.0201156944980851
ENSG00000004866	ST7	7982	0.0570515129264804	1.04033741218782	0.249807286056095	0.103312538723423	1.07423716414238	0.0529231430783086
ENSG00000004897	CDC27	996	0.0979850175645689	1.07027758350102	0.057853317343552	0.0689188007645578	1.04893028894793	0.160765783462275
ENSG00000004939	SLC4A1	6521	-0.0593957228424404	-1.04202921235262	0.395750692728149	-0.0630293785062666	-1.04465703565572	0.368716471181114
ENSG00000004948	CALCR	799	0.0215027310380695	1.01501618420215	0.673503487368444	0.171567917840086	1.12628186046948	0.00701965616912621
ENSG00000004961	HCCS	3052	0.00121678848404816	1.00084376928024	0.986863715924815	0.0331096610981625	1.02321524267993	0.65600861925235
ENSG00000004975	DVL2	1856	0.157499128845333	1.11535203004942	0.0114357088882605	0.0985576804361887	1.07070250344384	0.0788367693846987
ENSG00000005001	PRSS22	64063	0.00835365185980486	1.00580710648316	0.931327857843259	-0.0482072464199286	-1.0339792590493	0.621396542469216
ENSG00000005007	UPF1	5976	0.119538084718743	1.0863869725886	0.245073808860736	0.0378834038504232	1.02660657377702	0.702657146165367
ENSG00000005020	SKAP2	8935	0.0376973629167221	1.02647419754632	0.517531850996554	-0.0739315311526427	-1.052581199085	0.219155566634469
ENSG00000005022	SLC25A5	292	-0.052436777193634	-1.03701501070648	0.434518971109617	-0.0955210279043701	-1.0684512084879	0.170449098320248
ENSG00000005059	MCUB	55013	0.011064627989616	1.00769890099364	0.912753826611293	0.243644609890103	1.18397991709382	0.0349552536543775
ENSG00000005073	HOXA11	3207	0.0122559516993936	1.00853136479071	0.81649767188463	0.0108695901711102	1.00756267947397	0.836891176097082
ENSG00000005075	POLR2J	5439	-0.0511082623564629	-1.03606050843363	0.448528739587949	-0.0458290291274057	-1.03227619526929	0.495378481914475
ENSG00000005102	MEOX1	4222	-0.031132373139807	-1.02181383398987	0.798396686068918	-0.0550831513120471	-1.03891898080777	0.652627493440027
ENSG00000005108	THSD7A	221981	-0.0260606937603798	-1.0182280354206	0.585188962612792	-0.020798078562007	-1.01452054305445	0.6621362283416
ENSG00000005156	LIG3	3980	-0.00247036240317033	-1.00171379159985	0.954661257658918	0.0271766266110238	1.0190159453063	0.536207470593237
ENSG00000005175	RPAP3	79657	0.10975767073699	1.07904697392812	0.0438761801331721	0.0873257083452046	1.06239901068279	0.0952793230510296
ENSG00000005187	ACSM3	6296	0.0388796067338966	1.02731570604624	0.718136916717269	0.149783573409278	1.10940303195422	0.185128895102852
ENSG00000005189	REXO5	81691	0.0810683368412168	1.05780106781201	0.324092929580268	0.00972370862541316	1.00676272587246	0.903174159877952
ENSG00000005194	CIAPIN1	57019	0.0599867529261484	1.04245618878526	0.171898397040551	0.0568568776899454	1.04019706883432	0.193060326052191
ENSG00000005206	SPPL2B	56928	-0.0109556957276333	-1.00762281646192	0.84381339310299	9.86619916401033e-05	1.0000683896198	0.998582747915101
ENSG00000005238	FAM214B	80256	0.023303500327041	1.01628391655706	0.700703686076385	0.0580346415620139	1.0410465946836	0.348812613376527
ENSG00000005243	COPZ2	51226	0.0151399842579436	1.01054949503787	0.773812899058045	0.0410392197385465	1.02885467698047	0.44276395422285
ENSG00000005249	PRKAR2B	5577	-0.0180823421024865	-1.01261260076403	0.867556003327078	0.0174574862168035	1.01217411590011	0.872085669695166
ENSG00000005302	MSL3	10943	0.0343738929430568	1.02411227788468	0.617754400197917	0.180788979970121	1.13350360541663	0.0237145799515199
ENSG00000005339	CREBBP	1387	0.0263544716243258	1.01843539962943	0.523304829593392	0.0234165171723619	1.01636353262135	0.569689238624089
ENSG00000005379	TSPOAP1	9256	0.0347509179783536	1.02437994805318	0.686226683245318	0.0403300473633834	1.02834905660083	0.639732324300384
ENSG00000005381	MPO	4353	-0.02855753646578	-1.01999178759365	0.618764920949961	0.048206122033627	1.03397845320216	0.407003344711839
ENSG00000005421	PON1	5444	-0.0581626796972567	-1.04113899091145	0.403857597019086	0.0685807842584096	1.04868455841632	0.328664499983015
ENSG00000005436	GCFC2	6936	0.0103570088774161	1.0072047618055	0.916769907888652	-0.0154940152389145	-1.01079750984319	0.875816414115627
ENSG00000005469	CROT	54677	0.0354173436885397	1.02485325031963	0.599792577099556	-0.0283935207300265	-1.01987583433291	0.673139903478004
ENSG00000005471	ABCB4	5244	0.0318064574050598	1.02229137743995	0.700629935415619	0.0638389091204297	1.04524338213797	0.446096373794
ENSG00000005700	IBTK	25998	0.0650166369757912	1.04609700318062	0.483258737870881	0.108664826607818	1.07822990337931	0.252738903258422
ENSG00000005801	ZNF195	7748	0.105409407023254	1.07579963683759	0.0768375229425738	0.127044565396218	1.09205427919492	0.0394074906613964
ENSG00000005810	MYCBP2	23077	0.0186764069295871	1.01302965452975	0.91139519099625	-0.513319338242227	-1.42733040805965	0.0118460597175339
ENSG00000005844	ITGAL	3683	0.0640985275168742	1.04543149453945	0.138948572273331	0.0588622304532702	1.0416439529142	0.170198147167428
ENSG00000005882	PDK2	5164	-0.066356204505813	-1.04706877359245	0.336529130501145	0.0444330907926567	1.03127785747036	0.513731427449791
ENSG00000005884	ITGA3	3675	0.078135160278042	1.05565261283977	0.41546877146727	0.225589610936336	1.16925501043439	0.0359289681677256
ENSG00000005889	ZFX	7543	-0.115799332323969	-1.0835752394619	0.048320516283553	-0.0330344295801597	-1.02316188696251	0.531043009180662
ENSG00000005893	LAMP2	3920	-0.00784431954513209	-1.00545207674522	0.841421029481549	-0.018000066726735	-1.01255485418262	0.647777958012083
ENSG00000005961	ITGA2B	3674	-0.0286634887922901	-1.02006669910879	0.590050008746772	0.0272475878755167	1.0190660684691	0.60825678866406
ENSG00000005981	ASB4	51666	-0.0504566746285129	-1.03559268129976	0.277832014919754	-0.0468322177121401	-1.03299424571952	0.311602409372997
ENSG00000006007	GDE1	51573	-0.0542146239267094	-1.03829372182656	0.673389778672656	-0.128353729987568	-1.09304570678454	0.329347346989621
ENSG00000006015	REX1BD	55049	0.0175660325348952	1.01225027330253	0.676447332105836	0.0296307209316726	1.0207508160432	0.48547756673606
ENSG00000006016	CRLF1	9244	0.198053672379547	1.14714970068038	0.033497895317652	0.10471528901272	1.07528216621818	0.217649461633148
ENSG00000006025	OSBPL7	114881	-0.0359721225509637	-1.02524742666154	0.45894187312973	-0.0639538834955236	-1.04532668525476	0.202249444336294
ENSG00000006047	YBX2	51087	0.0151391535821608	1.01054891318326	0.769991683659612	0.00454788640076309	1.00315732853119	0.929849923285646
ENSG00000006062	MAP3K14	9020	0.0835783041689195	1.05964300736117	0.199060312993419	0.177748248010606	1.13111706435895	0.0162930027727908
ENSG00000006071	ABCC8	6833	-0.178568817891406	-1.13176059925441	0.0284474888641779	-0.0164483691665933	-1.01146638142116	0.815604897706841
ENSG00000006116	CACNG3	10368	0.063320331067386	1.0448677359647	0.507778847894851	0.0377935672736895	1.02654264900691	0.69022020499377
ENSG00000006118	TMEM132A	54972	0.00137811878639393	1.00095569553749	0.985470881161668	-0.0636565882784828	-1.04511129766624	0.409616871642678
ENSG00000006128	TAC1	6863	0.141895109856064	1.10335351857223	0.0261625320187834	-0.0503291737007696	-1.03550116286415	0.370415455563011
ENSG00000006194	ZNF263	10127	0.0206232985343728	1.01439764307692	0.801767375445936	-0.0729769285678872	-1.05188495743229	0.384049218081247
ENSG00000006210	CX3CL1	6376	-0.050763970546746	-1.0358132873803	0.293618542772925	-0.0307680252364033	-1.02155581083843	0.516029912311179
ENSG00000006282	SPATA20	64847	-0.0795562939209518	-1.05669300082518	0.339640276496892	-0.0280875502373714	-1.01965955936517	0.730038169521439
ENSG00000006283	CACNA1G	8913	-0.0123613417976136	-1.00860504155463	0.730941662590445	0.0158539595167229	1.01104972958473	0.659892444509682
ENSG00000006327	TNFRSF12A	51330	-0.134890070494802	-1.09800914523799	0.102462252391379	0.0640057404867154	1.04536425970356	0.410725313373646
ENSG00000006377	DLX6	1750	-0.147866464558169	-1.10792979345286	0.0589181533340586	-0.0396556757263034	-1.0278684786821	0.576262501689321
ENSG00000006432	MAP3K9	4293	-0.0827746735542365	-1.05905291423216	0.193013976400722	-0.0569122176602268	-1.04023697025306	0.3586050918394
ENSG00000006451	RALA	5898	0.0315670605250062	1.02212175527084	0.628269994272478	0.013302838406327	1.00926346770744	0.83742903864847
ENSG00000006459	KDM7A	80853	-0.171257692559983	-1.12603970011524	0.126944021253437	0.0583092343183411	1.04124475926601	0.580925866086257
ENSG00000006468	ETV1	2115	-0.00754024277400323	-1.00524017998618	0.843784224084236	-0.0415710917225667	-1.02923405019906	0.292463562529824
ENSG00000006530	AGK	55750	0.0585130505416402	1.04139187113642	0.280744277066782	-0.08186240935495	-1.0583834514311	0.142875069260553
ENSG00000006534	ALDH3B1	221	-0.0818378535020123	-1.05836543702995	0.171973655150521	-0.191028051047431	-1.14157690316657	0.00713132664379871
ENSG00000006555	TTC22	55001	0.0212035677948699	1.01480572804648	0.672773956778607	0.0324067002274899	1.0227167970283	0.521451487230759
ENSG00000006576	PHTF2	57157	-0.0260119819957887	-1.01819365611963	0.560033792839875	-0.0436535338966726	-1.03072075941546	0.336382631223664
ENSG00000006607	FARP2	9855	0.0351835313277267	1.02468716952309	0.730430983835861	0.171369597955163	1.12612704692194	0.117478700821179
ENSG00000006611	USH1C	10083	-0.0587980094081235	-1.04159758554443	0.193768660116823	-0.0298526293421038	-1.02090783509857	0.493876262415524
ENSG00000006625	GGCT	79017	-0.00132765613461849	-1.00092068467664	0.977191350083318	0.0187110469263345	1.01305397828787	0.68838009057356
ENSG00000006634	DBF4	10926	0.0275967031804267	1.01931270036349	0.629292662207235	-0.0653240577157259	-1.04631993746107	0.267228425998382
ENSG00000006638	TBXA2R	6915	-0.00838610485432012	-1.00582973206841	0.808201852279202	-0.00404455342107024	-1.00280740419957	0.906678556598147
ENSG00000006652	IFRD1	3475	0.00316521070738851	1.00219636536214	0.95713511901181	0.166570338904632	1.12238710478742	0.0173891449069765
ENSG00000006659	LGALS14	56891	-0.0174603372308688	-1.0121761161326	0.759222178124723	-0.0487640481284703	-1.03437839574455	0.400487175997855
ENSG00000006695	COX10	1352	0.0444253827505543	1.03127234756585	0.424941046310613	0.0195861753154345	1.01366867592905	0.721045749302277
ENSG00000006704	GTF2IRD1	9569	0.0809432057266903	1.05770932417754	0.213864108477818	-0.0462616387053281	-1.03258578220088	0.464146528895592
ENSG00000006712	PAF1	54623	0.0384433043673651	1.0270050704011	0.573570509927949	0.186817330083457	1.13824989800635	0.0194990812962345
ENSG00000006715	VPS41	27072	-0.0454632325911062	-1.03201449395384	0.5564910427108	0.0219094205662538	1.01530235323274	0.775188508145886
ENSG00000006740	ARHGAP44	9912	0.000971166314589489	1.00067338781666	0.983755548130759	0.0309433215524861	1.02167994369051	0.52152580545116
ENSG00000006744	ELAC2	60528	-0.0147894859577296	-1.01030401498259	0.865885770356032	-0.0846558878575703	-1.0604347759148	0.345888055845562
ENSG00000006747	SCIN	85477	-0.236258683032467	-1.17793398060135	0.153789466010787	-0.334383407128092	-1.2608384244179	0.0549744126035433
ENSG00000006756	ARSD	414	-0.00359243498809025	-1.00249318902285	0.932209327439838	-0.0773219387281365	-1.05505772790546	0.0924453742711377
ENSG00000006757	PNPLA4	8228	-0.0199610248897226	-1.01393208755008	0.760231255942406	-0.0781746316866974	-1.05568149535791	0.249157385628129
ENSG00000006788	MYH13	8735	-0.155593948859907	-1.11388010157443	0.113689551819437	-0.141773610720273	-1.10326060160057	0.144864134770096
ENSG00000006831	ADIPOR2	79602	-0.0616239008965245	-1.04363982336811	0.255725633353198	-0.0758361449649225	-1.05397171096462	0.169473951478742
ENSG00000007038	PRSS21	10942	-0.0127308477442991	-1.00886340058458	0.822759758640704	0.043408171012123	1.03054547697044	0.451869436004584
ENSG00000007047	MARK4	57787	-0.0255198079939305	-1.01784635959321	0.723827405915999	0.02784220402578	1.01948616974916	0.70006030829277
ENSG00000007062	PROM1	8842	-0.0201207753637007	-1.01404436706527	0.676549627483927	-0.0844098576235321	-1.06025394991641	0.104034486047413
ENSG00000007129	CEACAM21	90273	-0.0225793603642099	-1.01577393550602	0.562026118108777	-0.00421527210102668	-1.00292607660159	0.91298164772862
ENSG00000007168	PAFAH1B1	5048	0.00835586478729677	1.00580864927622	0.81010929737108	0.00366415008757315	1.00254302331469	0.915970168346373
ENSG00000007171	NOS2	4843	0.180768485328143	1.13348750320174	0.0332120288640888	0.0934173009875527	1.06689433646148	0.226461322461415
ENSG00000007174	DNAH9	1770	-0.0111001810374098	-1.00772373452229	0.856300715364698	-0.0344589772678998	-1.02417267767034	0.577115824411953
ENSG00000007202	KIAA0100	9703	-0.0461488808817365	-1.03250508075515	0.400740426598134	-0.0422120347213206	-1.02969140736668	0.440620597596716
ENSG00000007216	SLC13A2	9058	0.195387362587573	1.14503155948416	0.0488373111909268	0.148095288073097	1.10810553433277	0.11848335018654
ENSG00000007255	TRAPPC6A	79090	-0.168318965110563	-1.12374832482427	0.032998275233152	-0.113445779189274	-1.08180898063923	0.124152273610067
ENSG00000007264	MATK	4145	-0.000677145637252963	-1.00046947175668	0.992338160668368	-0.112586560612607	-1.08116488496461	0.135155630091533
ENSG00000007306	CEACAM7	1087	-0.0843529511109633	-1.0602121294602	0.240775139697589	0.268413896522569	1.20448288721785	0.00313747233805722
ENSG00000007314	SCN4A	6329	0.0136401899945233	1.00949949572081	0.882145254421092	0.123070369442446	1.08905013396449	0.202105192073099
ENSG00000007341	ST7L	54879	-0.0563300781245069	-1.03981731059437	0.18234348107028	0.0410596773559928	1.02886926638712	0.319628691439367
ENSG00000007350	TKTL1	8277	-0.0484539449863901	-1.03415608298243	0.51440524396307	-0.119949653830047	-1.086696939069	0.12727465898101
ENSG00000007372	PAX6	5080	-0.0852647218700535	-1.0608823861109	0.103962691181774	-0.104541068106534	-1.07515232219911	0.0537968081895139
ENSG00000007384	RHBDF1	64285	-0.0356275570818188	-1.02500259135818	0.753805211192785	0.0760687304094469	1.05414164170753	0.507350151551077
ENSG00000007392	LUC7L	55692	0.0909716032142205	1.06508723891308	0.534766539899532	0.200302371782902	1.1489391337901	0.189036541506852
ENSG00000007402	CACNA2D2	9254	0.0379653926544496	1.026664917803	0.758736634581741	-0.0737332283143766	-1.05243652852834	0.553818331083488
ENSG00000007516	BAIAP3	8938	0.0293955518519895	1.02058444029542	0.567523711570803	0.00886783040666206	1.00616564144154	0.861890154661814
ENSG00000007520	TSR3	115939	0.0514237596713532	1.03628710521482	0.364247107222499	0.0728542134239731	1.05179548826481	0.208833680567277
ENSG00000007541	PIGQ	9091	0.105682013513257	1.07600293529221	0.151968971490745	0.0745763661102532	1.05305177175851	0.297987648390969
ENSG00000007866	TEAD3	7005	-0.0113794063983743	-1.00791879255413	0.858961298060977	0.159462013210888	1.11687057487405	0.0306025977940713
ENSG00000007908	SELE	6401	0.0413738918622131	1.02909337532712	0.672119194573853	0.039161430770013	1.02751640718593	0.688549023401845
ENSG00000007923	DNAJC11	55735	0.250119895222965	1.18930594820925	0.0195515120587957	0.014277024306204	1.00994520726069	0.874961005369844
ENSG00000007933	FMO3	2328	-0.180027851010483	-1.13290575565968	0.0162607747050342	-0.30153231558808	-1.23245273140444	0.000806189694635157
ENSG00000007944	MYLIP	29116	-0.365879336175115	-1.28866684473064	0.0449379391504192	-1.068756728415	-2.09762491749231	7.97422447421886e-05
ENSG00000007952	NOX1	27035	0.143294341533731	1.10442415100765	0.0719832058613585	0.191885188432896	1.14225534105039	0.0232667218793276
ENSG00000007968	E2F2	1870	0.00455117018142648	1.00315961186363	0.934557563228565	-0.0189471738629003	-1.01321979913188	0.733287525788686
ENSG00000008018	PSMB1	5689	-0.0204648630124655	-1.01428624892162	0.59683594404442	0.000897648608463086	1.00062239621028	0.981337914972027
ENSG00000008056	SYN1	6853	-0.0270948858106468	-1.01895821112342	0.680308754070913	0.0531969774456837	1.03756158970389	0.424886691170114
ENSG00000008083	JARID2	3720	0.0084136882753798	1.0058489630836	0.880584796636039	-0.108392640734841	-1.07802649846257	0.0777097572271479
ENSG00000008086	CDKL5	6792	-0.10246249527507	-1.07360440442917	0.19749657550119	-0.0919991694123219	-1.06584612243936	0.243015578405109
ENSG00000008118	CAMK1G	57172	0.0211731201702263	1.01478431111707	0.706212076092104	0.0687901531709527	1.04883675820348	0.237906061877664
ENSG00000008130	NADK	65220	0.0372884603882637	1.0261833055651	0.366493155732383	0.0337284198629666	1.02365418450172	0.412049242841723
ENSG00000008196	TFAP2B	7021	0.0247991549793833	1.01733805336415	0.737707340150543	0.0799668683998527	1.05699376634129	0.294224817268119
ENSG00000008226	DLEC1	9940	-0.0123750018855699	-1.00861459152772	0.85667576272928	-0.00293326307066044	-1.0020352513454	0.965822676585904
ENSG00000008256	CYTH3	9265	-0.0148863934555203	-1.01037188055337	0.722196864203219	0.00247789592810688	1.00171902240422	0.952640815613366
ENSG00000008277	ADAM22	53616	0.0161110775454034	1.01122993556896	0.708788451034101	0.0343350318924758	1.02408469232994	0.432514764653009
ENSG00000008282	SYPL1	6856	-0.00897146252839853	-1.00623791924273	0.865075424033642	0.0625445190532989	1.04430600739261	0.253900688134777
ENSG00000008283	CYB561	1534	-0.199265300905964	-1.1481135239959	0.00308159780481265	-0.438697692227753	-1.35538028553314	1.01462659550145e-05
ENSG00000008294	SPAG9	9043	0.0527705278558805	1.03725493977914	0.391416847915826	-0.0214787167792401	-1.01499928897633	0.722494450770674
ENSG00000008300	CELSR3	1951	0.14282278665027	1.10406322130085	0.052305104817933	0.0916416447181163	1.06558202012758	0.185390997576217
ENSG00000008311	AASS	10157	-0.0520735012301268	-1.03675391935286	0.554638690665943	-0.109332947203547	-1.07872935365715	0.229767099647328
ENSG00000008323	PLEKHG6	55200	0.028165529413231	1.01971467452031	0.638357669565801	0.0498337709826302	1.03514564627249	0.411878734459328
ENSG00000008324	SS18L2	51188	0.0177461221922837	1.0123766390126	0.769388661421659	0.0103251081221725	1.00718249082207	0.864335056278141
ENSG00000008405	CRY1	1407	0.190440902943393	1.14111239866659	0.151934508173892	0.114161733868814	1.08234597452625	0.372510615795463
ENSG00000008438	PGLYRP1	8993	-0.161192035154206	-1.1182106845476	0.0996739376989525	-0.091745383540947	-1.06565864491362	0.32343716408465
ENSG00000008441	NFIX	4784	-0.0397203057871036	-1.02791452631408	0.626993583815338	-0.0776815856405602	-1.05532077417889	0.350906791210363
ENSG00000008513	ST3GAL1	6482	-0.193018119790087	-1.1431526929575	0.223911960717386	-0.333978844481987	-1.26048490783837	0.050209957876403
ENSG00000008516	MMP25	64386	-0.101669078694719	-1.0730141332186	0.238148111827448	-0.101491828623019	-1.07288231038452	0.238904569394865
ENSG00000008517	IL32	9235	0.00980223066525809	1.00681752277132	0.960722133877656	0.429514230060076	1.34678002612329	0.0537202695594595
ENSG00000008710	PKD1	5310	0.0241909857746134	1.01690928410517	0.667299365488422	0.0242845880645097	1.01697526348598	0.666102829189774
ENSG00000008735	MAPK8IP2	23542	0.0188978148526928	1.01318513437635	0.72398884910076	0.023954189877359	1.01674238799835	0.655134073262542
ENSG00000008838	MED24	9862	-0.0708762176932236	-1.0503544204107	0.379364043645222	0.0376251953472684	1.02642285177117	0.635329144300689
ENSG00000008853	RHOBTB2	23221	0.138281128552354	1.10059305384607	0.165322608939235	0.132660688790543	1.09631371338229	0.181364319053119
ENSG00000008952	SEC62	7095	-0.000440297308500703	-1.00030523741346	0.99225613835492	-0.113539713303869	-1.08187941969541	0.0300701345014798
ENSG00000008988	RPS20	6224	-0.22024898263189	-1.16493461541167	0.0415485611948345	0.0119405851074648	1.00831092850309	0.900342960815123
ENSG00000009307	CSDE1	7812	0.0201664356367335	1.0140764613569	0.681053568501955	0.0564845183144342	1.0399286287692	0.264724975533499
ENSG00000009335	UBE3C	9690	-0.00421645141821969	-1.00292689643421	0.941441698826517	-0.0330419063267051	-1.02316718949819	0.568479552548641
ENSG00000009413	REV3L	5980	0.0610848714173047	1.04324996443378	0.66972467551059	0.058124982129991	1.04111178634413	0.684698056263107
