ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	14/457	128/12465	0.000247403160887113	0.0284984642689238	0.0259895904586203	5885/5886/5883/5965/5980/5981/5982/5983/5984/6117/6118/6119/6188/5976	14
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	9/457	59/12465	0.000272123170528149	0.0284984642689238	0.0259895904586203	8924/5608/8930/5427/5428/5431/5434/5582/5591	9
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA	REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA	5/457	17/12465	0.000278138164786794	0.0284984642689238	0.0259895904586203	1653/2068/2176/1647/3014	5
REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS	REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS	4/457	10/12465	0.000314002861782631	0.0296147681527278	0.0270076200792223	2175/2176/2177/2178	4
Novel intracellular components of RIG-I-like receptor (RLR) pathway%WikiPathways_20190910%WP3865%Homo sapiens	Novel intracellular components of RIG-I-like receptor (RLR) pathway%WikiPathways_20190910%WP3865%Homo sapiens	9/457	61/12465	0.000352008190738918	0.0296147681527278	0.0270076200792223	1027/2138/2175/2176/2177/2178/4292/4331/4332	9
KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM	8/457	49/12465	0.000368759216210916	0.0296147681527278	0.0270076200792223	595/1017/1018/1022/1025/1026/1027/1032	8
REACTOME_KERATINIZATION	REACTOME_KERATINIZATION	19/457	216/12465	0.000377966260207487	0.0296147681527278	0.0270076200792223	5885/5886/5883/5929/5930/5932/5934/5965/5980/5981/5982/5983/5984/5985/6117/6118/6119/6188/5976	19
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	7/457	39/12465	0.000472348418190982	0.0335934772274854	0.0306360618938819	4172/4173/4174/4175/4176/4193/4194	7
REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS	REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS	4/457	11/12465	0.000479186236728395	0.0335934772274854	0.0306360618938819	9156/2139/3148/4292	4
Biomarkers for urea cycle disorders%WikiPathways_20190910%WP4583%Homo sapiens	Biomarkers for urea cycle disorders%WikiPathways_20190910%WP4583%Homo sapiens	4/457	12/12465	0.000698051887422605	0.0454573344062601	0.0414554796150025	581/602/604/4175	4
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	13/457	126/12465	0.000716669686585182	0.0454573344062601	0.0414554796150025	2033/2068/2138/2140/2175/2176/2177/2178/2305/2308/3014/3508/4487	13
KEGG_MAPK_SIGNALING_PATHWAY	KEGG_MAPK_SIGNALING_PATHWAY	21/457	267/12465	0.00084186241506676	0.0486930716541423	0.0444063574275962	2033/2067/2068/2071/2072/2073/2074/2138/2139/2140/2070/2175/2187/2176/2177/2178/2188/2189/2237/2255/2271	21
RAC1/PAK1/p38/MMP2 Pathway%WikiPathways_20190910%WP3303%Homo sapiens	RAC1/PAK1/p38/MMP2 Pathway%WikiPathways_20190910%WP3303%Homo sapiens	9/457	69/12465	0.000888313204040931	0.0486930716541423	0.0444063574275962	11200/2068/2138/2175/2176/2177/2308/7132/7133	9
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION	REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION	3/457	6/12465	0.000901409912032933	0.0486930716541423	0.0444063574275962	2071/2072/2073	3
Toll-like Receptor Signaling%WikiPathways_20190910%WP3858%Homo sapiens	Toll-like Receptor Signaling%WikiPathways_20190910%WP3858%Homo sapiens	6/457	32/12465	0.000945642504361778	0.0486930716541423	0.0444063574275962	4287/2138/2139/4282/4292/6996	6
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	10/457	84/12465	0.000967144582192426	0.0486930716541423	0.0444063574275962	5608/5427/5434/5436/5437/5438/5441/5582/5591/7405	10
KEGG_PANCREATIC_CANCER	KEGG_PANCREATIC_CANCER	9/457	70/12465	0.0009870217227191	0.0486930716541423	0.0444063574275962	2033/2068/2138/2175/2177/2178/2308/2965/4350	9
