ensembl_gene_id	hgnc_symbol	entrezgene_id
341	ENSG00000163516	ANKZF1	55139
342	ENSG00000054356	PTPRN	5798
343	ENSG00000028116	VRK2	7444
346	ENSG00000115317	HTRA2	27429
352	ENSG00000116044	NFE2L2	4780
361	ENSG00000143878	RHOB	388
370	ENSG00000100983	GSS	2937
371	ENSG00000131067	GGT7	2686
373	ENSG00000101342	TLDC2	140711
374	ENSG00000132823	OSER1	51526
375	ENSG00000101049	SGK2	10110
376	ENSG00000271303	SRXN1	140809
378	ENSG00000101204	CHRNA4	1137
381	ENSG00000100985	MMP9	4318
385	ENSG00000125995	ROMO1	140823
386	ENSG00000124177	CHD6	84181
390	ENSG00000283904	MIR155	406947
392	ENSG00000142168	SOD1	6647
398	ENSG00000185272	RBM11	54033
400	ENSG00000142185	TRPM2	7226
402	ENSG00000100219	XBP1	7494
404	ENSG00000100225	FBXO7	25793
408	ENSG00000100365	NCF4	4689
411	ENSG00000284520	MIRLET7B	406884
412	ENSG00000100030	MAPK1	5594
413	ENSG00000184983	NDUFA6	4700
416	ENSG00000184470	TXNRD2	10587
417	ENSG00000100292	HMOX1	3162
423	ENSG00000128272	ATF4	468
425	ENSG00000114378	HYAL1	3373
426	ENSG00000172939	OXSR1	9943
429	ENSG00000068001	HYAL2	8692
432	ENSG00000144746	ARL6IP5	10550
433	ENSG00000168306	ACOX2	8309
434	ENSG00000065518	NDUFB4	4710
436	ENSG00000189058	APOD	347
441	ENSG00000244405	ETV5	2119
442	ENSG00000114209	PDCD10	11235
444	ENSG00000114346	ECT2	1894
446	ENSG00000233276	GPX1	2876
451	ENSG00000114026	OGG1	4968
452	ENSG00000163932	PRKCD	5580
454	ENSG00000113811	SELENOK	58515
455	ENSG00000144554	FANCD2	2177
460	ENSG00000109610	SOD3	6649
464	ENSG00000134853	PDGFRA	5156
465	ENSG00000109670	FBXW7	55294
468	ENSG00000145335	SNCA	6622
472	ENSG00000084093	REST	5978
485	ENSG00000164294	GPX8	493869
488	ENSG00000250722	SELENOP	6414
492	ENSG00000113648	MACROH2A1	9555
497	ENSG00000112981	NME5	8382
498	ENSG00000113272	THG1L	54974
501	ENSG00000211445	GPX3	2878
505	ENSG00000204628	RACK1	10399
510	ENSG00000177556	ATOX1	475
513	ENSG00000050748	MAPK9	5601
514	ENSG00000173545	ZNF622	90441
515	ENSG00000049167	ERCC8	1161
520	ENSG00000224586	GPX5	2880
523	ENSG00000111912	NCOA7	135112
525	ENSG00000001084	GCLC	2729
528	ENSG00000112299	VNN1	8876
532	ENSG00000185345	PRKN	5071
538	ENSG00000177688	SUMO4	387082
548	ENSG00000112096	SOD2	6648
550	ENSG00000204516	MICB	4277
551	ENSG00000204472	AIF1	199
553	ENSG00000197442	MAP3K5	4217
555	ENSG00000204389	HSPA1A	3303
556	ENSG00000204388	HSPA1B	3304
557	ENSG00000152894	PTPRK	5796
558	ENSG00000137275	RIPK1	8737
560	ENSG00000156711	MAPK13	5603
562	ENSG00000196715	VKORC1L1	154807
564	ENSG00000172115	CYCS	54205
565	ENSG00000019991	HGF	3082
569	ENSG00000106153	CHCHD2	51142
570	ENSG00000002745	WNT16	51384
571	ENSG00000283797	MIR29B1	407024
574	ENSG00000164867	NOS3	4846
578	ENSG00000105976	MET	4233
579	ENSG00000196262	PPIA	5478
581	ENSG00000136244	IL6	3569
582	ENSG00000240583	AQP1	358
583	ENSG00000106268	NUDT1	4521
585	ENSG00000146648	EGFR	1956
587	ENSG00000158517	NCF1	653361
589	ENSG00000175806	MSRA	4482
591	ENSG00000168077	SCARA3	51435
593	ENSG00000104221	BRF2	55290
597	ENSG00000165392	WRN	7486
599	ENSG00000157110	RBPMS	11030
604	ENSG00000104687	GSR	2936
607	ENSG00000168615	ADAM9	8754
608	ENSG00000164830	OXR1	55074
611	ENSG00000147813	NAPRT	93100
616	ENSG00000099219	ERMP1	79956
619	ENSG00000137074	APTX	54840
620	ENSG00000135018	UBQLN1	29979
622	ENSG00000136810	TXN	7295
624	ENSG00000196730	DAPK1	1612
626	ENSG00000135046	ANXA1	301
629	ENSG00000158169	FANCC	2176
635	ENSG00000107290	SETX	23064
640	ENSG00000097007	ABL1	25
644	ENSG00000165060	FXN	2395
645	ENSG00000172724	CCL19	6363
650	ENSG00000182150	ERCC6L2	375748
651	ENSG00000164978	NUDT2	318
658	ENSG00000165168	CYBB	1536
659	ENSG00000274588	DGKK	139189
661	ENSG00000094631	HDAC6	10013
664	ENSG00000160211	G6PD	2539
669	ENSG00000101951	PAGE4	9506
670	ENSG00000134602	STK26	51765
672	ENSG00000147140	NONO	4841
