ENSG_ID	hgnc_symbol	entrezgene_id	caco2_L_rnk	caco2_H_rnk	SAE_L_rnk	SAE_H_rnk	THP1_L_rnk	THP1_H_rnk
ENSG00000002919	SNX11	29916	-0.573261326102488	0.154335823654183	-0.737569379093435	-0.654483319406091	1.58571054142215	4.93190878549553
ENSG00000002933	TMEM176A	55365	0.233754344599368	1.41224676596112	-0.0358934166568683	0.926331217454545	0.227030298571644	2.65654777396877
ENSG00000003056	M6PR	4074	-1.40432764199223	-3.68864244760242	0.605825127711972	0.460668594884513	-3.47717564268299	-3.1905695145545
ENSG00000003137	CYP26B1	56603	-0.421720914211475	-0.0938733161806162	-0.92762746438268	-0.12074559894719	0.0103134952806301	0.336779294773036
ENSG00000003147	ICA1	3382	-0.465111358004094	0.0834124249816766	0.62700471144355	0.621076694082189	-0.467552388892173	-2.07955894432453
ENSG00000003249	DBNDD1	79007	-0.521218287549379	1.48553802522494	0.0520120327820452	-0.430575688060065	0.200415801757914	1.09517300864969
ENSG00000003400	CASP10	843	-0.462108458614706	0.0744871498614017	0.591467114645482	0.434420040996535	-0.0504958735895396	0.0496401410843551
ENSG00000003402	CFLAR	8837	-0.00674305934483574	-0.805490139161793	-0.0496839480349934	-0.256082146735625	-0.206630742779474	1.14810783703033
ENSG00000003436	TFPI	7035	0.265237814228335	2.32342976399493	0.327045756235293	4.41792562345079	1.12501103255165	3.51159070654217
ENSG00000003509	NDUFAF7	55471	0.461881058909555	0.98567501655214	-0.552026867293153	-0.426808326945835	-0.793366654635573	0.0973693402209162
ENSG00000003756	RBM5	10181	-1.01992207533842	-0.600109935130233	0.00134396609892263	-0.766184835749377	-0.810562672468446	0.115401787526153
ENSG00000003987	MTMR7	9108	0.113691494895257	-0.124504971414563	1.2511039958859	0.85766587593937	0.0680763778856798	-0.830687591599823
ENSG00000003989	SLC7A2	6542	-0.00629537834733455	0.204762313182658	-0.00747595857372262	-0.292624099771504	0.767686219236275	-0.0147902263114725
ENSG00000004059	ARF5	381	-0.86927782687527	-0.231881844160154	-0.23849772027189	-0.532124380499991	-0.334001623229249	0.0104119982023062
ENSG00000004139	SARM1	23098	-1.13478647164426	-1.47736349567636	0.0857349368303157	-0.198867445651945	0.619292883917691	0.522647561308496
ENSG00000004142	POLDIP2	26073	0.250947102647863	0.186946095997005	-1.25867737253146	-1.81114487193709	-0.609647896972038	-1.00781722146943
ENSG00000004399	PLXND1	23129	0.27087839303993	0.540799037954235	-0.114906601026266	0.00414389817761679	0.0910254222630378	0.930093866531942
ENSG00000004455	AK2	204	-1.46934320815195	-0.777574520656269	-2.57272591150959	-1.81022013036617	0.168679590406658	0.000492682007094258
ENSG00000004468	CD38	952	0.220692132834778	-0.235043072757332	-0.496749951440814	-0.10309796918186	0.0736397234987557	-0.773671079626474
ENSG00000004478	FKBP4	2288	1.77891846992152	1.59460535711811	0.255064149742672	-2.13381344178528	0.513033940657606	0.791988250606228
ENSG00000004487	KDM1A	23028	0.512880129389071	-0.43676434195846	-0.153288652687382	-1.3432600037024	-0.820615824621824	-1.05372963724768
ENSG00000004534	RBM6	10180	0.141113716840575	1.7181471368263	-1.16587208719654	-1.44614388240099	0.871204327620964	-1.17759833198107
ENSG00000004700	RECQL	5965	1.84530789058066	0.216752561598225	1.17328404265514	1.93883255939242	0.366316684797835	-0.249178005159106
ENSG00000004766	VPS50	55610	-0.257292821176182	0.716436705906231	-1.35370801809494	-1.2320686941416	0.00188873752517114	0.283559603889267
ENSG00000004776	HSPB6	126393	-0.900981740084909	0.108220062708855	1.66126030370411	1.14480282662155	0.976087018980664	0.434484061253454
ENSG00000004777	ARHGAP33	115703	-1.23459413713145	-0.632833009664505	0.21149667199575	-0.334403242803154	0.416922082662411	0.835823694362332
ENSG00000004779	NDUFAB1	4706	-0.0215160716564437	-0.427886007566408	-0.709702041880635	-0.159595190700012	-0.732632198277592	-1.14258303730014
ENSG00000004799	PDK4	5166	-0.000437540043113395	0.192999586300925	0.225295324147914	0.519682266813818	-0.343599832846209	-1.03323453318879
ENSG00000004838	ZMYND10	51364	-0.315942727927121	-0.20971009137065	1.01487171208292	-0.284925949686682	-0.41815432672513	-0.166217770882399
ENSG00000004864	SLC25A13	10165	0.419495205429741	1.82838743342818	-0.880853756032656	-0.290949466552547	0.391354994667047	6.79472549181717
ENSG00000004866	ST7	7982	0.626693950171167	1.37110730015023	0.510507704123712	0.342101113765266	-0.481372808192233	-0.172180487633205
ENSG00000004897	CDC27	996	1.32465231187838	0.832647554167412	0.289679867739744	0.116851166051299	0.222842918669278	0.234444658249737
ENSG00000004939	SLC4A1	6521	-0.419498365812182	-0.452657688049234	2.10485895629539	2.77319551405836	-0.064903056184666	0.00661336204961769
ENSG00000004948	CALCR	799	0.174237831629655	2.42565540213231	0.471842306073705	0.990739154050477	-0.132302414259811	-0.180100860010092
ENSG00000004961	HCCS	3052	0.00574766407736987	0.18734094375315	-1.8291691783125	-3.00151252236434	0.676404859764144	1.57877812228481
ENSG00000004975	DVL2	1856	2.1657202029831	1.18127521523808	-0.0286345224131293	-1.2006871761393	0.238266478358322	0.347690604825085
ENSG00000005001	PRSS22	64063	0.0310768307790094	-0.213652341514697	0.124566226962269	-0.282967609848019	-0.0157820610456499	-0.327401666961232
ENSG00000005007	UPF1	5976	0.663459891414989	0.157334163757875	0.199000029854012	0.0860570697571521	-0.441210394749167	3.22322244235497
ENSG00000005020	SKAP2	8935	0.293636202985686	-0.693911517334057	-0.0661515682531297	-0.725439361169823	-0.846758072979787	-5.67638604882264
ENSG00000005022	SLC25A5	292	-0.375390367764719	-0.821003562693184	-0.393168842510056	-1.40123121585618	-0.479042671590464	-0.367317702417089
ENSG00000005059	MCUB	55013	0.039951570875028	1.72445199927981	-0.0119869400311375	0.448478015077183	-0.731611749859107	-11.9453158938476
ENSG00000005073	HOXA11	3207	0.0887961936814706	0.0779158408251526	-0.199417800591014	0.298740299784035	0.010485751055616	0.705869767542909
ENSG00000005075	POLR2J	5439	-0.36076634390022	-0.314909130585436	0.0452805897573384	-0.499789182681738	-0.53426901979022	-0.412171661328283
ENSG00000005102	MEOX1	4222	-0.099914258843315	-0.192547669588271	-0.488307673535703	-0.0161655288531227	-0.598899272390627	0.353570768378632
ENSG00000005108	THSD7A	221981	-0.236945608254396	-0.181652591039709	0.0686065727658829	-0.189916266762416	-0.553486279190801	-11.4323817072498
ENSG00000005156	LIG3	3980	-0.0201852358459574	0.275814131120975	-0.864856179193226	-0.982316439383185	0.171668672267474	0.108847238976371
ENSG00000005175	RPAP3	79657	1.46509889298694	1.08471081047081	0.386978105874896	0.645259635459906	0.461519768576192	0.0483824508376029
ENSG00000005187	ACSM3	6296	0.147720547669028	0.812666333342623	-0.129060709662371	-0.0154217978869757	0.579212389172334	0.0922168607347151
ENSG00000005189	REXO5	81691	0.517614265588083	0.0445276014148989	-1.15550208158837	-3.63786638377783	0.287218268775157	-0.0152015015891779
ENSG00000005194	CIAPIN1	57019	0.797195616794394	0.74302001091013	-1.64576286741165	-1.5094280728908	0.644203908799084	4.24955064281661
ENSG00000005206	SPPL2B	56928	-0.0743157957749971	0.000615983459173573	-0.273383818485942	-0.59593512575958	0.631673571136324	0.737979196341254
ENSG00000005238	FAM214B	80256	0.156980902785817	0.476182852328764	0.0491997715245306	-0.385234215396404	-0.22502927385348	-0.0837179614311658
ENSG00000005243	COPZ2	51226	0.112538869427186	0.364037327844817	-1.98241642812294	-3.33768388876819	-1.04857436749442	-2.38892816687432
ENSG00000005249	PRKAR2B	5577	-0.0624807093826146	0.0601644896699427	-1.39978813118233	-1.74432676830998	-0.827618985252686	-2.22492184943061
ENSG00000005302	MSL3	10943	0.214228058895866	1.84192586142593	-0.411188188934044	-0.0931730874808069	-0.169815706245347	-0.528251509874948
ENSG00000005339	CREBBP	1387	0.286430125836199	0.248360609548234	-0.245336236852655	-0.887628341221255	0.189624555872656	0.838008133105338
ENSG00000005379	TSPOAP1	9256	0.167519310229217	0.199501470069514	0.0487207003040232	0.100489411090689	0.066977199354422	0.472466491566196
ENSG00000005381	MPO	4353	-0.212642089548578	0.403667278599329	0.855886305424258	0.5135332398685	-0.0727616508778033	0.0194044439231394
ENSG00000005421	PON1	5444	-0.409971115296421	0.506773879480961	-0.125959758852519	-0.0298204473249717	-0.0519534328888757	0.105332869066692
ENSG00000005436	GCFC2	6936	0.0380115556434072	-0.0582087150691399	0.74671108734756	1.76802180002153	0.464771608061845	0.910509567884428
ENSG00000005469	CROT	54677	0.227516307838138	-0.175311213729845	-0.211071643711727	-0.5053960519198	-0.135538711219552	-0.654617363566121
ENSG00000005471	ABCB4	5244	0.157955580716391	0.366432338625309	1.92900041368264	1.22446778720811	-0.295998710053296	-0.0605942556659425
ENSG00000005700	IBTK	25998	0.330378653355039	0.644056807601156	0.172166099426971	0.582526373724278	1.12173198825823	0.0870463831274455
ENSG00000005801	ZNF195	7748	1.19889977910928	1.53370420166197	-1.62679600245777	-1.10131104740785	0.93297499686727	-1.25978044991308
ENSG00000005810	MYCBP2	23077	0.0408182746682281	-2.74964652622361	0.554128953471621	0.676195821749282	-2.21246555397646	-7.7419295045829
ENSG00000005844	ITGAL	3683	0.896087331123791	0.80107125303286	1.0522273507029	1.01733365221492	-0.024796351135635	-1.92396727115633
ENSG00000005882	PDK2	5164	-0.495239799756253	0.298311419515703	-0.199814498220969	-0.702575192876257	-0.00652694506418555	0.17182878086586
ENSG00000005884	ITGA3	3675	0.402690949741317	1.68905346973154	0.269036156227666	0.101183911190524	-0.954958597818152	-4.46229604122771
ENSG00000005889	ZFX	7543	-1.42584245359739	-0.281236818888092	0.28278847656571	0.05132088493774	-0.0207897820409132	0.247613435782459
ENSG00000005893	LAMP2	3920	-0.0753954708459258	-0.190941350831075	0.796847084200448	0.649509648398587	0.168606260368094	-2.29508845065157
ENSG00000005961	ITGA2B	3674	-0.233708683950978	0.22002964798751	0.102741863691273	-0.260388299055606	0.210838411555463	0.0111396055520487
ENSG00000005981	ASB4	51666	-0.576014991171829	-0.523107452337332	0.97532745414308	0.149175938115169	-0.158813782258196	-0.00645320101952022
ENSG00000006007	GDE1	51573	-0.178309794129759	-0.527226039328622	0.547202947133833	0.317951623228054	-3.43149185917951	-8.01097699655855
ENSG00000006015	REX1BD	55049	0.171845691770107	0.32034307934862	-0.809390358304641	-0.937556818103642	-0.184886272446288	-5.08267949658424
ENSG00000006016	CRLF1	9244	1.69202570923921	0.712097445395308	-2.02168518264118	-0.802536482204166	-0.956556928632411	-0.085034966476581
ENSG00000006025	OSBPL7	114881	-0.346782064227812	-0.725574489105124	0.434793824262738	0.120952912252728	-0.19682774994965	-0.13812277012532
ENSG00000006047	YBX2	51087	0.114711414391597	0.0316868714025248	2.13121174560784	1.41640756040252	0.364936457754239	0.0625015374109489
ENSG00000006062	MAP3K14	9020	0.742825979137156	2.0224360313033	-0.181767545580123	-1.33310551051379	0.19471474277082	-0.279084292819828
ENSG00000006071	ABCC8	6833	-1.74965216131274	-0.0895351810374285	1.54911352724372	1.18290097109571	2.35387510984411	2.66306317578887
ENSG00000006116	CACNG3	10368	0.307531108186749	0.165286025448882	1.15555171342581	0.751844742497549	-0.0182832906674655	-0.445866194050282
ENSG00000006118	TMEM132A	54972	0.00636227838768726	-0.405108302382316	0.0293617126638996	0.313297313435532	0.286193990112615	0.952172846779245
ENSG00000006128	TAC1	6863	1.74585859012897	-0.446622939231282	-2.38341805815979	-1.4011438798394	0.246850930406924	0.839147087160494
ENSG00000006194	ZNF263	10127	0.0973330966852932	-0.437177183537661	-2.26996054605271	-3.30569403971285	-0.012496190335022	0.997258669785287
ENSG00000006210	CX3CL1	6376	-0.551276944283847	-0.29351864923253	0.268923473663869	0.631043529899246	-0.370824081401412	-0.535058781476979
ENSG00000006282	SPATA20	64847	-0.495568743925922	-0.139340998439268	-1.7263733546399	-0.270568012947602	-0.0530460698642096	-0.387150722072398
ENSG00000006283	CACNA1G	8913	-0.137288578148151	0.182521616908225	0.453764814594726	0.0921198320793292	0.620515012273104	0.270566640171652
ENSG00000006327	TNFRSF12A	51330	-1.08640988798018	0.403979481851873	-0.069870861088044	2.42274315049074	-1.20462144867872	0.0229198680275007
ENSG00000006377	DLX6	1750	-1.36247763145895	-0.246050786113388	0.51027799966282	1.94493408700797	0.192204134566355	0.851609273904232
ENSG00000006432	MAP3K9	4293	-0.756599307808868	-0.463304432754955	-0.555575380031101	-0.416264852388055	0.514927720210289	0.697465715154085
ENSG00000006451	RALA	5898	0.206319039124054	0.0777657521713829	0.297091198258867	1.88226999607838	1.16674019820425	11.4923822168416
ENSG00000006459	KDM7A	80853	-1.009368191502	0.245608070221937	-1.22630718376306	0.0542348470112726	0.0310317643376305	1.15675363396057
ENSG00000006468	ETV1	2115	-0.0741551594531645	-0.549537118920879	0.402412827446945	2.18238693209582	0.136601885023587	-0.0109145655888121
ENSG00000006530	AGK	55750	0.5745245316474	-0.894380104895647	-4.57356299652992	-2.87779176473538	0.0167411067007313	-0.578669793096887
ENSG00000006534	ALDH3B1	221	-0.809160677140652	-2.45077116703631	1.25834793582379	0.213727221826826	-0.834727404561171	-2.25199045248615
ENSG00000006555	TTC22	55001	0.174679350750931	0.289210083752691	1.32672611313887	0.960369274096911	0.28152433092515	0.951966014002288
ENSG00000006576	PHTF2	57157	-0.256366670215942	-0.487702468914575	-0.767919847548871	-0.927148512701782	0.0107852764244156	-0.0235936535922083
ENSG00000006607	FARP2	9855	0.13978865666867	1.0473441727272	-0.580681466425169	-1.14693584185696	-0.480380077957345	-0.20025105715867
ENSG00000006611	USH1C	10083	-0.74236374788475	-0.312787628331066	1.48502651227291	1.95050647550206	0.498789214172456	-0.0348533201502443
ENSG00000006625	GGCT	79017	-0.010029611591654	0.16428868472554	-0.0334649579775557	-0.410886778170211	0.292296926582183	0.946300842140491
ENSG00000006634	DBF4	10926	0.205032030419405	-0.599664105996149	2.02340405366174	0.789586117312088	3.71678398430643	6.51717321187304
ENSG00000006638	TBXA2R	6915	-0.0930192930994724	-0.0426661010896993	0.223950026239157	0.124659461087231	-1.65210978346855	-6.37002182367668
ENSG00000006652	IFRD1	3475	0.019068538122309	1.97508902653325	0.235318761177968	0.98017856447106	2.16144732493241	12.2320185786075
ENSG00000006659	LGALS14	56891	-0.121087756277957	-0.411073751801147	0.25664823399985	0.274790715159413	-1.44972814093907	0.168214732037121
ENSG00000006695	COX10	1352	0.383294351706287	0.143978639224591	-0.825027767038825	-0.994027195242992	-0.897504697509604	-0.187769423873396
ENSG00000006704	GTF2IRD1	9569	0.708519383090376	-0.344207197138268	-0.0221778770613676	-1.82312743133674	0.116760918584984	1.93047943512951
ENSG00000006712	PAF1	54623	0.247932566057853	1.94639121940184	-1.55984598701348	-2.0163582339222	-0.0365478767834875	-1.19042151537144
ENSG00000006715	VPS41	27072	-0.262690849295625	0.11228500231327	-0.644751490320117	-0.266781237316219	0.156124712701176	0.365657338354204
ENSG00000006740	ARHGAP44	9912	0.00711759499213769	0.288853642201947	-0.00458857913566426	-0.462621144686212	1.12505386272939	-0.200239935766535
ENSG00000006744	ELAC2	60528	-0.0631838042187072	-0.488928760513085	0.636780445899071	-0.127877722896206	-1.63031603913503	-2.37839613472936
ENSG00000006747	SCIN	85477	-0.95774679956856	-1.58845392706381	0.93847410117308	0.436485216179544	-0.0183705653382568	-1.0239993952271
ENSG00000006756	ARSD	414	-0.0305625646926648	-1.0910508270445	0.602934088354679	0.663650112096202	-1.74206851920659	-5.09460107154936
ENSG00000006757	PNPLA4	8228	-0.120712953536736	-0.637131478001523	-0.504260590323325	-1.08268449870939	-0.694629050257148	-0.413282567949603
ENSG00000006788	MYH13	8735	-1.05181408473987	-0.925678807774571	2.44410733418774	1.5935385790708	-0.177199850974334	-0.119813714606474
ENSG00000006831	ADIPOR2	79602	-0.61807036366645	-0.812503676815445	-0.257696652268303	-1.91203650976861	-0.0498525013723198	0.914585133825667
ENSG00000007038	PRSS21	10942	-0.0854779268638711	0.355524826387649	-0.822148270656568	0.781968767481506	1.4717649228723	1.49842381133946
ENSG00000007047	MARK4	57787	-0.142869981302898	0.157882261898588	0.0594578973239025	0.259656762232807	-0.247024814987514	0.0459472555919625
ENSG00000007062	PROM1	8842	-0.172083674625261	-1.04204162217042	0.291636895495679	1.33595504687924	-2.83076822328631	-0.26348543410922
ENSG00000007129	CEACAM21	90273	-0.254190826570774	-0.0396536434117931	0.46084152229556	0.318309869367144	-0.159507406090297	-2.22617099199999
ENSG00000007168	PAFAH1B1	5048	0.0919876215935173	0.0382156070318463	-0.94415252577801	-0.418865040184286	0.082518706349025	0.712351675076389
ENSG00000007171	NOS2	4843	1.67609317744348	0.688153206640125	0.508035554068097	0.00169332930370548	0.184435631274765	0.623789515766345
ENSG00000007174	DNAH9	1770	-0.0678940696826124	-0.244507930217607	0.703216269560796	0.266545573214827	0.596377286525268	-0.0451129301144026
ENSG00000007202	KIAA0100	9703	-0.41004580901379	-0.366503422002607	-0.687156922743465	-0.21744214787373	-0.366760021848174	-1.57034619737724
ENSG00000007216	SLC13A2	9058	1.50142063404415	1.02648544417005	0.731991703166212	-0.473315025699999	-0.886768102192008	0.0115696237449234
ENSG00000007255	TRAPPC6A	79090	-1.66484298659266	-0.980167967037221	0.0165596394075545	-0.566739897566156	-0.396282044009729	-0.827946428767859
ENSG00000007264	MATK	4145	-0.00334187557585932	-0.939711605378496	-0.116279313052981	-0.906117567293725	0.109500845559499	2.76941947320429
ENSG00000007306	CEACAM7	1087	-0.655622836267974	3.01532666335359	0.0886987951862184	0.790011562895206	-0.392613466038118	0.0840171171858616
ENSG00000007314	SCN4A	6329	0.054977239428509	0.756260948601434	-0.21945379722627	0.457881670825071	0.415951906415734	0.735596080226578
ENSG00000007341	ST7L	54879	-0.768539121274166	0.509654756808058	-0.0583026227456767	-0.49046351592848	0.426466014251252	-0.0977451424525981
ENSG00000007350	TKTL1	8277	-0.298555289915568	-0.972874191235044	0.537830814623661	0.178245390172553	0.0408589704179857	0.720474358810425
ENSG00000007372	PAX6	5080	-1.04297732970327	-1.36463008638808	0.74630060539515	0.523820558806793	-0.106568345519908	0.256431961757642
ENSG00000007384	RHBDF1	64285	-0.125809704197666	0.310647325368345	-2.04567399143826	-3.50107977084147	-0.741801315230328	-3.37037363515327
ENSG00000007392	LUC7L	55692	0.289528814147696	0.831204884258259	-0.328025503814472	-0.932391337918453	0.587924058630889	2.47882430829598
ENSG00000007402	CACNA2D2	9254	0.123106308294216	-0.270089599945305	-0.312612143978209	-0.61096601799842	0.293010173859922	0.47089456177487
ENSG00000007516	BAIAP3	8938	0.251080090032279	0.0649460605074559	0.429229876890341	0.12302224138346	0.269748476218413	-0.683649570517407
ENSG00000007520	TSR3	115939	0.454519554078112	0.715430720281597	0.189179639156957	-0.268129654731548	0.0111324621144612	-0.91634825676573
ENSG00000007541	PIGQ	9091	0.880434103326148	0.553696450833758	-0.513568106870597	-0.597988535897254	-0.883144426573882	-0.418924975266459
ENSG00000007866	TEAD3	7005	-0.0665492529858948	1.69121200417919	0.672875238917325	0.927790109324651	0.985740848069216	3.73101259638594
ENSG00000007908	SELE	6401	0.177573871323096	0.166524583551873	-1.46717092474074	-0.450212102995112	-0.774378731980424	-0.0963347474447958
ENSG00000007923	DNAJC11	55735	2.03230937399418	0.058588236289749	0.0666147647529126	-0.108017340473812	-0.156596904799363	1.06433890063651
ENSG00000007933	FMO3	2328	-2.02660839358797	-3.81266987043522	0.0278669629432016	-0.581325553587734	-0.627388209367744	-0.175539283322282
ENSG00000007944	MYLIP	29116	-1.73633275825444	-8.59672041250071	1.15700899914206	0.811103515360173	-1.2815317236795	-4.57042790924905
ENSG00000007952	NOX1	27035	1.26210147875605	1.86560544286395	-0.0240655816789285	0.0433173209576149	0.429305021077449	1.26542018936486
ENSG00000007968	E2F2	1870	0.0294868169377005	-0.136506749607258	-0.0706692435441238	-0.154253192470947	-0.572562570200681	-0.540044324599594
ENSG00000008018	PSMB1	5689	-0.227347221342066	0.00818651351514036	-0.116363747102952	-0.0411678254249503	-0.112504141878647	-0.105770164421946
ENSG00000008056	SYN1	6853	-0.170465534438247	0.385689524465713	0.811727765177821	0.713151907716448	-0.38060892841726	-0.17815542009586
ENSG00000008083	JARID2	3720	0.0555518482506888	-1.19609675543768	-1.26095496784517	-1.16774854672488	0.248093076451772	3.66082847108909
ENSG00000008086	CDKL5	6792	-0.756290348774781	-0.654819496558626	0.695145169501916	1.52296486149177	-0.332393972292738	-0.305617832817798
ENSG00000008118	CAMK1G	57172	0.153298250250801	0.654048825361347	0.611999967849812	0.439108876164023	0.0453180968872065	-0.0234543517962134
ENSG00000008130	NADK	65220	0.447348327974833	0.3941589441055	-0.22733529044448	-0.483147565938906	0.0607084698714415	1.96545440920256
ENSG00000008196	TFAP2B	7021	0.134406527755273	0.561602665928166	0.10683843489178	0.599932267257447	0.151537017900558	0.716057730653041
ENSG00000008226	DLEC1	9940	-0.0677622786691717	-0.0151333395909993	0.257103922369202	0.775146310502634	-0.227823870989671	-0.0104602983700271
ENSG00000008256	CYTH3	9265	-0.142810408873078	0.0211070364108785	-1.28629827234257	-1.45123381887158	-0.771956980470969	-0.335066412226303
ENSG00000008277	ADAM22	53616	0.151162056022301	0.372765867968971	0.0863714736335339	0.140616700534965	-0.0138508011993011	0.0376503237509076
ENSG00000008282	SYPL1	6856	-0.0633386779236135	0.621713088703161	0.776814542770505	0.335014365941004	0.437456793514965	1.30781732134304
ENSG00000008283	CYB561	1534	-2.88317028661591	-6.76835407171287	0.907216946470573	0.623967454850408	-0.826790006472319	-2.57204378799283
ENSG00000008294	SPAG9	9043	0.422536675088434	-0.143282866115271	0.183136576135103	0.0805890392686787	0.549495767005125	8.3718326319167
ENSG00000008300	CELSR3	1951	1.4148083545826	0.779911584091342	-0.573213912266968	-2.00032592097979	0.812697409985188	1.97248984095729
ENSG00000008311	AASS	10157	-0.265398467908574	-0.688997553184533	1.49706981568668	2.19085490403083	-0.161022461212754	-0.0498738338899652
ENSG00000008323	PLEKHG6	55200	0.198779017610611	0.398769809810996	2.29199881500799	2.0560070531871	0.78879787457989	0.256730494191045
ENSG00000008324	SS18L2	51188	0.115263350794092	0.0637726522734424	-0.280740682054114	-0.378690023066122	-0.220818123952375	0.36466899025345
ENSG00000008405	CRY1	1407	0.933822000555125	0.464176351721142	-0.149721234077318	0.0294590163928552	2.65530998002719	15.6287198995872
ENSG00000008438	PGLYRP1	8993	-1.11979673696837	-0.522396609124247	0.994897095144101	1.55853813624046	0.0790315486138676	-0.00255553823852546
ENSG00000008441	NFIX	4784	-0.208396208016912	-0.479968569866494	-0.456838038592231	-0.23461547199426	-0.463680779523227	-0.762221592962208
ENSG00000008513	ST3GAL1	6482	-0.742960892800589	-1.63763477733234	0.389638506858009	-0.167748151656815	-0.812905695318583	-1.71578162687168
ENSG00000008516	MMP25	64386	-0.668651823221237	-0.66709198182425	1.20879329597564	0.36393298183872	0.349269660319182	0.330241890516301
ENSG00000008517	IL32	9235	0.0175208434817915	1.71022453077556	-0.0367801630462007	-0.286748264065368	-0.165454014111449	2.48546798869805
ENSG00000008710	PKD1	5310	0.178649899098385	0.179454155022583	-0.0355765508648436	-0.532052303982088	-0.175545620604818	0.104802355177377
ENSG00000008735	MAPK8IP2	23542	0.142117576816164	0.186744883761829	-1.77492403761233	-1.40647175118189	-0.0886397612611117	0.112796756360944
ENSG00000008838	MED24	9862	-0.442140216988081	0.202206556007275	-0.329713850658043	-0.172219817508006	-0.153009905121589	0.647565189393282
ENSG00000008853	RHOBTB2	23221	0.860298095822601	0.812859775008279	0.0660654004218594	-1.64998076212833	-0.2952299321324	-0.878739605465773
ENSG00000008952	SEC62	7095	-0.00337723629801671	-1.64647402203251	0.706880402629147	1.25993575951917	-0.0717393028335155	1.05655686956003
ENSG00000008988	RPS20	6224	-1.60929194768167	0.0459709386141469	-0.146114268085873	-0.269365267258482	-0.649037161339518	-1.76129879181082
ENSG00000009307	CSDE1	7812	0.169166944528847	0.600252090650703	-0.36611926927002	-0.32350408706399	0.0636809956242086	-0.377787634055994
ENSG00000009335	UBE3C	9690	-0.0262832735209349	-0.250967719278905	-2.55249982793686	-0.548554096894675	-0.309734703969171	0.151968447800797
