source	target
KEGG GLUTATHIONE METABOLISM	IDH1
KEGG GLUTATHIONE METABOLISM	OPLAH
KEGG GLUTATHIONE METABOLISM	GCLM
KEGG GLUTATHIONE METABOLISM	GGT6
KEGG GLUTATHIONE METABOLISM	ANPEP
KEGG GLUTATHIONE METABOLISM	GGT7
KEGG GLUTATHIONE METABOLISM	GSTO2
KEGG GLUTATHIONE METABOLISM	GGT5
KEGG GLUTATHIONE METABOLISM	G6PD
KEGG GLUTATHIONE METABOLISM	ODC1
KEGG ARACHIDONIC ACID METABOLISM	EPHX2
KEGG ARACHIDONIC ACID METABOLISM	CYP2E1
KEGG ARACHIDONIC ACID METABOLISM	ALOX5
KEGG ARACHIDONIC ACID METABOLISM	CYP4A11
KEGG ARACHIDONIC ACID METABOLISM	CYP2J2
KEGG ARACHIDONIC ACID METABOLISM	GGT1
KEGG ARACHIDONIC ACID METABOLISM	PLA2G3
KEGG ARACHIDONIC ACID METABOLISM	AKR1C3
KEGG ARACHIDONIC ACID METABOLISM	PTGIS
KEGG ARACHIDONIC ACID METABOLISM	ALOX12B
KEGG ARACHIDONIC ACID METABOLISM	CYP4F2
KEGG ARACHIDONIC ACID METABOLISM	CYP2C18
KEGG ARACHIDONIC ACID METABOLISM	PTGES2
KEGG ARACHIDONIC ACID METABOLISM	ALOX15B
KEGG ARACHIDONIC ACID METABOLISM	ALOX15
KEGG ARACHIDONIC ACID METABOLISM	JMJD7-PLA2G4B
KEGG ARACHIDONIC ACID METABOLISM	PLA2G6
KEGG ARACHIDONIC ACID METABOLISM	PLA2G2E
KEGG ARACHIDONIC ACID METABOLISM	PLA2G10
KEGG ARACHIDONIC ACID METABOLISM	PLA2G2A
KEGG ARACHIDONIC ACID METABOLISM	PLA2G4A
KEGG ARACHIDONIC ACID METABOLISM	PLA2G5
KEGG ARACHIDONIC ACID METABOLISM	PTGS2
KEGG ARACHIDONIC ACID METABOLISM	PLA2G12B
KEGG ARACHIDONIC ACID METABOLISM	PTGS1
KEGG ARACHIDONIC ACID METABOLISM	PLA2G4B
KEGG ARACHIDONIC ACID METABOLISM	PLA2G2F
KEGG ARACHIDONIC ACID METABOLISM	ALOX12
KEGG ARACHIDONIC ACID METABOLISM	CYP2C9
KEGG ARACHIDONIC ACID METABOLISM	GPX7
KEGG ARACHIDONIC ACID METABOLISM	GPX6
KEGG ARACHIDONIC ACID METABOLISM	CYP2C19
KEGG ARACHIDONIC ACID METABOLISM	CYP2C8
KEGG ARACHIDONIC ACID METABOLISM	CBR1
KEGG ARACHIDONIC ACID METABOLISM	CYP2B6
KEGG ARACHIDONIC ACID METABOLISM	CBR3
KEGG ARACHIDONIC ACID METABOLISM	CYP2U1
KEGG ARACHIDONIC ACID METABOLISM	PLA2G1B
KEGG ARACHIDONIC ACID METABOLISM	LTA4H
KEGG ARACHIDONIC ACID METABOLISM	PTGES
KEGG ARACHIDONIC ACID METABOLISM	GPX5
KEGG ARACHIDONIC ACID METABOLISM	GPX1
KEGG ARACHIDONIC ACID METABOLISM	CYP4A22
KEGG ARACHIDONIC ACID METABOLISM	GPX2
KEGG ARACHIDONIC ACID METABOLISM	GPX3
KEGG ARACHIDONIC ACID METABOLISM	GPX4
KEGG ARACHIDONIC ACID METABOLISM	CYP4F3
KEGG ARACHIDONIC ACID METABOLISM	PLA2G4E
KEGG ARACHIDONIC ACID METABOLISM	LTC4S
KEGG ARACHIDONIC ACID METABOLISM	GGT6
KEGG ARACHIDONIC ACID METABOLISM	GGT7
KEGG ARACHIDONIC ACID METABOLISM	GGT5
KEGG ARACHIDONIC ACID METABOLISM	HPGDS
KEGG ARACHIDONIC ACID METABOLISM	PLA2G2C
KEGG ARACHIDONIC ACID METABOLISM	PTGDS
KEGG ARACHIDONIC ACID METABOLISM	PLA2G2D
KEGG ARACHIDONIC ACID METABOLISM	PLA2G12A
KEGG ARACHIDONIC ACID METABOLISM	TBXAS1
KEGG RNA DEGRADATION	LSM5
KEGG RNA DEGRADATION	MPHOSPH6
KEGG RNA DEGRADATION	MTREX
KEGG RNA DEGRADATION	PATL1
KEGG RNA DEGRADATION	EXOSC4
KEGG RNA DEGRADATION	PNPT1
KEGG RNA DEGRADATION	EXOSC2
KEGG RNA DEGRADATION	SKIV2L
KEGG RNA DEGRADATION	XRN2
KEGG RNA DEGRADATION	EXOSC5
KEGG RNA DEGRADATION	TTC37
KEGG RNA DEGRADATION	LSM6
KEGG RNA DEGRADATION	EXOSC3
KEGG RNA DEGRADATION	EXOSC1
KEGG RNA DEGRADATION	EDC4
KEGG RNA DEGRADATION	CNOT3
KEGG RNA DEGRADATION	CNOT2
KEGG RNA DEGRADATION	XRN1
KEGG RNA DEGRADATION	PARN
KEGG RNA DEGRADATION	C1D
KEGG RNA DEGRADATION	PAPOLA
KEGG RNA DEGRADATION	DDX6
KEGG RNA DEGRADATION	DCP1A
KEGG RNA DEGRADATION	ZCCHC7
KEGG RNA DEGRADATION	ENO1
KEGG RNA DEGRADATION	CNOT4
KEGG RNA DEGRADATION	CNOT7
KEGG RNA DEGRADATION	TENT4A
KEGG RNA DEGRADATION	EXOSC8
KEGG RNA DEGRADATION	HSPA9
KEGG RNA DEGRADATION	LSM1
KEGG RNA DEGRADATION	CNOT6L
KEGG RNA DEGRADATION	EXOSC6
KEGG RNA DEGRADATION	LSM7
KEGG RNA DEGRADATION	LSM8
KEGG RNA DEGRADATION	CNOT9
KEGG RNA DEGRADATION	
KEGG RNA DEGRADATION	CNOT1
KEGG RNA DEGRADATION	CNOT10
KEGG RNA DEGRADATION	EXOSC7
KEGG RNA DEGRADATION	LSM3
KEGG RNA DEGRADATION	DIS3
KEGG RNA DEGRADATION	ENO3
KEGG RNA DEGRADATION	ENO2
KEGG RNA DEGRADATION	CNOT6
KEGG RNA DEGRADATION	LSM2
KEGG RNA DEGRADATION	DCP2
KEGG RNA DEGRADATION	HSPD1
KEGG RNA DEGRADATION	EXOSC9
KEGG RNA DEGRADATION	EXOSC10
KEGG RNA DEGRADATION	EDC3
KEGG RNA DEGRADATION	DCPS
KEGG RNA DEGRADATION	PAPOLB
KEGG RNA DEGRADATION	DCP1B
KEGG RNA DEGRADATION	WDR61
KEGG RNA DEGRADATION	CNOT8
KEGG RNA DEGRADATION	PAPOLG
KEGG RNA POLYMERASE	POLR2G
KEGG RNA POLYMERASE	POLR2H
KEGG RNA POLYMERASE	POLR2E
KEGG RNA POLYMERASE	POLR2F
KEGG RNA POLYMERASE	POLR1C
KEGG RNA POLYMERASE	POLR2I
KEGG RNA POLYMERASE	POLR2J
KEGG RNA POLYMERASE	POLR3D
KEGG RNA POLYMERASE	POLR1D
KEGG RNA POLYMERASE	POLR3K
KEGG RNA POLYMERASE	POLR3GL
KEGG RNA POLYMERASE	POLR1B
KEGG RNA POLYMERASE	POLR2K
KEGG RNA POLYMERASE	POLR2J2
KEGG RNA POLYMERASE	POLR2L
KEGG RNA POLYMERASE	POLR3H
KEGG RNA POLYMERASE	POLR1E
KEGG RNA POLYMERASE	POLR2J3
KEGG RNA POLYMERASE	POLR1A
KEGG RNA POLYMERASE	POLR3C
KEGG RNA POLYMERASE	POLR2B
KEGG RNA POLYMERASE	POLR3A
KEGG RNA POLYMERASE	POLR3G
KEGG RNA POLYMERASE	POLR3B
KEGG RNA POLYMERASE	POLR2A
KEGG RNA POLYMERASE	POLR3F
KEGG RNA POLYMERASE	POLR2D
KEGG RNA POLYMERASE	POLR2C
KEGG RNA POLYMERASE	ZNRD1
KEGG BASAL TRANSCRIPTION FACTORS	TBPL2
KEGG BASAL TRANSCRIPTION FACTORS	TAF1L
KEGG BASAL TRANSCRIPTION FACTORS	TAF2
KEGG BASAL TRANSCRIPTION FACTORS	TAF4
KEGG BASAL TRANSCRIPTION FACTORS	TAF7L
KEGG BASAL TRANSCRIPTION FACTORS	TAF1
KEGG BASAL TRANSCRIPTION FACTORS	TAF9B
KEGG BASAL TRANSCRIPTION FACTORS	GTF2A1L
KEGG BASAL TRANSCRIPTION FACTORS	STON1
KEGG BASAL TRANSCRIPTION FACTORS	TBP
KEGG BASAL TRANSCRIPTION FACTORS	GTF2A1
KEGG BASAL TRANSCRIPTION FACTORS	GTF2B
KEGG BASAL TRANSCRIPTION FACTORS	GTF2A2
KEGG BASAL TRANSCRIPTION FACTORS	TAF11
KEGG BASAL TRANSCRIPTION FACTORS	TAF12
KEGG BASAL TRANSCRIPTION FACTORS	TAF5L
KEGG BASAL TRANSCRIPTION FACTORS	TAF13
KEGG BASAL TRANSCRIPTION FACTORS	GTF2IRD1
KEGG BASAL TRANSCRIPTION FACTORS	TAF9
KEGG BASAL TRANSCRIPTION FACTORS	TAF10
KEGG BASAL TRANSCRIPTION FACTORS	GTF2H2
KEGG BASAL TRANSCRIPTION FACTORS	TAF7
KEGG BASAL TRANSCRIPTION FACTORS	GTF2H1
KEGG BASAL TRANSCRIPTION FACTORS	TAF6L
KEGG BASAL TRANSCRIPTION FACTORS	GTF2F2
KEGG BASAL TRANSCRIPTION FACTORS	GTF2F1
KEGG BASAL TRANSCRIPTION FACTORS	GTF2E2
KEGG BASAL TRANSCRIPTION FACTORS	TAF4B
KEGG BASAL TRANSCRIPTION FACTORS	TAF6
KEGG BASAL TRANSCRIPTION FACTORS	GTF2E1
KEGG BASAL TRANSCRIPTION FACTORS	TAF5
KEGG BASAL TRANSCRIPTION FACTORS	GTF2I
KEGG BASAL TRANSCRIPTION FACTORS	GTF2H4
KEGG BASAL TRANSCRIPTION FACTORS	TBPL1
KEGG BASAL TRANSCRIPTION FACTORS	GTF2H3
KEGG DNA REPLICATION	DNA2
KEGG DNA REPLICATION	POLE4
KEGG DNA REPLICATION	POLE3
KEGG DNA REPLICATION	PRIM1
KEGG DNA REPLICATION	PRIM2
KEGG DNA REPLICATION	POLD4
KEGG DNA REPLICATION	RFC4
KEGG DNA REPLICATION	RFC5
KEGG DNA REPLICATION	RPA1
KEGG DNA REPLICATION	POLA1
KEGG DNA REPLICATION	RPA3
KEGG DNA REPLICATION	POLD3
KEGG DNA REPLICATION	RNASEH2B
KEGG DNA REPLICATION	RPA2
KEGG DNA REPLICATION	PCNA
KEGG DNA REPLICATION	RPA4
KEGG DNA REPLICATION	RNASEH1
KEGG DNA REPLICATION	RNASEH2C
KEGG DNA REPLICATION	MCM4
KEGG DNA REPLICATION	POLE2
KEGG DNA REPLICATION	MCM3
KEGG DNA REPLICATION	MCM6
KEGG DNA REPLICATION	MCM5
KEGG DNA REPLICATION	POLA2
KEGG DNA REPLICATION	MCM7
KEGG DNA REPLICATION	POLD1
KEGG DNA REPLICATION	POLD2
KEGG DNA REPLICATION	RNASEH2A
KEGG DNA REPLICATION	POLE
KEGG DNA REPLICATION	RFC1
KEGG DNA REPLICATION	RFC3
KEGG DNA REPLICATION	RFC2
KEGG DNA REPLICATION	MCM2
KEGG DNA REPLICATION	FEN1
KEGG DNA REPLICATION	LIG1
KEGG DNA REPLICATION	SSBP1
KEGG PPAR SIGNALING PATHWAY	SLC27A5
KEGG PPAR SIGNALING PATHWAY	SLC27A4
KEGG PPAR SIGNALING PATHWAY	SORBS1
KEGG PPAR SIGNALING PATHWAY	ACADL
KEGG PPAR SIGNALING PATHWAY	CYP4A11
KEGG PPAR SIGNALING PATHWAY	ACADM
KEGG PPAR SIGNALING PATHWAY	APOA2
KEGG PPAR SIGNALING PATHWAY	CD36
KEGG PPAR SIGNALING PATHWAY	FADS2
KEGG PPAR SIGNALING PATHWAY	APOA1
KEGG PPAR SIGNALING PATHWAY	CYP7A1
KEGG PPAR SIGNALING PATHWAY	SLC27A1
KEGG PPAR SIGNALING PATHWAY	SCD
KEGG PPAR SIGNALING PATHWAY	CYP8B1
KEGG PPAR SIGNALING PATHWAY	UCP1
KEGG PPAR SIGNALING PATHWAY	DBI
KEGG PPAR SIGNALING PATHWAY	NR1H3
KEGG PPAR SIGNALING PATHWAY	ACSL6
KEGG PPAR SIGNALING PATHWAY	ME1
KEGG PPAR SIGNALING PATHWAY	MMP1
KEGG PPAR SIGNALING PATHWAY	GK
KEGG PPAR SIGNALING PATHWAY	GK2
KEGG PPAR SIGNALING PATHWAY	APOA5
KEGG PPAR SIGNALING PATHWAY	RXRB
KEGG PPAR SIGNALING PATHWAY	RXRG
KEGG PPAR SIGNALING PATHWAY	PLTP
KEGG PPAR SIGNALING PATHWAY	PDPK1
KEGG PPAR SIGNALING PATHWAY	RXRA
KEGG PPAR SIGNALING PATHWAY	ILK
KEGG PPAR SIGNALING PATHWAY	APOC3
KEGG PPAR SIGNALING PATHWAY	ACOX2
KEGG PPAR SIGNALING PATHWAY	ACOX3
KEGG PPAR SIGNALING PATHWAY	CYP27A1
KEGG PPAR SIGNALING PATHWAY	OLR1
KEGG PPAR SIGNALING PATHWAY	CPT2
KEGG PPAR SIGNALING PATHWAY	ACAA1
KEGG PPAR SIGNALING PATHWAY	CPT1B
KEGG PPAR SIGNALING PATHWAY	ANGPTL4
KEGG PPAR SIGNALING PATHWAY	SLC27A2
KEGG PPAR SIGNALING PATHWAY	LPL
KEGG PPAR SIGNALING PATHWAY	FABP1
KEGG PPAR SIGNALING PATHWAY	CPT1A
KEGG PPAR SIGNALING PATHWAY	PCK2
KEGG PPAR SIGNALING PATHWAY	FABP4
KEGG PPAR SIGNALING PATHWAY	CPT1C
KEGG PPAR SIGNALING PATHWAY	FABP2
KEGG PPAR SIGNALING PATHWAY	PCK1
KEGG PPAR SIGNALING PATHWAY	SCP2
KEGG PPAR SIGNALING PATHWAY	PPARA
KEGG PPAR SIGNALING PATHWAY	AQP7
KEGG PPAR SIGNALING PATHWAY	PLIN1
KEGG PPAR SIGNALING PATHWAY	CYP4A22
KEGG PPAR SIGNALING PATHWAY	FABP3
KEGG PPAR SIGNALING PATHWAY	FABP5
KEGG PPAR SIGNALING PATHWAY	FABP6
KEGG PPAR SIGNALING PATHWAY	FABP7
KEGG PPAR SIGNALING PATHWAY	ACSL5
KEGG PPAR SIGNALING PATHWAY	ADIPOQ
KEGG PPAR SIGNALING PATHWAY	SLC27A6
KEGG PPAR SIGNALING PATHWAY	HMGCS2
KEGG PPAR SIGNALING PATHWAY	EHHADH
KEGG PPAR SIGNALING PATHWAY	UBC
KEGG PPAR SIGNALING PATHWAY	PPARG
