source	target
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	4804
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	116379
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5154
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	94
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5155
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	9560
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	93
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5156
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	92
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	91
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	90
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2277
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	23495
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	64806
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	9966
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2056
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3581
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2919
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7124
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	643
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3442
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3441
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3440
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8771
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3439
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3579
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3577
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3578
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	56477
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3575
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3576
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3594
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3593
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3596
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3595
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3590
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3592
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3791
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7133
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3451
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	7132
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3452
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8784
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3443
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1232
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	51330
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3444
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1233
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3445
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1234
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3446
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1235
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3447
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1236
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3448
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1237
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3449
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	55801
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	58191
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3586
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	60401
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3587
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3588
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2057
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3589
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3563
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3562
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3561
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1956
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3560
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1230
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	6846
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3460
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	1950
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	6346
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8797
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3458
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3459
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8793
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3456
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8792
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8795
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3454
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8794
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3455
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3556
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3553
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	269
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3554
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	268
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3559
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	53833
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	59067
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	8995
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3558
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	53832
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	659
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	657
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3570
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	658
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	64109
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3572
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	56832
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3574
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5196
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2920
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	2921
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	650
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5197
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	655
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	282617
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	282618
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	27242
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	355
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	282616
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	356
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3467
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	5473
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	85480
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3565
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3566
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3567
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3568
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	3569
KEGG CELL CYCLE	8881
KEGG CELL CYCLE	8317
KEGG CELL CYCLE	8318
KEGG CELL CYCLE	4616
KEGG CELL CYCLE	10926
KEGG CELL CYCLE	64682
KEGG CELL CYCLE	1387
KEGG CELL CYCLE	4193
KEGG CELL CYCLE	25
KEGG CELL CYCLE	27127
KEGG CELL CYCLE	10912
KEGG CELL CYCLE	472
KEGG CELL CYCLE	545
KEGG CELL CYCLE	51434
KEGG CELL CYCLE	5934
KEGG CELL CYCLE	51433
KEGG CELL CYCLE	5933
KEGG CELL CYCLE	4609
KEGG CELL CYCLE	8555
KEGG CELL CYCLE	8243
KEGG CELL CYCLE	8556
KEGG CELL CYCLE	6500
KEGG CELL CYCLE	7042
KEGG CELL CYCLE	7040
KEGG CELL CYCLE	1647
KEGG CELL CYCLE	10274
KEGG CELL CYCLE	5347
KEGG CELL CYCLE	9978
KEGG CELL CYCLE	10735
KEGG CELL CYCLE	7043
KEGG CELL CYCLE	4173
KEGG CELL CYCLE	23594
KEGG CELL CYCLE	595
KEGG CELL CYCLE	8379
KEGG CELL CYCLE	4172
KEGG CELL CYCLE	4175
KEGG CELL CYCLE	4174
KEGG CELL CYCLE	7529
KEGG CELL CYCLE	890
KEGG CELL CYCLE	4176
KEGG CELL CYCLE	699
KEGG CELL CYCLE	1111
KEGG CELL CYCLE	494551
KEGG CELL CYCLE	4171
KEGG CELL CYCLE	9232
KEGG CELL CYCLE	996
KEGG CELL CYCLE	994
KEGG CELL CYCLE	995
KEGG CELL CYCLE	993
KEGG CELL CYCLE	990
KEGG CELL CYCLE	991
KEGG CELL CYCLE	9184
KEGG CELL CYCLE	7534
KEGG CELL CYCLE	894
KEGG CELL CYCLE	7533
KEGG CELL CYCLE	891
KEGG CELL CYCLE	7532
KEGG CELL CYCLE	7531
KEGG CELL CYCLE	898
KEGG CELL CYCLE	23595
KEGG CELL CYCLE	896
KEGG CELL CYCLE	10744
KEGG CELL CYCLE	2810
KEGG CELL CYCLE	1869
KEGG CELL CYCLE	7027
KEGG CELL CYCLE	7709
KEGG CELL CYCLE	983
KEGG CELL CYCLE	9700
KEGG CELL CYCLE	10393
KEGG CELL CYCLE	5885
KEGG CELL CYCLE	701
KEGG CELL CYCLE	51529
KEGG CELL CYCLE	5925
KEGG CELL CYCLE	6502
KEGG CELL CYCLE	8454
KEGG CELL CYCLE	4088
KEGG CELL CYCLE	4089
KEGG CELL CYCLE	29882
KEGG CELL CYCLE	7029
KEGG CELL CYCLE	5591
KEGG CELL CYCLE	4085
KEGG CELL CYCLE	29945
KEGG CELL CYCLE	4087
KEGG CELL CYCLE	10971
KEGG CELL CYCLE	11200
KEGG CELL CYCLE	8697
KEGG CELL CYCLE	2033
KEGG CELL CYCLE	2932
KEGG CELL CYCLE	1029
KEGG CELL CYCLE	1028
KEGG CELL CYCLE	1027
KEGG CELL CYCLE	1026
KEGG CELL CYCLE	1032
KEGG CELL CYCLE	8900
KEGG CELL CYCLE	1030
KEGG CELL CYCLE	1031
KEGG CELL CYCLE	51343
KEGG CELL CYCLE	9126
KEGG CELL CYCLE	25847
KEGG CELL CYCLE	5111
KEGG CELL CYCLE	7272
KEGG CELL CYCLE	9088
KEGG CELL CYCLE	1017
KEGG CELL CYCLE	246184
KEGG CELL CYCLE	1875
KEGG CELL CYCLE	1019
KEGG CELL CYCLE	7465
KEGG CELL CYCLE	1874
KEGG CELL CYCLE	1871
KEGG CELL CYCLE	7157
KEGG CELL CYCLE	1870
KEGG CELL CYCLE	4998
KEGG CELL CYCLE	4999
KEGG CELL CYCLE	9134
KEGG CELL CYCLE	1021
KEGG CELL CYCLE	5000
KEGG CELL CYCLE	9133
KEGG CELL CYCLE	1022
KEGG CELL CYCLE	10459
KEGG CELL CYCLE	5001
KEGG CELL CYCLE	3065
KEGG CELL CYCLE	3066
KEGG CELL CYCLE	902
KEGG CELL CYCLE	85417
KEGG P53 SIGNALING PATHWAY	842
