ENSG_ID	hgnc_symbol	entrezgene_id	low-logFC	low-P.Value	high-logFC	high-P.Value
ENSG00000003756	RBM5	10181	0.000289766555690463	0.996910806592701	-0.102150041335686	0.193280861611327
ENSG00000003987	MTMR7	9108	0.175373577707906	0.078000904551564	0.13341076335861	0.165229922766496
ENSG00000003989	SLC7A2	6542	-0.00145168177680377	0.982950301380759	-0.0441861230885108	0.520238375011038
ENSG00000004059	ARF5	381	-0.074420396599125	0.593598899912513	-0.138839055565448	0.328623163857148
ENSG00000004139	SARM1	23098	0.0200190168459473	0.823088465994145	-0.0419539663945558	0.640962167015652
ENSG00000004142	POLDIP2	26073	-0.190810498982472	0.078932508349762	-0.247722450840831	0.0298269309943064
ENSG00000004399	PLXND1	23129	-0.0164989983311674	0.76983918349064	0.000669255192918605	0.990508082471245
ENSG00000004455	AK2	204	-0.212411512510297	0.00601862674833572	-0.161643651780367	0.0240797748311004
ENSG00000004468	CD38	952	-0.0518013621227933	0.331718673678646	-0.01383553625395	0.790471144559371
ENSG00000004478	FKBP4	2288	0.0382688399673725	0.564433419042664	-0.194120865299002	0.013640245145227
ENSG00000004487	KDM1A	23028	-0.0234087439874315	0.70660790881152	-0.129513972595496	0.0591661292606354
ENSG00000004534	RBM6	10180	-0.27330971964198	0.108476356681402	-0.316401192267651	0.0689674711156288
ENSG00000004700	RECQL	5965	0.222124414627888	0.0986600029942905	0.315513041218017	0.0276707966152832
ENSG00000004766	VPS50	55610	-0.155054584954013	0.0608466966210178	-0.144702168394113	0.0768267442181577
ENSG00000004776	HSPB6	126393	0.157473310096696	0.0323984356812922	0.119345668726867	0.0883260249342176
ENSG00000004777	ARHGAP33	115703	0.0302229047633631	0.620708752127646	-0.0440730828938638	0.473868698749908
ENSG00000004779	NDUFAB1	4706	-0.075854553281264	0.212152875884423	-0.022789806965628	0.696475874354397
ENSG00000004799	PDK4	5166	0.0554586331085902	0.607017070371847	0.107254445565174	0.329269385780663
ENSG00000004838	ZMYND10	51364	0.11562333096483	0.115688506834857	-0.0435825001010168	0.529118190475889
ENSG00000004864	SLC25A13	10165	-0.216350633819594	0.174507447530537	-0.0950440664377599	0.534072737681106
ENSG00000004866	ST7	7982	0.0653346439256102	0.325158968238586	0.0477365790547037	0.466695125464093
ENSG00000004897	CDC27	996	0.0446917442110166	0.523788855100981	0.0205852940401368	0.767015785980503
ENSG00000004939	SLC4A1	6521	0.202436010024076	0.0148151225394398	0.250735313898836	0.00466893782844507
ENSG00000004948	CALCR	799	0.0667735709224906	0.354404085113041	0.116549759441701	0.121941402256784
ENSG00000004961	HCCS	3052	-0.192978873886393	0.0251100304115966	-0.282109201476231	0.00340089064277654
ENSG00000004975	DVL2	1856	-0.00762373469422428	0.936518571266327	-0.178223741365709	0.0868648615274783
ENSG00000005001	PRSS22	64063	0.0284537169745307	0.754860110179517	-0.0570543101061092	0.534569937881758
ENSG00000005007	UPF1	5976	0.0221142846346374	0.636835219045483	0.0105214575157695	0.821425639337928
ENSG00000005020	SKAP2	8935	-0.00931741935307606	0.859556214617147	-0.0700131372928325	0.203669122511282
ENSG00000005022	SLC25A5	292	-0.101571310381331	0.430090474646946	-0.255200905125566	0.0669807142452326
ENSG00000005059	MCUB	55013	-0.00254076696499972	0.97282372133694	0.0678855496754984	0.373367208549363
ENSG00000005073	HOXA11	3207	-0.026815913703317	0.637168968861431	0.0375350977265829	0.511601598178205
ENSG00000005075	POLR2J	5439	0.0136513632076962	0.901873970541226	-0.107490411483179	0.343633141184939
ENSG00000005102	MEOX1	4222	-0.0627669552264498	0.340785797648155	-0.00293652291330648	0.963534660212526
ENSG00000005108	THSD7A	221981	0.0135756478094435	0.855137559079993	-0.0336611517670802	0.652324350204685
ENSG00000005156	LIG3	3980	-0.0904660838708256	0.154067277880212	-0.0994601953510497	0.121094203733038
ENSG00000005175	RPAP3	79657	0.100719216635044	0.435628830002796	0.147764250409878	0.261551696261381
ENSG00000005187	ACSM3	6296	-0.0320207678880333	0.747777254902891	-0.00433013280515659	0.965215794594388
ENSG00000005189	REXO5	81691	-0.191851061427998	0.0973596638315643	-0.438975404263378	0.00207251485358341
ENSG00000005194	CIAPIN1	57019	-0.21904636661211	0.0385541005087958	-0.20578123659325	0.0491158497692655
ENSG00000005206	SPPL2B	56928	-0.0338381400766892	0.540696718486575	-0.0626580857034225	0.268777615748317
ENSG00000005238	FAM214B	80256	0.0132518203019139	0.893820028263462	-0.0793586855109694	0.431900970369144
ENSG00000005243	COPZ2	51226	-0.305624702755476	0.0248910452074942	-0.443523812459427	0.0035130129271481
ENSG00000005249	PRKAR2B	5577	-0.170188313779806	0.0570126144514908	-0.200012575950913	0.0303032065595873
ENSG00000005302	MSL3	10943	-0.0606564584469336	0.40340507858061	-0.0172369336217102	0.808972010621608
ENSG00000005339	CREBBP	1387	-0.0283378227281421	0.574692735396047	-0.0776772185721919	0.144178104992704
ENSG00000005379	TSPOAP1	9256	0.00926203805346404	0.894522116179544	0.0181098434163842	0.795727059466161
ENSG00000005381	MPO	4353	0.100478896717127	0.15910904833551	0.0684039208364564	0.323777898422144
ENSG00000005421	PON1	5444	-0.0266415623548963	0.752220101249272	-0.00697546192589638	0.93394948548617
ENSG00000005436	GCFC2	6936	0.160799444952835	0.214805350347803	0.295189037818622	0.0362345739885653
ENSG00000005469	CROT	54677	-0.0583633593550443	0.627042131900261	-0.116356127904059	0.341794201920308
ENSG00000005471	ABCB4	5244	0.26124160037743	0.0245754120440309	0.18857553199731	0.0842488913031037
ENSG00000005700	IBTK	25998	0.0467412199610511	0.681274982443803	0.123193554548749	0.29184461085176
ENSG00000005801	ZNF195	7748	-0.195901522034353	0.0379981865693596	-0.147439638902783	0.101316422634962
ENSG00000005810	MYCBP2	23077	0.148614003754529	0.316308608704157	0.171766889446156	0.251017462155306
ENSG00000005844	ITGAL	3683	0.134279243643857	0.109973855466034	0.131007096320353	0.117754431151405
ENSG00000005882	PDK2	5164	-0.0311727954486036	0.637465448504006	-0.0846378243177472	0.217498701320398
ENSG00000005884	ITGA3	3675	0.0662928587612637	0.553409380154825	0.028715555117671	0.795811394719647
ENSG00000005889	ZFX	7543	0.0648174477823931	0.536581223488885	0.0144132300278033	0.889588752298469
ENSG00000005893	LAMP2	3920	0.0946451762566962	0.179370358370973	0.0812187141762823	0.243245764469026
ENSG00000005961	ITGA2B	3674	0.0167433725379778	0.791486710114543	-0.0374293173832121	0.557545534684569
ENSG00000005981	ASB4	51666	0.133379029115817	0.129062535033468	0.0302317941839967	0.714360661712955
ENSG00000006007	GDE1	51573	0.141734051288102	0.319153323552758	0.0937129607549387	0.503552816897461
ENSG00000006015	REX1BD	55049	-0.0978131607258526	0.175253423188789	-0.109063460856192	0.135116043081963
ENSG00000006016	CRLF1	9244	-0.223505006750433	0.0185550802753647	-0.11351041476741	0.181211802421177
ENSG00000006025	OSBPL7	114881	0.0445628089703876	0.378818379325744	0.0152312261360876	0.75913205243866
ENSG00000006047	YBX2	51087	0.271452270602844	0.017152314632593	0.20201686118465	0.0587040661106421
ENSG00000006062	MAP3K14	9020	-0.0520888348853434	0.667848802219479	-0.236599438982506	0.0738814372735827
ENSG00000006071	ABCC8	6833	0.293029824673143	0.0544045169453972	0.24319965649159	0.100138966010079
ENSG00000006116	CACNG3	10368	0.101158955672653	0.0836946892782623	0.0733253286509337	0.192935929109786
ENSG00000006118	TMEM132A	54972	0.0049203053353879	0.934842083725523	0.0414898833302546	0.496117278951241
ENSG00000006128	TAC1	6863	-0.279395418902113	0.0108696489593275	-0.189471317582033	0.0590607663322433
ENSG00000006194	ZNF263	10127	-0.349967506564395	0.0165571254682804	-0.457009188850588	0.00390677765386454
ENSG00000006210	CX3CL1	6376	0.0406095431902069	0.547697481076194	0.0793492878785735	0.252770920703737
ENSG00000006282	SPATA20	64847	-0.227652186493973	0.033545667860047	-0.0568015327036067	0.5493862160538
ENSG00000006283	CACNA1G	8913	0.0468253444343896	0.363685947552821	0.0121087794707999	0.810307967770507
ENSG00000006327	TNFRSF12A	51330	-0.0472835876155067	0.855819150896535	0.653240521670455	0.0288069704199215
ENSG00000006377	DLX6	1750	0.0841115276563769	0.330081687550164	0.225212531031763	0.0216854877946381
ENSG00000006432	MAP3K9	4293	-0.108320875224597	0.305218590920275	-0.0869728421447671	0.405590924347718
ENSG00000006451	RALA	5898	0.0749626503103151	0.522337865393448	0.29076949898432	0.0289273343689475
ENSG00000006459	KDM7A	80853	-0.252518437500226	0.0934547160524327	0.0202505749343267	0.884140142958983
ENSG00000006468	ETV1	2115	0.0497867842716828	0.40854262949085	0.17935110343562	0.0118231680775942
ENSG00000006530	AGK	55750	-0.404646688697804	0.000350778713710705	-0.278197794625762	0.00423559044559381
ENSG00000006534	ALDH3B1	221	0.299761128991576	0.0950024112839038	0.0808660618061232	0.627947119147188
ENSG00000006555	TTC22	55001	0.113441825155014	0.0593746038745478	0.0890844083217202	0.125065755006505
ENSG00000006576	PHTF2	57157	-0.0726158471539464	0.186112521753324	-0.0836456358124562	0.133376019198458
ENSG00000006607	FARP2	9855	-0.0727556530423352	0.280463516277808	-0.120897853095866	0.0881577338370752
ENSG00000006611	USH1C	10083	0.137905451555076	0.0447045734786355	0.169550136079486	0.0184402118785252
ENSG00000006625	GGCT	79017	-0.00530232235736072	0.926099841129213	-0.0489909175799941	0.400711526077849
ENSG00000006634	DBF4	10926	0.218665285995334	0.0182459832878477	0.109497611496602	0.185406140573794
ENSG00000006638	TBXA2R	6915	0.0260859936323401	0.602646893034702	0.0157043942692803	0.752818278304905
ENSG00000006652	IFRD1	3475	0.0391172340648023	0.590168395794916	0.11819152263797	0.125003004497944
ENSG00000006659	LGALS14	56891	0.0468426206169599	0.564353215487642	0.0495366255269496	0.542605759137991
ENSG00000006695	COX10	1352	-0.084405421559886	0.166669429483284	-0.0969917221125893	0.117653240642206
ENSG00000006704	GTF2IRD1	9569	-0.00808258479874624	0.950486658645677	-0.314056114026245	0.0341600166165444
ENSG00000006712	PAF1	54623	-0.224346657628768	0.0462167079593106	-0.269865695487942	0.021263709369249
ENSG00000006715	VPS41	27072	-0.117801974713958	0.254567547383784	-0.0594711431206867	0.554616138079275
ENSG00000006740	ARHGAP44	9912	-0.000660600303120429	0.989494811897146	-0.0473595222054963	0.356712900029999
ENSG00000006744	ELAC2	60528	0.104675310874154	0.255732030385184	-0.0284652589247711	0.749239481730478
ENSG00000006747	SCIN	85477	0.17222307913592	0.146936111372597	0.0979436143935093	0.39098850253442
ENSG00000006756	ARSD	414	0.074004652540677	0.267432529675217	0.0795696144981264	0.235484001954029
ENSG00000006757	PNPLA4	8228	-0.0935642655441598	0.336825313449174	-0.16419687179001	0.108089893612422
ENSG00000006788	MYH13	8735	0.192863631103787	0.00727327540498149	0.138506863970177	0.0356726777634184
ENSG00000006831	ADIPOR2	79602	-0.0486457356227508	0.563439994375098	-0.220823703518557	0.0228732851782352
ENSG00000007038	PRSS21	10942	-0.143938612301289	0.180268083290559	0.138790716315221	0.194873720654869
ENSG00000007047	MARK4	57787	0.012286944880648	0.873064511332322	0.045195257124826	0.560210707490863
ENSG00000007062	PROM1	8842	0.0574844845224263	0.524511451573677	0.180733561396433	0.0662747249644097
ENSG00000007129	CEACAM21	90273	0.0490330969622965	0.358556825202029	0.0365399591345668	0.489385285231878
ENSG00000007168	PAFAH1B1	5048	-0.083041372014085	0.128427585938483	-0.0446304550914807	0.392549448588619
ENSG00000007171	NOS2	4843	0.0886576345521899	0.332847052635773	0.000434744513316598	0.996109726749283
ENSG00000007174	DNAH9	1770	0.0710392043466337	0.214077901052375	0.0331374316870372	0.548917360683436
ENSG00000007202	KIAA0100	9703	-0.0695374843764158	0.221400352611932	-0.0278525698309897	0.611949398416677
ENSG00000007216	SLC13A2	9058	0.118743112027384	0.211759644458246	-0.0856296008140034	0.358063959575943
ENSG00000007237	GAS7	8522	0.0821653330395105	0.146010679310897	0.0495688234916409	0.362848056687602
ENSG00000007255	TRAPPC6A	79090	0.00636341085320336	0.962749364620667	-0.143389435956037	0.30681714033879
ENSG00000007264	MATK	4145	-0.0219313186741195	0.76820115286713	-0.114737257855573	0.145597753935563
ENSG00000007306	CEACAM7	1087	0.0136069957499698	0.816834078084007	0.0828674381495866	0.179509541439273
ENSG00000007314	SCN4A	6329	-0.0348284242294699	0.610633531505306	0.0630227276285202	0.364493552318311
ENSG00000007341	ST7L	54879	-0.0117110761029933	0.875323791911376	-0.0727475184054636	0.341707718113764
ENSG00000007350	TKTL1	8277	0.0632090475216671	0.305650076311891	0.0258077473368772	0.668212836781503
ENSG00000007372	PAX6	5080	0.103593404530797	0.202026866503412	0.0794050713827308	0.319323701801816
ENSG00000007384	RHBDF1	64285	-0.303377304408264	0.0219928550300734	-0.447028983892765	0.00270256507554657
ENSG00000007392	LUC7L	55692	-0.108127184590955	0.496204463350076	-0.232576753990698	0.160853032071639
ENSG00000007402	CACNA2D2	9254	-0.0506394495129476	0.49908024964889	-0.0852873485350307	0.265524990143749
ENSG00000007516	BAIAP3	8938	0.0453548767156233	0.38375511653472	0.0159050608865172	0.755660244618704
ENSG00000007520	TSR3	115939	0.0240417209792829	0.651548595637769	-0.0322248924116941	0.546755367865614
ENSG00000007541	PIGQ	9091	-0.0681849933051621	0.323697702725803	-0.0765742415873563	0.2709713755727
ENSG00000007866	TEAD3	7005	0.112412850199203	0.238541369062583	0.142246587730022	0.144318776834504
ENSG00000007908	SELE	6401	-0.172166796728971	0.049873862909933	-0.0715852174231173	0.372890950121504
ENSG00000007923	DNAJC11	55735	0.0149171252071163	0.859152914070287	-0.0231917744539514	0.782898011317081
ENSG00000007933	FMO3	2328	0.00461958443217325	0.938041658396158	-0.0665578371703099	0.278537903565622
ENSG00000007944	MYLIP	29116	0.34727011629349	0.123171382998772	0.273702636096997	0.213334041417455
ENSG00000007952	NOX1	27035	-0.00314068949826329	0.94620829531793	0.00553263484999666	0.905416656695953
ENSG00000007968	E2F2	1870	-0.0221179703997101	0.851933948123511	-0.0444117381101035	0.708635611477416
ENSG00000008018	PSMB1	5689	-0.0136888968938997	0.766893645911578	-0.00521628412593245	0.909872950977062
ENSG00000008056	SYN1	6853	0.10614781226305	0.176137469662417	0.0964220223185834	0.215255111444387
ENSG00000008083	JARID2	3720	-0.1319590836756	0.070674603082933	-0.124675927265657	0.0849042233152117
ENSG00000008086	CDKL5	6792	0.086566598209207	0.221482366514253	0.154782020819371	0.0428518200727333
ENSG00000008118	CAMK1G	57172	0.0577259659759926	0.258228574238625	0.0446473677015296	0.375208088058221
ENSG00000008130	NADK	65220	-0.0351365659383012	0.599976912848956	-0.0643674056693229	0.345091914773685
ENSG00000008196	TFAP2B	7021	0.0183602807682219	0.78435490372028	0.0764705000299486	0.269798326138217
ENSG00000008226	DLEC1	9940	0.0325530465483435	0.560573318695363	0.0773476371858668	0.184211801137986
ENSG00000008256	CYTH3	9265	-0.150086112079	0.0693094225027581	-0.163995450755757	0.0506642438855821
ENSG00000008277	ADAM22	53616	0.011669159157417	0.820964389762433	0.0180838922500302	0.726331535603214
ENSG00000008282	SYPL1	6856	0.11448616557327	0.191623016503285	0.0602296016138695	0.477181809917917
ENSG00000008283	CYB561	1534	0.144168723228128	0.151028467266008	0.10954496092384	0.264032154410154
ENSG00000008294	SPAG9	9043	0.0231390403268206	0.660354706939589	0.0111364163891539	0.831822468266534
ENSG00000008300	CELSR3	1951	-0.0710385622287477	0.284660759865598	-0.180918175890104	0.0171960896550133
ENSG00000008311	AASS	10157	0.241609920455867	0.0541722573887733	0.316504492183947	0.0174066306913198
ENSG00000008323	PLEKHG6	55200	0.227420176660564	0.0110220949700653	0.209399228331387	0.0166634533715443
ENSG00000008324	SS18L2	51188	-0.043810032397003	0.534141563230012	-0.0557125433136179	0.43217046319296
ENSG00000008405	CRY1	1407	-0.0491191632743639	0.716622591965179	0.0110148561075345	0.934899751417713
ENSG00000008438	PGLYRP1	8993	0.104912967572627	0.118818470179546	0.146487201864431	0.0390789147558621
ENSG00000008441	NFIX	4784	-0.0662237735098703	0.366149210806387	-0.0387944673460199	0.591029739432091
ENSG00000008513	ST3GAL1	6482	0.0698994065364262	0.42539234528119	-0.03499517961684	0.68591757240708
ENSG00000008516	MMP25	64386	0.138657395235588	0.0797949777440712	0.0560624263914273	0.446619849479667
ENSG00000008517	IL32	9235	-0.0200930311110237	0.919874414150278	-0.12206804159729	0.545149669079956
ENSG00000008710	PKD1	5310	-0.00647748446603336	0.921685646987206	-0.0687013685061624	0.310949822043034
ENSG00000008735	MAPK8IP2	23542	-0.178709734611724	0.0270313297898067	-0.15029908091062	0.0540355324671308
ENSG00000008838	MED24	9862	-0.0968033965573785	0.491681326174126	-0.0569882689845249	0.683046817537185
ENSG00000008853	RHOBTB2	23221	0.0137510341576181	0.860124483042796	-0.186409221008912	0.0354823996399295
ENSG00000008952	SEC62	7095	0.0800557790706655	0.214425408049725	0.1230892074053	0.069679104992392
ENSG00000008988	RPS20	6224	-0.0247742390496191	0.7184117285348	-0.0416093504718278	0.547384684538101
ENSG00000009307	CSDE1	7812	-0.0410998363172332	0.440720910015259	-0.0372110172510354	0.483875097691295
ENSG00000009335	UBE3C	9690	-0.30353707248195	0.00854678428211645	-0.0988302611632808	0.307443827473243
ENSG00000009413	REV3L	5980	-0.066055496850792	0.703249701194789	-0.0149611439136486	0.930979456883963
ENSG00000009694	TENM1	10178	0.08429833791133	0.392390144472501	0.0548417671522399	0.573457545462226
ENSG00000009709	PAX7	5081	0.12094093093203	0.123216763479753	0.0683045298185239	0.362751290780634
ENSG00000009724	MASP2	10747	0.14849294749856	0.0434034650475704	0.0597729434367995	0.371010607484357
ENSG00000009780	FAM76A	199870	0.165077620869807	0.156792485951595	-0.00919128016673687	0.933496909248722
ENSG00000009790	TRAF3IP3	80342	0.0750182343852273	0.323636498322794	0.0542186774826137	0.469961608597609
ENSG00000009830	POMT2	29954	0.0487453760997001	0.606787999112717	-0.0469261913826635	0.620090163283867
ENSG00000009950	MLXIPL	51085	0.17035244150782	0.16276516215494	-0.0476950157534528	0.680996718996237
ENSG00000009954	BAZ1B	9031	0.0733398202480604	0.457385628100527	-0.138568945981212	0.175810519051745
ENSG00000010017	RANBP9	10048	-0.0562607285809591	0.314534519093887	-0.163298410955868	0.012465272312364
ENSG00000010030	ETV7	51513	-0.0333280388031163	0.694759272875985	-0.0207935397167334	0.806095375173475
ENSG00000010165	EEF1AKNMT	51603	-0.0364163785985108	0.654717337867932	-0.123850226062767	0.149392756679727
ENSG00000010244	ZNF207	7756	-0.122221346144546	0.156659864476102	-0.0794745457977371	0.341817963781745
ENSG00000010256	UQCRC1	7384	0.1345425550542	0.20296308658998	0.0461888792122345	0.649124413420081
ENSG00000010278	CD9	928	0.0591541726228666	0.470017693944615	0.0302444160087312	0.708875532482555
ENSG00000010292	NCAPD2	9918	0.0892201864931543	0.63117823937512	0.0513105151747553	0.781566751206927
ENSG00000010295	IFFO1	25900	-0.0906503529496625	0.214937019894416	-0.0349440055539092	0.619973440436313
ENSG00000010310	GIPR	2696	0.0506246018398406	0.435047230989404	0.0466080126726243	0.471227388635801
ENSG00000010318	PHF7	51533	-0.0285829019384902	0.565172854056064	-0.0400926443651466	0.42382880054808
ENSG00000010319	SEMA3G	56920	0.0262299976262361	0.736912607647332	-0.0881002757812337	0.273824744693733
ENSG00000010322	NISCH	11188	-0.19368981863896	0.0724612990878281	-0.445041438047632	0.00108424608333391
ENSG00000010327	STAB1	23166	0.0193853527657435	0.779319346827386	0.0289162056715138	0.67678296140932
ENSG00000010361	FUZ	80199	-0.0378774783686104	0.736459098857886	-0.11424964692733	0.321894479790148
ENSG00000010379	SLC6A13	6540	0.248794719467823	0.0186459096089997	0.11687358367261	0.213500141743248
ENSG00000010404	IDS	3423	-0.00423602688181735	0.95773341800371	0.0275292084304155	0.731358325429505
ENSG00000010438	PRSS3	5646	-0.0648675335578792	0.394943939601189	-0.045667289689356	0.545204046128283
ENSG00000010539	ZNF200	7752	-0.133331421368773	0.20799021256232	-0.16292793220868	0.131489223367278
ENSG00000010610	CD4	920	0.178791443491987	0.0960107943770081	0.164013313288347	0.122529906025154
ENSG00000010626	LRRC23	10233	-0.339213179234421	0.128203947630221	-0.526963700404875	0.0282295860039376
ENSG00000010671	BTK	695	0.0754777475027562	0.211945419558987	0.0798553758409597	0.188770564210325
ENSG00000010704	HFE	3077	0.0857205117531241	0.149834327553739	0.0852290747353543	0.151932203826277
ENSG00000010803	SCMH1	22955	-0.0607302470132245	0.611184216102285	-0.289268811579177	0.0326689477593424
ENSG00000010810	FYN	2534	-0.0901433933353699	0.329187214096936	-0.194189881503506	0.0526950058133598
ENSG00000010818	HIVEP2	3097	-0.204368846377854	0.0119483691964842	-0.0966985360773371	0.173906995995063
ENSG00000010932	FMO1	2326	0.0592156842218332	0.586516016578835	0.176049059299753	0.127074383909596
ENSG00000011007	ELOA	6924	0.0648507172570776	0.298309336189668	0.0926198342995903	0.148934043480251
ENSG00000011009	LYPLA2	11313	0.0117936097274276	0.86454209315927	0.0637706561357376	0.366902830786531
ENSG00000011021	CLCN6	1185	-0.0753224146227138	0.450267309804324	-0.250308504959659	0.0270470131890061
ENSG00000011028	MRC2	9902	0.00661832791419403	0.890741618660882	0.0492677711755238	0.31975396236086
ENSG00000011083	SLC6A7	6534	0.0554846970388994	0.450176951091033	-0.0772465098298634	0.300024576399914
ENSG00000011105	TSPAN9	10867	0.0146837115763767	0.78383195668495	0.0528354224970968	0.335225103822601
ENSG00000011114	BTBD7	55727	0.0640284776308833	0.395228268065366	-0.0435390165933467	0.558975839153242
ENSG00000011132	APBA3	9546	-0.224079051131803	0.0927270750240072	-0.203483262611166	0.122050355867845
ENSG00000011143	MKS1	54903	-0.0505136830660202	0.661181270508925	-0.314627216859603	0.0193667583269788
ENSG00000011198	ABHD5	51099	-0.0879591272578821	0.449094132991781	-0.115621079306659	0.325165290229356
ENSG00000011201	ANOS1	3730	-0.104485206276923	0.331393926756671	-0.0862461884802967	0.41887686630858
ENSG00000011243	AKAP8L	26993	0.125106554542222	0.143530370956331	0.0215167566033942	0.789587606430517
ENSG00000011258	MBTD1	54799	-0.0094710910725202	0.958778454134317	0.0297147804805697	0.87126213491581
ENSG00000011260	UTP18	51096	-0.101967993282365	0.3323901476592	-0.19477031210673	0.0814143512771012
ENSG00000011275	RNF216	54476	0.163618886452488	0.104623521776598	0.0631631888634478	0.504713059635628
ENSG00000011295	TTC19	54902	-0.0656218807819329	0.471852764242637	-0.0995666687681105	0.283609286278968
ENSG00000011304	PTBP1	5725	-0.144495013462832	0.052878090951752	-0.121414984275301	0.0943331377146104
ENSG00000011332	DPF1	8193	0.189236055771534	0.116764621132295	-0.0248158204074196	0.82559587423005
ENSG00000011376	LARS2	23395	-0.0693136839009494	0.293942686787705	-0.05579685572906	0.393200569668292
ENSG00000011405	PIK3C2A	5286	0.107732526025067	0.218551778169235	0.128700687722699	0.148275324674881
ENSG00000011422	PLAUR	5329	0.107156560822799	0.13013838407008	0.151646368669959	0.0424143481237256
ENSG00000011451	WIZ	58525	0.00794762074503241	0.889201066830054	-0.0337403457237238	0.557812878367406
ENSG00000011454	RABGAP1	2844	-0.035539660412633	0.638210537257131	-0.0407393689301454	0.590601896186772
ENSG00000011454	RABGAP1	23637	-0.035539660412633	0.638210537257131	-0.0407393689301454	0.590601896186772
ENSG00000011465	DCN	1634	0.0653601433445772	0.281646806076504	0.0763518637698342	0.21357130024098
ENSG00000011478	QPCTL	54814	-0.0150560413048231	0.844017236873394	-0.0131717029683367	0.863299134016951
ENSG00000011485	PPP5C	5536	0.0836689527697576	0.242416316039346	0.00254814185983054	0.970483454481523
ENSG00000011523	CEP68	23177	0.0152364564465781	0.743984185851892	0.00119441811731846	0.979514630638396
ENSG00000011566	MAP4K3	8491	0.169131721460841	0.217986943064925	0.157803561991493	0.247920352874645
ENSG00000011590	ZBTB32	27033	-0.0838941000706468	0.293535367113649	-0.167505765492864	0.0523005616740039
ENSG00000011600	TYROBP	7305	0.0633453041840801	0.433879797009041	-0.0341369650326531	0.669478547282332
